h,x,r,alpha,RMSE relative u,RMSE relative Iu
0.1,1.5,52.0,0.8,0.9845059189511917,0.9006197053599158
0.1,1.5,52.0,0.9,0.9772625309386649,1.0400985476768148
0.1,1.5,52.0,1.0,0.9221337514611333,1.1517574417254128
0.1,1.5,57.0,0.3,0.19454707198398727,0.47285475224545487
0.1,1.5,57.0,0.4,0.4679212408056335,0.391974026427306
0.1,1.5,57.0,0.5,0.6826962012782447,0.4153972290855313
0.1,1.5,57.0,0.6,0.8359934251533833,0.5210276841936938
0.1,1.5,57.0,0.7,0.9375570504823869,0.6708106123763548
0.1,1.5,57.0,0.8,0.9928610541279914,0.8293681251121731
0.1,1.5,57.0,0.9,1.0028670818950647,0.9716646068038918
0.1,1.5,57.0,1.0,0.9648892246988684,1.0912429608853418
0.1,1.5,62.0,0.3,0.1683727705645633,0.4364635040158294
0.1,1.5,62.0,0.4,0.4295141988810063,0.3562414156932928
0.1,1.5,62.0,0.5,0.6455162916128813,0.37977483711036547
0.1,1.5,62.0,0.6,0.8057028511955773,0.48386698083673363
0.1,1.5,62.0,0.7,0.9182964657924284,0.6272189762666729
0.1,1.5,62.0,0.8,0.9877901633639369,0.7836052521610669
0.1,1.5,62.0,0.9,1.0146424204664133,0.9311790025034851
0.1,1.5,62.0,1.0,0.9961127221760273,1.0615462202945172
0.1,1.8,37.0,0.3,0.18943838171199806,0.19402769289868196
0.1,1.8,37.0,0.4,0.4640439471528253,0.32923006812168115
0.1,1.8,37.0,0.5,0.6653971512661573,0.5297719626320283
0.1,1.8,37.0,0.6,0.7786324492613882,0.7560614281746318
0.1,1.8,37.0,0.7,0.820351389066546,0.9848569285303976
0.1,1.8,37.0,0.8,0.8072435578311282,1.1699404796442023
0.1,1.8,37.0,0.9,0.7566467225374269,1.3035361060081256
0.1,1.8,37.0,1.0,0.6883265427334293,1.4178536149476018
0.1,1.8,42.0,0.3,0.1728777736186525,0.1594262850645032
0.1,1.8,42.0,0.4,0.44216812674358547,0.28080298250755126
0.1,1.8,42.0,0.5,0.6567897109435079,0.46793829862225667
0.1,1.8,42.0,0.6,0.7879471998169953,0.6785511847245438
0.1,1.8,42.0,0.7,0.8500149873661149,0.8997115864091132
0.1,1.8,42.0,0.8,0.8577052886678971,1.0906603511616295
0.1,1.8,42.0,0.9,0.8253544317048802,1.234199753479887
0.1,1.8,42.0,1.0,0.7683554465388939,1.345133572056283
0.1,1.8,47.0,0.3,0.15787650719573076,0.10260363414240659
0.1,1.8,47.0,0.4,0.4113895789516185,0.19927988870608848
0.1,1.8,47.0,0.5,0.6358431390130297,0.38216305527233524
0.1,1.8,47.0,0.6,0.7826914384499315,0.5819520493317497
0.1,1.8,47.0,0.7,0.8634676860540368,0.7933285584645098
0.1,1.8,47.0,0.8,0.8907803421561153,0.9833799729677343
0.1,1.8,47.0,0.9,0.8764042990653218,1.131977752313692
0.1,1.8,47.0,1.0,0.8322734461319122,1.2417470518597922
0.1,1.8,52.0,0.3,0.148477490743237,0.18457869507730856
0.1,1.8,52.0,0.4,0.3749414100883198,0.16554108087683206
0.1,1.8,52.0,0.5,0.605356603848459,0.30722855479329936
0.1,1.8,52.0,0.6,0.7650953439704749,0.4884870017805912
0.1,1.8,52.0,0.7,0.8623886583788669,0.6848802968805058
0.1,1.8,52.0,0.8,0.9076335157753954,0.8677679177059228
0.1,1.8,52.0,0.9,0.9103606672337952,1.018067006277183
0.1,1.8,52.0,1.0,0.8797820376650597,1.1309524973636362
0.1,1.8,57.0,0.3,0.1464979754324877,0.2742914639103344
0.1,1.8,57.0,0.4,0.33746151804042446,0.20731767594609135
0.1,1.8,57.0,0.5,0.5702761487577549,0.2839425394349619
0.1,1.8,57.0,0.6,0.7400349032577671,0.4351888766208773
0.1,1.8,57.0,0.7,0.8515042657823532,0.6112862287852119
0.1,1.8,57.0,0.8,0.9128856899626169,0.7839294664389278
0.1,1.8,57.0,0.9,0.9317529928824457,0.9359154718128643
0.1,1.8,57.0,1.0,0.9152125546360472,1.056459128213013
0.1,1.8,62.0,0.3,0.14952248318943356,0.18178006960070492
0.1,1.8,62.0,0.4,0.30477070140634255,0.12128200975784768
0.1,1.8,62.0,0.5,0.5375401059866949,0.23968242638318912
0.1,1.8,62.0,0.6,0.7148604889352143,0.4029588332712196
0.1,1.8,62.0,0.7,0.8383292838582576,0.5761107119706117
0.1,1.8,62.0,0.8,0.9141654943698225,0.747589060549363
0.1,1.8,62.0,0.9,0.9483076610083956,0.9070918073690922
0.1,1.8,62.0,1.0,0.9462933258604042,1.0396738549134796
0.1,2.1,37.0,0.3,0.14257167303002513,0.38043091919979255
0.1,2.1,37.0,0.4,0.34211122489860485,0.47085379737450545
0.1,2.1,37.0,0.5,0.557645098426528,0.6236634740360211
0.1,2.1,37.0,0.6,0.6888149404237423,0.8205239902226767
0.1,2.1,37.0,0.7,0.7441657509562312,1.0314208876760764
0.1,2.1,37.0,0.8,0.7322573500993423,1.2062739854457603
0.1,2.1,37.0,0.9,0.6831722208486698,1.3353913590035982
0.1,2.1,37.0,1.0,0.6257329258489306,1.4440029688950842
0.1,2.1,42.0,0.3,0.1391103859708132,0.33569928164330365
0.1,2.1,42.0,0.4,0.3240045675667422,0.41807696024011287
0.1,2.1,42.0,0.5,0.53719889972902,0.5590687486085375
0.1,2.1,42.0,0.6,0.6868609434289434,0.7409442042093682
0.1,2.1,42.0,0.7,0.7760199947085199,0.9440354048761281
0.1,2.1,42.0,0.8,0.7927448833536869,1.1245426238849514
0.1,2.1,42.0,0.9,0.7551088064055762,1.2633499482905266
0.1,2.1,42.0,1.0,0.6962950583734758,1.3698152628206095
0.1,2.1,47.0,0.3,0.13850632851258932,0.22540171545345397
0.1,2.1,47.0,0.4,0.3036607713813056,0.30506765997490154
0.1,2.1,47.0,0.5,0.5164841868851011,0.4485285347625368
0.1,2.1,47.0,0.6,0.6771178951247347,0.626215319580482
0.1,2.1,47.0,0.7,0.7894504799610781,0.8242409162519384
0.1,2.1,47.0,0.8,0.8315490281251432,1.0067027089177136
0.1,2.1,47.0,0.9,0.8097823469738977,1.151974659438984
0.1,2.1,47.0,1.0,0.7547155080845174,1.2594486112024144
0.1,2.1,52.0,0.3,0.153754278218181,0.11634646169155703
0.1,2.1,52.0,0.4,0.2733501110247167,0.15834875952568248
0.1,2.1,52.0,0.5,0.49009919503258353,0.31314097819827713
0.1,2.1,52.0,0.6,0.65869104383216,0.49409348556826915
0.1,2.1,52.0,0.7,0.786419553672738,0.6889796178590532
0.1,2.1,52.0,0.8,0.8507948801923405,0.8707162337101578
0.1,2.1,52.0,0.9,0.8496161266851378,1.0210961336486148
0.1,2.1,52.0,1.0,0.805990082011402,1.1344958246858217
0.1,2.1,57.0,0.3,0.18478133395805585,0.1477580909875273
0.1,2.1,57.0,0.4,0.23183826356333384,0.10444650884420252
0.1,2.1,57.0,0.5,0.4521348801620423,0.23834280259813698
0.1,2.1,57.0,0.6,0.6300173011853111,0.4111014020469147
0.1,2.1,57.0,0.7,0.7700224392855936,0.5956301483782654
0.1,2.1,57.0,0.8,0.8547739987342473,0.7719432657124741
0.1,2.1,57.0,0.9,0.8776714501336842,0.9265723293954365
0.1,2.1,57.0,1.0,0.8518864948542128,1.0490819184770748
0.1,2.1,62.0,0.3,0.19177074989650617,0.16427165615328268
0.1,2.1,62.0,0.4,0.20782206505683767,0.16290296778458518
0.1,2.1,62.0,0.5,0.42610927819601707,0.2734946394282369
0.1,2.1,62.0,0.6,0.6075623507851545,0.4250918768930751
0.1,2.1,62.0,0.7,0.7520536387111091,0.5907367786303737
0.1,2.1,62.0,0.8,0.8486980836293209,0.7568807212117776
0.1,2.1,62.0,0.9,0.8899759566196012,0.913593752583283
0.1,2.1,62.0,1.0,0.8808139799480467,1.0440264320036723
0.1,2.4,37.0,0.3,0.19295398988307016,0.543043618995116
0.1,2.4,37.0,0.4,0.2512613379764687,0.6117566337764019
0.1,2.4,37.0,0.5,0.467540260410967,0.7321023772547989
0.1,2.4,37.0,0.6,0.6085282118079857,0.899453219105778
0.1,2.4,37.0,0.7,0.6735103420838967,1.0889805251291533
0.1,2.4,37.0,0.8,0.6696358920557858,1.2532443083483775
0.1,2.4,37.0,0.9,0.6252103249280518,1.3752953867309738
0.1,2.4,37.0,1.0,0.5707847235591971,1.480770370312217
0.1,2.4,42.0,0.3,0.18812630631117766,0.48375067442337794
0.1,2.4,42.0,0.4,0.2375940857113453,0.5466767732672637
0.1,2.4,42.0,0.5,0.44988883075165986,0.6570598797384388
0.1,2.4,42.0,0.6,0.6079956070421139,0.811238303699576
0.1,2.4,42.0,0.7,0.7056129044110924,0.9936270142466229
0.1,2.4,42.0,0.8,0.7307069298362108,1.1632185239091442
0.1,2.4,42.0,0.9,0.6989270242243877,1.2955758042030345
0.1,2.4,42.0,1.0,0.6431839524885486,1.3996245957049827
0.1,2.4,47.0,0.3,0.1912327339895538,0.35621791450711865
0.1,2.4,47.0,0.4,0.22076672420180501,0.4183053240058903
0.1,2.4,47.0,0.5,0.43121859214238534,0.5299032995590115
0.1,2.4,47.0,0.6,0.5993985231155905,0.6814412600512697
0.1,2.4,47.0,0.7,0.7194315385522334,0.8610533248939727
0.1,2.4,47.0,0.8,0.7699341063601469,1.034161223392358
0.1,2.4,47.0,0.9,0.7549794150491632,1.1743773308854053
0.1,2.4,47.0,1.0,0.7037792485201737,1.2797199021392585
0.1,2.4,52.0,0.3,0.2204026903385381,0.20531554602959562
0.1,2.4,52.0,0.4,0.19234864029150345,0.25624798161110074
0.1,2.4,52.0,0.5,0.4044896271829687,0.3757620574133958
0.1,2.4,52.0,0.6,0.5808013704096108,0.5329237305279834
0.1,2.4,52.0,0.7,0.7158108885677094,0.7131393197781466
0.1,2.4,52.0,0.8,0.7886093246323059,0.8881770515070598
0.1,2.4,52.0,0.9,0.7949558952394138,1.0350406882503187
0.1,2.4,52.0,1.0,0.7557906305081393,1.1466848362340243
0.1,2.4,57.0,0.3,0.26298400620108103,0.15851164636691426
0.1,2.4,57.0,0.4,0.15759928961117214,0.1739892792493143
0.1,2.4,57.0,0.5,0.3668515395700721,0.2865776020468243
0.1,2.4,57.0,0.6,0.552155158969194,0.44043411945715416
0.1,2.4,57.0,0.7,0.6986806362027961,0.6136027122018302
0.1,2.4,57.0,0.8,0.7917030068968568,0.7845021100345312
0.1,2.4,57.0,0.9,0.8223642647188308,0.9358348940871359
0.1,2.4,57.0,1.0,0.8010289904139664,1.0573106696464956
0.1,2.4,62.0,0.3,0.2665399432985066,0.26435257228904896
0.1,2.4,62.0,0.4,0.13991477095414634,0.28420689872965715
0.1,2.4,62.0,0.5,0.3435163698806929,0.3623326362492179
0.1,2.4,62.0,0.6,0.5312061502291056,0.4838131977031255
0.1,2.4,62.0,0.7,0.6810995749490829,0.629859300953109
0.1,2.4,62.0,0.8,0.7855068769789074,0.7839492250185323
0.1,2.4,62.0,0.9,0.8346044641202043,0.9326902306561587
0.1,2.4,62.0,1.0,0.8306547212812297,1.0611313415616208
0.1,2.7,37.0,0.3,0.24558387352801184,0.6769378219171522
0.1,2.7,37.0,0.4,0.18842189617726815,0.7347502660990695
0.1,2.7,37.0,0.5,0.39811279240109776,0.8314766013029566
0.1,2.7,37.0,0.6,0.5429847526904624,0.9753341402985343
0.1,2.7,37.0,0.7,0.6127392695829896,1.1474898464017944
0.1,2.7,37.0,0.8,0.6161174719985063,1.2998167729718257
0.1,2.7,37.0,0.9,0.5775759420099568,1.4166480737800988
0.1,2.7,37.0,1.0,0.5202936468311254,1.5156513689334774
0.1,2.7,42.0,0.3,0.25701475040234234,0.6233086841707759
0.1,2.7,42.0,0.4,0.17147855467612236,0.6762279037666997
0.1,2.7,42.0,0.5,0.37707455496714304,0.7633069848138065
0.1,2.7,42.0,0.6,0.5404481915111715,0.8929660953282074
0.1,2.7,42.0,0.7,0.6422621317057513,1.0560258051800195
0.1,2.7,42.0,0.8,0.6735273795580566,1.212436919471124
0.1,2.7,42.0,0.9,0.6492920396349636,1.3385082711050722
0.1,2.7,42.0,1.0,0.5954106773887209,1.4367077457108095
0.1,2.7,47.0,0.3,0.2700499182217264,0.49489719853102504
0.1,2.7,47.0,0.4,0.15538899008588083,0.5481131354476679
0.1,2.7,47.0,0.5,0.35767974889223775,0.6349430220262134
0.1,2.7,47.0,0.6,0.5330251300274493,0.7609179427741471
0.1,2.7,47.0,0.7,0.655456217450182,0.920599971173794
0.1,2.7,47.0,0.8,0.7105343969660439,1.0805168748864173
0.1,2.7,47.0,0.9,0.7041809716956248,1.2142184941998089
0.1,2.7,47.0,1.0,0.6592548463671601,1.3145762248034167
0.1,2.7,52.0,0.3,0.29484806435257305,0.32576395325057383
0.1,2.7,52.0,0.4,0.13961141243856412,0.3745775878141413
0.1,2.7,52.0,0.5,0.33291203860888263,0.46552801982209846
0.1,2.7,52.0,0.6,0.5160645704872258,0.5964642099696643
0.1,2.7,52.0,0.7,0.655098335819338,0.7582406707900172
0.1,2.7,52.0,0.8,0.7309663780335056,0.921720182569048
0.1,2.7,52.0,0.9,0.7436130958403698,1.063123367489562
0.1,2.7,52.0,1.0,0.7122287163211984,1.1708615214623097
0.1,2.7,57.0,0.3,0.32389252808196956,0.250932453983558
0.1,2.7,57.0,0.4,0.12553908836867364,0.28291005120756924
0.1,2.7,57.0,0.5,0.3007188000398375,0.36669086768334574
0.1,2.7,57.0,0.6,0.49191877269906376,0.4944113188732398
0.1,2.7,57.0,0.7,0.6415366326778918,0.6501546595025508
0.1,2.7,57.0,0.8,0.7350024420483725,0.8100065196199505
0.1,2.7,57.0,0.9,0.7692049526522792,0.9562458733657597
0.1,2.7,57.0,1.0,0.7559275410879159,1.0736478785427859
0.1,2.7,62.0,0.3,0.3395636227534418,0.3801582835958543
0.1,2.7,62.0,0.4,0.12155461854088125,0.4078702490368305
0.1,2.7,62.0,0.5,0.2753914136992835,0.46829695519931125
0.1,2.7,62.0,0.6,0.46848691730965164,0.5661437411082052
0.1,2.7,62.0,0.7,0.6234650362501697,0.6916039310085913
0.1,2.7,62.0,0.8,0.7289577713511145,0.8299266583348999
0.1,2.7,62.0,0.9,0.7807238033273962,0.9694563344013352
0.1,2.7,62.0,1.0,0.7839686533389896,1.089964582864606
0.1,3.0,37.0,0.3,0.29762998446938393,0.787462101598714
0.1,3.0,37.0,0.4,0.13536450466419384,0.8385671840157922
0.1,3.0,37.0,0.5,0.3231909293512052,0.9211235784154165
0.1,3.0,37.0,0.6,0.4733758510651337,1.0466754736662904
0.1,3.0,37.0,0.7,0.552649981948606,1.2030915398520625
0.1,3.0,37.0,0.8,0.562274831461756,1.3467216030473708
0.1,3.0,37.0,0.9,0.5278262122661339,1.4579483217990692
0.1,3.0,37.0,1.0,0.4735027063666126,1.5540174391256643
0.1,3.0,42.0,0.3,0.30094513315950266,0.7295316392905405
0.1,3.0,42.0,0.4,0.1271921344918612,0.7761428528500857
0.1,3.0,42.0,0.5,0.3058457246509792,0.8497473547763533
0.1,3.0,42.0,0.6,0.47194148549575293,0.961653957045435
0.1,3.0,42.0,0.7,0.5830294758217358,1.1083368081470124
0.1,3.0,42.0,0.8,0.6209377438285614,1.254800564870787
0.1,3.0,42.0,0.9,0.6012451528243261,1.3752536909301831
0.1,3.0,42.0,1.0,0.5493347654047864,1.469684092555392
0.1,3.0,47.0,0.3,0.3059559686895913,0.6013291776082401
0.1,3.0,47.0,0.4,0.11837679093993754,0.6478715131778603
0.1,3.0,47.0,0.5,0.29117715132748834,0.7200458209659056
0.1,3.0,47.0,0.6,0.4672362410117036,0.8272868367434141
0.1,3.0,47.0,0.7,0.5968134430675046,0.9694765315783865
0.1,3.0,47.0,0.8,0.6585548528691239,1.1182595292345894
0.1,3.0,47.0,0.9,0.6568684471878466,1.246305878884911
0.1,3.0,47.0,1.0,0.6131624129582685,1.3421429070889597
0.1,3.0,52.0,0.3,0.33891149923399294,0.4372491816632162
0.1,3.0,52.0,0.4,0.11674003301318808,0.4815761168957449
0.1,3.0,52.0,0.5,0.2656636602588736,0.5549643353814713
0.1,3.0,52.0,0.6,0.4489368710890713,0.6640362263473398
0.1,3.0,52.0,0.7,0.5949076456202381,0.8065160869115933
0.1,3.0,52.0,0.8,0.6778101969271325,0.9575959226481925
0.1,3.0,52.0,0.9,0.6961830772140071,1.0927540949456567
0.1,3.0,52.0,1.0,0.6659990933633356,1.1958234288349971
0.1,3.0,57.0,0.3,0.37460860688509634,0.3580608113753923
0.1,3.0,57.0,0.4,0.12555529786985944,0.3937225529907872
0.1,3.0,57.0,0.5,0.23200567933302102,0.4605434185047739
0.1,3.0,57.0,0.6,0.4233524835417597,0.5649510361245379
0.1,3.0,57.0,0.7,0.5788553252826543,0.7009520228373127
0.1,3.0,57.0,0.8,0.6796922905398595,0.8474132874070294
0.1,3.0,57.0,0.9,0.7203982296219328,0.9858182745622529
0.1,3.0,57.0,1.0,0.7090224329976365,1.0992050182188209
0.1,3.0,62.0,0.3,0.3802422536662084,0.47570193449938925
0.1,3.0,62.0,0.4,0.1312115417753839,0.5061277828348392
0.1,3.0,62.0,0.5,0.21258857123784877,0.5572544839194352
0.1,3.0,62.0,0.6,0.4042877380113195,0.6391195339799786
0.1,3.0,62.0,0.7,0.5625470467949856,0.7490604846103915
0.1,3.0,62.0,0.8,0.6739881690668701,0.8743405523255163
0.1,3.0,62.0,0.9,0.7323199234469039,1.003896586291839
0.1,3.0,62.0,1.0,0.7377845862949022,1.1212104795564612
0.1,3.3,37.0,0.3,0.3495973817617143,0.8801099822274155
0.1,3.3,37.0,0.4,0.12059014772697067,0.9272890446696401
0.1,3.3,37.0,0.5,0.26010490498712396,0.9994076925323325
0.1,3.3,37.0,0.6,0.41311754988263694,1.1107916123882615
0.1,3.3,37.0,0.7,0.5003241162506414,1.2547580095437498
0.1,3.3,37.0,0.8,0.51620545007021,1.3907291886651028
0.1,3.3,37.0,0.9,0.4849924259553841,1.4973276867989749
0.1,3.3,37.0,1.0,0.4336604006290425,1.5911111832836164
0.1,3.3,42.0,0.3,0.3507538451744317,0.8244285668939202
0.1,3.3,42.0,0.4,0.11941326636467085,0.8674630973886874
0.1,3.3,42.0,0.5,0.24431305408004564,0.9311541519309434
0.1,3.3,42.0,0.6,0.4112427629786324,1.0289417174349302
0.1,3.3,42.0,0.7,0.5297719234729059,1.1618738258411263
0.1,3.3,42.0,0.8,0.5737878840764358,1.2988735286355506
0.1,3.3,42.0,0.9,0.5580471611669202,1.4136803874506905
0.1,3.3,42.0,1.0,0.5097229616300477,1.5053922442387613
0.1,3.3,47.0,0.3,0.3529591620927508,0.70206212044276
0.1,3.3,47.0,0.4,0.11755434267166294,0.7450338791235243
0.1,3.3,47.0,0.5,0.23169178751551492,0.8065716196084852
0.1,3.3,47.0,0.6,0.4078501115470595,0.8985867965560334
0.1,3.3,47.0,0.7,0.5437720743372662,1.0253541219134756
0.1,3.3,47.0,0.8,0.611110047489158,1.1628298421727374
0.1,3.3,47.0,0.9,0.6135434629561459,1.284044696004231
0.1,3.3,47.0,1.0,0.5737355130925782,1.3765806792327913
0.1,3.3,52.0,0.3,0.3876948979277376,0.5421764172345479
0.1,3.3,52.0,0.4,0.13463485371253306,0.5841985550328543
0.1,3.3,52.0,0.5,0.20849532425103723,0.6456520276042863
0.1,3.3,52.0,0.6,0.39028127715116184,0.7374652364204467
0.1,3.3,52.0,0.7,0.5422918814184334,0.8628892357761903
0.1,3.3,52.0,0.8,0.6301072063091535,1.0012120837357315
0.1,3.3,52.0,0.9,0.6525084883485689,1.12837762078009
0.1,3.3,52.0,1.0,0.6264848811377703,1.2278531540176967
0.1,3.3,57.0,0.3,0.4247738739914222,0.4577477231297478
0.1,3.3,57.0,0.4,0.16177586881139117,0.4943861145186551
0.1,3.3,57.0,0.5,0.17781795220266758,0.5504232854249822
0.1,3.3,57.0,0.6,0.36525223357874226,0.6376407178612066
0.1,3.3,57.0,0.7,0.5261373090143467,0.7569183678599345
0.1,3.3,57.0,0.8,0.6313849709055326,0.8902484080114572
0.1,3.3,57.0,0.9,0.6758646056177773,1.0195800034217304
0.1,3.3,57.0,1.0,0.669000198463573,1.1294005708234394
0.1,3.3,62.0,0.3,0.42667506621468715,0.5619953803577282
0.1,3.3,62.0,0.4,0.17023095043183353,0.5931015758320818
0.1,3.3,62.0,0.5,0.1625484026167626,0.6377505957028631
0.1,3.3,62.0,0.6,0.34805846850415817,0.7082211910410307
0.1,3.3,62.0,0.7,0.5110993264334682,0.8061350241114815
0.1,3.3,62.0,0.8,0.6259054212183636,0.9201013872590968
0.1,3.3,62.0,0.9,0.687576010688861,1.040142418985337
0.1,3.3,62.0,1.0,0.697881797158669,1.1539851577936786
0.1,3.6,37.0,0.3,0.4054310853273198,0.9549832902137825
0.1,3.6,37.0,0.4,0.1462140141259872,1.0005797650562278
0.1,3.6,37.0,0.5,0.21030101559498188,1.0651341143324542
0.1,3.6,37.0,0.6,0.36138177655818743,1.1652712419932774
0.1,3.6,37.0,0.7,0.45299986245007845,1.298678442973426
0.1,3.6,37.0,0.8,0.475848734779717,1.428179055678098
0.1,3.6,37.0,0.9,0.4488362337538286,1.5316736480778277
0.1,3.6,37.0,1.0,0.4003316628135303,1.6220073208479475
0.1,3.6,42.0,0.3,0.4120092276126672,0.9090118645140184
0.1,3.6,42.0,0.4,0.1523825925456482,0.9510243631423704
0.1,3.6,42.0,0.5,0.19398180828693024,1.0080720641337801
0.1,3.6,42.0,0.6,0.357582674411205,1.0944195879869105
0.1,3.6,42.0,0.7,0.4788675961607146,1.2146271527624977
0.1,3.6,42.0,0.8,0.530583043314614,1.342953373274697
0.1,3.6,42.0,0.9,0.520085915145127,1.4527703707348647
0.1,3.6,42.0,1.0,0.47599404625361696,1.5413476759826537
0.1,3.6,47.0,0.3,0.41946359276794776,0.7994732746899472
0.1,3.6,47.0,0.4,0.15989616597760745,0.841043482733975
0.1,3.6,47.0,0.5,0.18188839601155463,0.8954928652202075
0.1,3.6,47.0,0.6,0.35370761777610377,0.9749934550227242
0.1,3.6,47.0,0.7,0.4924095498734738,1.0868648560554737
0.1,3.6,47.0,0.8,0.5666935954736958,1.2135017490612612
0.1,3.6,47.0,0.9,0.575072157997513,1.3277449954994403
0.1,3.6,47.0,1.0,0.5411063862451162,1.416814582013034
0.1,3.6,52.0,0.3,0.4477780443310583,0.6403160923169252
0.1,3.6,52.0,0.4,0.1817276329958873,0.6808663228651505
0.1,3.6,52.0,0.5,0.16477848134995726,0.7344472170530235
0.1,3.6,52.0,0.6,0.3391913381325736,0.8127259345041625
0.1,3.6,52.0,0.7,0.4917270545142392,0.9221222793856569
0.1,3.6,52.0,0.8,0.585720124988656,1.0485570972162601
0.1,3.6,52.0,0.9,0.613647277759585,1.16781991379492
0.1,3.6,52.0,1.0,0.5941599586885772,1.263304213917984
0.1,3.6,57.0,0.3,0.47948222753140474,0.5453552644431631
0.1,3.6,57.0,0.4,0.2122476719902494,0.5814399347377791
0.1,3.6,57.0,0.5,0.1438194574155388,0.6303352982876627
0.1,3.6,57.0,0.6,0.31711324296764726,0.7049156509471639
0.1,3.6,57.0,0.7,0.4777234667025385,0.8091180358403514
0.1,3.6,57.0,0.8,0.5875226372892557,0.9308048796016178
0.1,3.6,57.0,0.9,0.6370620002143178,1.0523656290824097
0.1,3.6,57.0,1.0,0.6369310035803738,1.1572021272065884
0.1,3.6,62.0,0.3,0.48697102585376034,0.6415514347084572
0.1,3.6,62.0,0.4,0.22523332514646746,0.672180032000439
0.1,3.6,62.0,0.5,0.13194441316799424,0.7123719240342861
0.1,3.6,62.0,0.6,0.29919623057425027,0.7744766095405011
0.1,3.6,62.0,0.7,0.461544770515485,0.8611243518232997
0.1,3.6,62.0,0.8,0.5810539835843486,0.9648292922606669
0.1,3.6,62.0,0.9,0.6472076865175489,1.0774094636484008
0.1,3.6,62.0,1.0,0.6636307937911625,1.1843270389918557
0.1,3.9,37.0,0.3,0.44187509991428103,0.992244979071288
0.1,3.9,37.0,0.4,0.17388208772657723,1.035840207200658
0.1,3.9,37.0,0.5,0.14992935784909625,1.092901674024298
0.1,3.9,37.0,0.6,0.2950296153503011,1.184994599820029
0.1,3.9,37.0,0.7,0.3931997751190338,1.3141614356740103
0.1,3.9,37.0,0.8,0.423800439869568,1.4403092654045269
0.1,3.9,37.0,0.9,0.40250053205788067,1.5410850341484923
0.1,3.9,37.0,1.0,0.35688357983163344,1.6298897237874024
0.1,3.9,42.0,0.3,0.42746760550383844,0.9474438971455801
0.1,3.9,42.0,0.4,0.17081492932973247,0.9883250872701242
0.1,3.9,42.0,0.5,0.14116157902087223,1.0389442957848092
0.1,3.9,42.0,0.6,0.29734322432829374,1.118109510663589
0.1,3.9,42.0,0.7,0.42349778545750044,1.233471557830533
0.1,3.9,42.0,0.8,0.4814466584913993,1.3567147980427536
0.1,3.9,42.0,0.9,0.47613621044006954,1.463231578157745
0.1,3.9,42.0,1.0,0.4326111666200928,1.550188213752007
0.1,3.9,47.0,0.3,0.4220266584213031,0.8419328576423827
0.1,3.9,47.0,0.4,0.17212484621395482,0.8830030586456407
0.1,3.9,47.0,0.5,0.13127257691852623,0.9314304589965634
0.1,3.9,47.0,0.6,0.2941816265631344,1.0039136850602175
0.1,3.9,47.0,0.7,0.4358785042157703,1.1102954332609125
0.1,3.9,47.0,0.8,0.516040250899236,1.2303830615034264
0.1,3.9,47.0,0.9,0.5296605155241512,1.3406528656023284
0.1,3.9,47.0,1.0,0.4945113477923738,1.4282304464603452
0.1,3.9,52.0,0.3,0.45583233456826516,0.6870906315820227
0.1,3.9,52.0,0.4,0.20277930628832513,0.7278478236840062
0.1,3.9,52.0,0.5,0.12103881521569487,0.775304784059595
0.1,3.9,52.0,0.6,0.28223014622063053,0.8458402861314084
0.1,3.9,52.0,0.7,0.4367611774542539,0.9489191960190324
0.1,3.9,52.0,0.8,0.5358693631038135,1.0676427416267216
0.1,3.9,52.0,0.9,0.5694050479090338,1.1819526498725204
0.1,3.9,52.0,1.0,0.5489885964247304,1.2761059602743292
0.1,3.9,57.0,0.3,0.5013593078170298,0.5933391800249719
0.1,3.9,57.0,0.4,0.24338890889400552,0.6304094648890787
0.1,3.9,57.0,0.5,0.11132405473112746,0.6735224631088529
0.1,3.9,57.0,0.6,0.25972442043755695,0.7398237947716015
0.1,3.9,57.0,0.7,0.4202543718099572,0.8372920429854246
0.1,3.9,57.0,0.8,0.5347309996960541,0.9507781853455591
0.1,3.9,57.0,0.9,0.5900703219163695,1.0661338295486034
0.1,3.9,57.0,1.0,0.5902018923533197,1.169505442883387
0.1,3.9,62.0,0.3,0.49676952862187435,0.6864909869467548
0.1,3.9,62.0,0.4,0.2520490517571938,0.7178362216425566
0.1,3.9,62.0,0.5,0.10484081749833275,0.753431160068205
0.1,3.9,62.0,0.6,0.24458429355251518,0.8086614601529668
0.1,3.9,62.0,0.7,0.4065689629474064,0.8897249069385348
0.1,3.9,62.0,0.8,0.5299079895088299,0.9861499723171006
0.1,3.9,62.0,0.9,0.601164167492098,1.0917138512160132
0.1,3.9,62.0,1.0,0.6187366230194156,1.196527984212549
0.12,0.3,37.0,0.3,1.5368860983695525,2.6516630832915657
0.12,0.3,37.0,0.4,1.6306299284540482,2.3817129733630673
0.12,0.3,37.0,0.5,1.6655217562229114,2.187537556859455
0.12,0.3,37.0,0.6,1.6569657401289064,2.0609290606170645
0.12,0.3,37.0,0.7,1.6116184787832326,1.9983812431696142
0.12,0.3,37.0,0.8,1.5310693100271198,1.9650603832336273
0.12,0.3,37.0,0.9,1.4305137588153685,1.9422791121481249
0.12,0.3,37.0,1.0,1.327303501418871,1.9274383684165508
0.12,0.3,42.0,0.3,1.5248981353752236,2.6415505502345398
0.12,0.3,42.0,0.4,1.615769222895505,2.4076800912140532
