y,u,Iu,Iv,Iw,xLu,yLu,zLu
20.0,13.094312972833553,0.12196596222878536,0.06098298111439268,0.0975727697830283,252.38293779207734,126.19146889603867,75.7148813376232
25.0,13.446603063388384,0.11780126765195839,0.058900633825979196,0.09424101412156671,252.38293779207734,126.19146889603867,75.7148813376232
30.0,13.734445025993868,0.11439120077811134,0.05719560038905567,0.09151296062248908,252.38293779207734,126.19146889603867,75.7148813376232
35.0,13.977811937722208,0.1114822503359332,0.0557411251679666,0.08918580026874656,252.38293779207734,126.19146889603867,75.7148813376232
40.0,14.188625945667104,0.10892956404363638,0.05446478202181819,0.08714365123490911,252.38293779207734,126.19146889603867,75.7148813376232
45.0,14.374577079154186,0.10664296579324974,0.05332148289662487,0.08531437263459979,252.38293779207734,126.19146889603867,75.7148813376232
50.0,14.540916036221935,0.10456268079235176,0.05228134039617588,0.08365014463388142,252.38293779207734,126.19146889603867,75.7148813376232
55.0,14.691387926071814,0.10264713563465754,0.05132356781732877,0.08211770850772604,252.38293779207734,126.19146889603867,75.7148813376232
60.0,14.828757998827419,0.10086629508724065,0.05043314754362033,0.08069303606979253,252.38293779207734,126.19146889603867,75.7148813376232
65.0,14.955126215916774,0.09919777921142237,0.04959888960571118,0.07935822336913789,252.38293779207734,126.19146889603867,75.7148813376232
70.0,15.07212491055576,0.09762447984260428,0.04881223992130214,0.07809958387408343,252.38293779207734,126.19146889603867,75.7148813376232
75.0,15.181048089382251,0.0961330335511844,0.0480665167755922,0.07690642684094752,252.38293779207734,126.19146889603867,75.7148813376232
80.0,15.282938918500655,0.09471280767586199,0.047356403837930994,0.0757702461406896,252.38293779207734,126.19146889603867,75.7148813376232
85.0,15.378650640321784,0.09335520624684338,0.04667760312342169,0.0746841649974747,252.38293779207734,126.19146889603867,75.7148813376232
90.0,15.468890051987737,0.09205318227374694,0.04602659113687347,0.07364254581899755,252.38293779207734,126.19146889603867,75.7148813376232
95.0,15.554249212784333,0.09080088714240289,0.045400443571201446,0.07264070971392232,252.38293779207734,126.19146889603867,75.7148813376232
100.0,15.635229009055484,0.08959341347999497,0.044796706739997486,0.07167473078399599,252.38293779207734,126.19146889603867,75.7148813376232
105.0,15.712256963716076,0.08842660319812727,0.044213301599063635,0.07074128255850182,252.38293779207734,126.19146889603867,75.7148813376232
110.0,15.785700898905365,0.08729690190930638,0.04364845095465319,0.0698375215274451,252.38293779207734,126.19146889603867,75.7148813376232
115.0,15.855879559095952,0.08620124693600921,0.043100623468004605,0.06896099754880737,252.38293779207734,126.19146889603867,75.7148813376232
120.0,15.92307097166097,0.08513698005055018,0.04256849002527509,0.06810958404044014,252.38293779207734,126.19146889603867,75.7148813376232
125.0,15.987519099610315,0.08410177868982098,0.04205088934491049,0.06728142295185678,252.38293779207734,126.19146889603867,75.7148813376232
130.0,16.049439188750327,0.08309360115605706,0.04154680057802853,0.06647488092484564,252.38293779207734,126.19146889603867,75.7148813376232
135.0,16.109022105148053,0.08211064253462147,0.041055321267310735,0.06568851402769718,252.38293779207734,126.19146889603867,75.7148813376232
140.0,16.16643788338931,0.0811512989156642,0.0405756494578321,0.06492103913253136,252.38293779207734,126.19146889603867,75.7148813376232
145.0,16.221838651913398,0.08021413811601072,0.04010706905800536,0.06417131049280858,252.38293779207734,126.19146889603867,75.7148813376232
150.0,16.2753610622158,0.07929787553765134,0.03964893776882567,0.06343830043012108,252.38293779207734,126.19146889603867,75.7148813376232
