h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu,RMSE relative vv,RMSE vv,RMSE relative ww,RMSE ww
0.08,0.3,52.0,0.1,2.2658096463320043,1.9218445148501844,7.62442996656252,0.1417998997175093,2.6824775242530445,0.01247224734872543,5.8594633618690946,0.06974392476375248
0.08,0.3,52.0,0.2,3.5067323485285584,2.803011261857012,7.415066246431891,0.137906132622893,3.1321681261162957,0.014563095218325921,5.880768293701032,0.06999751275825264
0.08,0.3,52.0,0.3,3.7462683879209617,2.895168927571314,7.4799574450997595,0.13911298552914392,2.777485200462124,0.012913987951207163,6.124794250474069,0.07290210092930187
0.08,0.3,52.0,0.4,3.8153824354088277,2.8796811584552975,7.659986680666221,0.14246118698964647,2.5391688224872793,0.011805929901705975,6.3382295956661645,0.07544257566865663
0.08,0.3,52.0,0.5,3.7635096631010843,2.7856329903408366,7.909491890630275,0.14710150946713788,2.289574714448328,0.010645435759965448,6.636894061380472,0.07899751419117357
0.08,0.3,52.0,0.6,3.5697862381704955,2.591546214592924,8.204388655188438,0.15258602854918782,2.2403367163504013,0.01041650243781043,7.038195740796313,0.08377412126391033
0.08,0.3,52.0,0.7,3.2039902353264003,2.2403908450083105,8.62560271430835,0.16041980912094866,3.0416666469481277,0.014142306293384145,7.703192034274467,0.09168942828030582
0.08,0.3,52.0,0.8,2.8326208165715463,1.9177935982672878,9.082063812832773,0.16890911760428032,4.190950908026384,0.01948593264199879,8.372769259563135,0.09965926113700596
0.08,0.3,52.0,0.9,2.8308975757485593,1.9056521903629644,9.557442903640423,0.1777502647719966,5.2784130889877225,0.024542115659640647,8.954533021738076,0.10658386933977214
0.08,0.3,52.0,1.0,2.892999161811417,1.9465364938254854,9.98770453288456,0.18575231294434247,6.220515705913352,0.028922445694073973,9.432999493780303,0.11227895224535864
0.08,0.3,62.0,0.1,2.2154012030126404,1.880952906534383,7.949377995432827,0.14784331517404686,2.1463986368221883,0.009979734952250097,6.21075534661598,0.0739252772599102
0.08,0.3,62.0,0.2,3.4824950602197178,2.786621263951297,7.736231734399394,0.14387920001104412,2.3950024883249434,0.011135624871086066,6.227561332208413,0.07412531527062072
0.08,0.3,62.0,0.3,3.7243510599528795,2.880499102715027,7.731878809666252,0.14379824388798385,2.1332472506408218,0.009918587248327287,6.3891840456420645,0.07604907546326647
0.08,0.3,62.0,0.4,3.8407373161828713,2.9068154525045076,7.805445497708238,0.14516644440036996,2.027284903334847,0.009425912624475712,6.4771631839445885,0.07709627211313062
0.08,0.3,62.0,0.5,3.8990289426236364,2.9101493286867846,7.929738586653512,0.14747805951459017,1.8784693145501177,0.008733990766458958,6.614631266036141,0.07873252495450896
0.08,0.3,62.0,0.6,3.9134750894967554,2.89993895811689,8.095539260465497,0.15056163678170942,1.7444838904917614,0.008111022135828955,6.846906988859024,0.08149725263288767
0.08,0.3,62.0,0.7,3.836158366672011,2.795786412917775,8.41588786433958,0.15651951167900732,2.2246988783301487,0.010343793912939488,7.367383797467149,0.08769237548612858
0.08,0.3,62.0,0.8,3.5926995478925723,2.565067661526064,8.76295899873703,0.16297437483182473,3.0898138982643912,0.014366168160687169,7.912020441912258,0.0941750676386136
0.08,0.3,62.0,0.9,3.3554052477920395,2.3466377624371675,9.141857209371034,0.1700211610842622,4.032562838411416,0.018749503291346503,8.425351576545866,0.1002851370804264
0.08,0.3,62.0,1.0,3.3047463244062683,2.2775861229470498,9.55940380300859,0.177786733771644,4.933795809226376,0.022939808868635832,8.882142544894794,0.10572222115481625
0.08,0.3,72.0,0.1,2.2473715991469145,1.9074803845855304,8.33201322670311,0.15495960290446903,1.9196343088263006,0.00892538845239647,6.741257496124934,0.08023972957701782
0.08,0.3,72.0,0.2,3.5149297535530515,2.8118349148392947,8.13354613012322,0.15126849228824263,1.7860615281870447,0.008304338417819296,6.689851853333119,0.0796278593319309
