$h$,$r$,$\alpha$,$x$
0.04017981252583345,91.99879049980115,0.7,6.901733420627199
0.04863278015179781,52.01861297378574,0.7,7.195612463609069
0.04928026056156516,80.14248205443309,0.7,10.912032840743343
0.04603506834801729,91.87894144105965,0.7,11.09076369937454
0.041730929084315235,91.99819715041647,0.7,7.7038520374525135
0.044939732222312886,75.67537054105736,0.7,11.495520555475593
0.046147767682081724,75.42000325340128,0.7,11.46018789273741
0.05015665205387471,52.1563460575789,0.7,8.485090606043794
0.04000055654004153,91.76065104655036,0.7,7.225838144581329
0.05506405410804141,52.02219296353048,0.7,9.14564838410432
0.047990079257322724,74.74030551584667,0.7,11.46018789273741
0.047570405462112914,73.6568100972798,0.7,11.26714250324054
0.04891711703220922,52.21788513804456,0.7,7.195612463609069
0.041984226647813296,91.99814542811582,0.7,8.586129835637049
0.05346594460195474,52.0224445841568,0.7,9.060272532511995
0.052612178759343965,52.21339974633375,0.7,8.71209448504109
0.04873171068163944,74.70739868474422,0.7,10.980283331040283
0.05672644739646891,52.133583435786626,0.7,9.025352017437818
0.04000078635355917,91.13691422467686,0.7,8.64432094334328
0.04160311311890395,91.9562062019903,0.7,9.8726533546987
0.05406163110666498,52.4319836693389,0.7,9.270754145063455
0.04299031119664264,91.95899292307105,0.7,9.752317500682391
0.04070168417664431,91.99819715041647,0.7,7.7038520374525135
0.05747724414140522,52.00670541764801,0.7,9.025352017437818
0.043320729782081416,91.99789310131226,0.7,8.578096633569322
0.05387965292294681,52.02931981028709,0.7,8.485090606043794
0.040001343546879134,91.99681272610542,0.7,7.947584294303982
0.04021485745517767,91.99814542811582,0.7,8.586129835637049
0.05402359049247871,52.02219296353048,0.7,9.270754145063455
0.041010481233973134,91.79633177204151,0.7,9.05858288863785
0.0432795318424714,73.9389977171749,0.7,10.66802235134867
0.0444247082933828,75.31948327018826,0.7,11.482890787699045
0.043399116605110755,74.70739868474422,0.7,11.474337506265952
0.041259676735151955,91.92563462615375,0.7,9.025352017437818
0.04000492641452172,91.93330174686668,0.7,9.619418383862032
0.04300148250330951,91.96055259275673,0.7,8.87322678355872
0.04886512980891584,76.07182063151731,0.7,11.304995191512536
0.04898358580395625,79.2660593356931,0.7,11.46018789273741
0.04073988397182881,91.99390268489017,0.7,10.481081553843405
0.04000064300676707,91.76713000120189,0.7,9.619418383862032
0.0407366558285164,91.99840223679358,0.7,10.481081553843405
0.046774216376187824,91.97346885710999,0.7,11.481048131253425
0.04531259920740378,71.45164571385025,0.7,10.854457871339784
0.04436641131218643,73.93252716126547,0.7,10.701519596710334
0.05723756750568709,52.00670541764801,0.7,9.770962372166204
0.04997272358086013,74.80364919377911,0.7,11.495014948851013
0.050041194998231356,76.07182063151731,0.7,11.304995191512536
0.0425770989418712,91.97262419776358,0.7,9.822291843646356
