x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress
-2.85	0.45501333333333327	0.0	31.173510022126752	0.0	0.0	28.501353990513998	11.50395654678481	15.93102144207175	-7.590109709398091	0.0	0.0
-2.85	0.45600666666666656	0.0	31.206141652948325	0.0	0.0	28.461866660918734	11.491603471907665	15.911153138304837	-7.582359627348715	0.0	0.0
-2.85	0.45699999999999996	0.0	31.238747091177014	0.0	0.0	28.422315951499925	11.479095735333269	15.891090466664734	-7.574579194460563	0.0	0.0
-2.85	0.45799333333333325	0.0	31.271326723198378	0.0	0.0	28.382702166019946	11.466434443359868	15.87083437585331	-7.5667684770418235	0.0	0.0
-2.85	0.45898666666666654	0.0	31.303880705508035	0.0	0.0	28.343025620611126	11.453620719214948	15.85038583304727	-7.558927536666205	0.0	0.0
-2.85	0.45997999999999994	0.0	31.33640944119623	0.0	0.0	28.303286645952277	11.440655702382154	15.829745823458596	-7.551056429905554	0.0	0.0
-2.85	0.46097333333333324	0.0	31.368913149231133	0.0	0.0	28.2634855868585	11.42754054792632	15.80891534999417	-7.543155208046165	0.0	0.0
-2.85	0.46196666666666664	0.0	31.40139215533923	0.0	0.0	28.223622802505947	11.414276425833325	15.787895432840493	-7.5352239168523925	0.0	0.0
-2.85	0.4629599999999999	0.0	31.433846687243335	0.0	0.0	28.183698663983666	11.400864520348494	15.766687109220074	-7.527262597163452	0.0	0.0
-2.85	0.4639533333333332	0.0	31.466277111002274	0.0	0.0	28.143713509605234	11.387306029310356	15.745291432880187	-7.519271305605165	0.0	0.0
-2.85	0.46494666666666656	0.0	31.498683626212685	0.0	0.0	28.103667641121316	11.373602163515423	15.723709473861494	-7.511250115540799	0.0	0.0
-2.85	0.4659399999999999	0.0	31.531066682305177	0.0	0.0	28.063561373214466	11.359754146042201	15.701942318040162	-7.503199094955552	0.0	0.0
-2.85	0.46693333333333326	0.0	31.563426498786296	0.0	0.0	28.023395035426525	11.345763211642465	15.679991066834821	-7.495118305114622	0.0	0.0
-2.85	0.4679266666666666	0.0	31.5957634142416	0.0	0.0	27.983168972085586	11.331630606085513	15.657856836835121	-7.4870078003679925	0.0	0.0
-2.85	0.46891999999999995	0.0	31.6280777429513	0.0	0.0	27.942883544051714	11.317357585521465	15.635540759425604	-7.478867627928148	0.0	0.0
-2.85	0.4699133333333333	0.0	31.660369775364163	0.0	0.0	27.902539125564513	11.302945415878435	15.61304398048233	-7.470697827699966	0.0	0.0
-2.85	0.4709066666666666	0.0	31.692639784786913	0.0	0.0	27.862136108395813	11.288395372227452	15.590367659993607	-7.462498432073487	0.0	0.0
-2.85	0.4718999999999999	0.0	31.724888126549374	0.0	0.0	27.821674898110942	11.273708738176751	15.56751297169602	-7.454269465762036	0.0	0.0
-2.85	0.4728933333333333	0.0	31.757115108435563	0.0	0.0	27.78115591582755	11.258886805270857	15.544481102802974	-7.446010946387003	0.0	0.0
-2.85	0.47388666666666657	0.0	31.789320946566967	0.0	0.0	27.74057954761763	11.243930872382267	15.521273253563212	-7.437722910540604	0.0	0.0
-2.85	0.47487999999999997	0.0	31.82150577138878	0.0	0.0	27.69994613364725	11.228842245137818	15.497890637022474	-7.429405420583465	0.0	0.0
-2.85	0.47587333333333326	0.0	31.85366976807681	0.0	0.0	27.65925602499327	11.213622235320882	15.474334478633908	-7.421058532768514	0.0	0.0
-2.85	0.47686666666666655	0.0	31.885813065537643	0.0	0.0	27.61850958960543	11.198272160310788	15.450606015925134	-7.412682294908018	0.0	0.0
-2.85	0.4778599999999999	0.0	31.917935823497118	0.0	0.0	27.57770720970275	11.182793342504906	15.426706498192418	-7.40427674625921	0.0	0.0
-2.85	0.47885333333333324	0.0	31.950038227051127	0.0	0.0	27.536849284624378	11.16718710876253	15.402637186135678	-7.395841917393694	0.0	0.0
-2.85	0.47984666666666653	0.0	31.9821203418691	0.0	0.0	27.49593622791129	11.15145478986262	15.378399351621248	-7.387377830101033	0.0	0.0
-2.85	0.48083999999999993	0.0	32.01418237529136	0.0	0.0	27.454968469613956	11.13559771995586	15.3539942772393	-7.378884497274399	0.0	0.0
-2.85	0.4818333333333333	0.0	32.046224444645624	0.0	0.0	27.413946455797873	11.119617236030686	15.329423256096062	-7.370361922838596	0.0	0.0
-2.85	0.4828266666666666	0.0	32.07824670681874	0.0	0.0	27.372870645110105	11.103514677391805	15.304687591427967	-7.361810102185039	0.0	0.0
-2.85	0.4838199999999999	0.0	32.11024928606442	0.0	0.0	27.331741469153933	11.08729138514388	15.279788596355253	-7.353229050078323	0.0	0.0
-2.85	0.4848133333333332	0.0	32.142232333055766	0.0	0.0	27.290559303710534	11.070948701692389	15.254727593491898	-7.344618814972215	0.0	0.0
-2.85	0.4858066666666666	0.0	32.1741959643151	0.0	0.0	27.249324536247354	11.054487970238617	15.229505914729407	-7.335979439632893	0.0	0.0
-2.85	0.4867999999999999	0.0	32.20614040922509	0.0	0.0	27.208037567766823	11.03791053429707	15.204124900863208	-7.32731095752296	0.0	0.0
-2.85	0.4877933333333333	0.0	32.238065651574125	0.0	0.0	27.166698815250836	11.021217737219189	15.178585901347308	-7.318613392741674	0.0	0.0
-2.85	0.4887866666666666	0.0	32.269971931514924	0.0	0.0	27.125308710967605	11.004410921724775	15.152890273993915	-7.309886760009782	0.0	0.0
-2.85	0.4897799999999999	0.0	32.301859347483635	0.0	0.0	27.083867700029195	10.987491429439249	15.1270393846567	-7.301131064624434	0.0	0.0
-2.85	0.49077333333333323	0.0	32.33372804043483	0.0	0.0	27.042376244804544	10.97046060045957	15.101034606965657	-7.2923463024542565	0.0	0.0
-2.85	0.4917666666666666	0.0	32.365578164995085	0.0	0.0	27.000834820826725	10.953319772903658	15.074877322050053	-7.283532459920533	0.0	0.0
-2.85	0.4927599999999999	0.0	32.39740980946158	0.0	0.0	26.95924391721253	10.936070282489233	15.04856891820251	-7.274689514306412	0.0	0.0
-2.85	0.49375333333333327	0.0	32.429223000101686	0.0	0.0	26.91760400016512	10.918713462113706	15.022110790739445	-7.265817460593498	0.0	0.0
-2.85	0.4947466666666666	0.0	32.46101782786049	0.0	0.0	26.87591548181878	10.901250641451938	14.995504341547006	-7.256916333273449	0.0	0.0
