$h$,$r$,$\alpha$,$k$,$x$
0.03805842011295537,55.52069457770148,0.36,1.3143359329371962,7.283498865103633
0.035606365822167016,52.15055067675222,0.36,1.2407151653938413,14.154380343892345
0.0466643678011144,69.14345427766267,0.36,1.418030185022412,10.53744425145236
0.051315358835094374,57.2974856340773,0.36,1.3603378411899487,9.47610079344877
0.039404840480468495,51.67887515522876,0.36,1.2690914694341986,10.443305331670768
0.0377889233846478,82.51981658179648,0.36,1.117289998155037,10.616064730279952
0.03507773077345592,61.338809119370296,0.36,1.2919637756876265,15.089842792172217
0.03557189080006324,51.98207826850614,0.36,1.2407151653938413,13.642151535998536
0.03550603388399566,71.26646610558402,0.36,1.1278464171480942,9.092039167649077
0.1034668829343234,68.80860320314105,0.36,1.1851438771249867,16.8482253859122
0.0381612573591702,69.50813268144675,0.36,1.0972008884135032,9.552661938175232
0.04213995141554278,64.75999252230338,0.36,1.3127931355955278,15.184270612984688
0.04295473694404248,69.10711848469403,0.36,1.1751341172037364,10.033462967783693
0.0353912769899036,59.81710238155354,0.36,1.1253428829189112,12.615861233468692
0.035136142700006784,68.55519816222375,0.36,1.3374329508295986,13.67101711365374
0.04213995141554278,64.33368467506693,0.36,1.3127931355955278,15.230311549757989
0.035833736876241015,63.44408912262541,0.36,1.251070860919745,15.167597207481148
0.05077147682809288,53.88687759396038,0.36,1.337409417527969,8.807464456434808
0.04877984613193771,58.991159603992216,0.36,1.3127931355955278,15.099681137027646
0.03505400384067407,62.73282773016905,0.36,1.291358031499075,14.393166977588322
0.10410227193905132,72.31919657352641,0.36,1.3597926001110794,17.01559120081868
0.03550603388399566,78.1486510065049,0.36,1.1360992723154588,9.158480360720588
0.09104994753738421,77.19458908602682,0.36,1.3354184916505227,16.37564904232086
0.052043305556174375,51.83596034125462,0.36,1.3233309138918574,8.53909386123544
0.04114341351914561,74.38386847866553,0.36,1.2197759753979134,9.276150144708268
0.04428165651391574,62.286217335254115,0.36,1.2629348178636324,14.088012682221732
0.0381612573591702,69.60026430345712,0.36,1.5211759592685072,7.986927064731604
0.03833241102879872,53.78595060486661,0.36,1.2438415984265596,13.74735968059084
0.10567450048470782,65.06790329725207,0.36,1.1823209106386818,16.83612080082634
0.03689372065287331,73.62272034520316,0.36,1.3733440111023778,12.603512775716617
0.05255273688237455,60.99578110915536,0.36,1.2919637756876265,14.957423105928
0.11283236436260283,70.2660932394781,0.36,1.3539724816935226,17.880440549200426
0.03809302424978928,57.98059980469319,0.36,1.2803074962840564,13.950994565647786
0.0376417911108499,81.21912824200078,0.36,1.242891220955061,10.961483428678171
0.10378065754644339,64.37334293485858,0.36,1.2385927655577207,16.83612080082634
0.03561654668985648,70.65747955429146,0.36,1.3626810940613352,13.249937395114095
0.105192602298855,60.880737432471015,0.36,1.4471473788010591,16.702358787237117
0.03561208631078091,72.72231532278161,0.36,1.210328698434588,11.838069088181802
0.03510535605188913,74.1595806213532,0.36,1.3684226084140145,11.44529272207353
0.08403856473040719,73.45829979984417,0.36,1.2977353587652773,16.121072500513772
0.0382997220138517,53.78595060486661,0.36,1.2814760105870715,11.228619366593527
0.03889280696139278,59.81710238155354,0.36,1.1253428829189112,10.171130862449534
0.11240007691125467,72.6904770618024,0.36,1.3212317812596832,17.755992101970307
0.04130805956831609,80.18454102266254,0.36,1.2197759753979134,13.822652162351584
0.03549341788551384,68.49683586554332,0.36,1.3394234907489964,13.67101711365374
0.04237664202047347,60.86959234066182,0.36,1.1453482679401716,12.775685229793288
0.10410227193905132,75.96538526734844,0.36,1.357679256176084,17.01559120081868
0.037849130571095145,80.66276705550443,0.36,1.3489812903980416,15.038235127279334
0.03549341788551384,68.49683586554332,0.36,1.3394234907489964,11.944961864903075
0.04424968081176527,78.26129022245729,0.36,1.402086043744032,14.088858150376554
0.03812672291144859,65.09564393664934,0.36,1.3303086773177444,12.570866534785617
0.03654490983639029,77.21319030430335,0.36,1.3354178910504049,14.390746367717748
0.04450615040307156,53.29496478046012,0.36,1.2410132398923233,13.642151535998536
0.06366961032992281,52.00644121737581,0.36,1.374946095607983,10.932788974668052
0.10899549985297219,61.90642285362466,0.36,1.2507310302147157,16.702358787237117
0.04059683260275709,62.052441235088274,0.36,1.2540859959550323,14.707085345136113
0.04070430416210568,72.61576753614538,0.36,1.3532084923067713,14.386680092693815
0.03513738905646526,68.562385827582,0.36,1.337712882642096,11.7504102920383
0.03607998823487893,74.50268513195951,0.36,1.449876131493307,10.51403788556599
0.04451718369852955,72.74154452666475,0.36,1.3470142019609415,9.573854786682062
0.05077147682809288,54.8214138607745,0.36,1.350045405054305,8.807464456434808
0.03898370277523592,81.78563907107085,0.36,1.242646753307335,15.353567513871
0.03642044164858091,69.5868613641187,0.36,1.2408173102146343,9.296732960106649
0.04478420437279842,71.51234795893978,0.36,1.3417300508894494,13.57548747588333
0.035346982609609855,72.28772348908159,0.36,1.3723289293665395,11.4482244594251
0.035787143073861424,54.112484127822896,0.36,1.3235156222192002,7.317841551141
0.08832902811331332,64.71648605170729,0.36,1.2803074962840564,17.23031721809727
0.10409636891722229,61.43195751267852,0.36,1.3925164903240423,16.702358787237117
0.036242679501141434,70.68259852422035,0.36,1.3105359005372106,11.337543881719423
0.037826407468683994,81.01815198957597,0.36,1.274244301740302,14.089867759912456
0.12142771974094707,72.6904770618024,0.36,1.3494230550665833,17.78174540396764
0.08560228072126473,72.69954081393477,0.36,1.3523070918768185,15.552700852473002
0.041334018885503754,53.45776445510505,0.36,1.3137452236817524,12.94355573948577
0.041616931682535226,65.35194240770322,0.36,1.3127931355955278,14.389149941385845
0.0451132028343125,52.14941102224502,0.36,1.2407151653938413,13.642151535998536
0.04698182691129879,67.46702796579257,0.36,1.4145590198106863,10.99757852584046
0.11299675624535602,74.03388902679981,0.36,1.3454309406104517,16.888985556837913
0.10378065754644339,64.50848815674514,0.36,1.2385927655577207,16.83612080082634
0.035084661852295446,65.63400142469298,0.36,1.314163231063555,14.212313658592173
0.03506773687699822,64.34336471375303,0.36,1.3459796986725048,11.550236907781741
0.036154052669394095,74.56784503804741,0.36,1.3601954214794878,13.24262076884313
0.03685367956597767,74.48934136277659,0.36,1.3685140761173622,13.902591843652761
0.04295473694404248,74.57535275060076,0.36,1.35649201445878,10.033462967783693
0.03550693247575238,78.15839683521426,0.36,1.1360992723154588,9.3619457216995
0.1167837898026539,72.22488438328583,0.36,1.3335956025549738,16.894443818335375
0.10378065754644339,65.66135273747366,0.36,1.3164940678780355,16.83612080082634
0.03754603695338709,53.61332522142979,0.36,1.240972438775838,12.841300750323517
0.03557023263683243,70.68259852422035,0.36,1.343173546229221,13.856284195717947
0.03654490983639029,63.52923250430037,0.36,1.3127931355955278,14.390746367717748
0.04243563806626903,82.67728670009832,0.36,1.219879379722646,13.914446994800734
0.03806064188223675,77.13092409341024,0.36,1.3602681145278122,15.210775241816043
0.04106768571597569,51.98207826850614,0.36,1.2405771944008677,12.447491125757333
0.03600406820985644,70.10759516208536,0.36,1.3132953362514068,12.833474357635499
0.04071723509071397,75.52005593617176,0.36,1.354604805449565,13.567484091830506
0.1167837898026539,75.87107307710784,0.36,1.3314822586199786,16.894443818335375
0.09322501155738325,68.81493650553381,0.36,1.3439539906953615,16.41926092088157
0.05475738187269548,53.18850913739072,0.36,1.3305532695285274,9.019698909207234
0.03863687339522921,65.72263334589145,0.36,1.3681326369939404,13.373650797263805
0.043250476696481806,77.1832415212892,0.36,1.3125038521423813,12.992087546532025
0.0553725238729064,63.52923250430037,0.36,1.3302395025845066,14.390746367717748
0.0585822357883129,54.871457243492166,0.36,1.3831700028925047,11.486819925651329
0.03839226433572026,79.20409214372306,0.36,1.2563094211496066,12.440682820400577
0.08560228072126473,74.27838048284383,0.36,1.3522817039943764,16.121072500513772
0.0585822357883129,53.55125590069625,0.36,1.3831700028925047,11.486819925651329
0.03805842011295537,57.33109098204997,0.36,1.371018454197156,7.283498865103633
0.035529898063638404,65.13321250918413,0.36,1.36542800882744,10.53744425145236
0.035858477364789795,62.966434985406096,0.36,1.374082428478735,12.188816168264024
0.10409636891722229,62.10427381234134,0.36,1.3925164903240423,16.702358787237117
0.03561208631078091,77.41576903288852,0.36,1.2563157997522347,11.838069088181802
0.037849130571095145,82.69762092411514,0.36,1.2373124459023688,15.038235127279334
0.05475738187269548,53.228269376502816,0.36,1.3305532695285274,9.019698909207234
0.058951731676287505,52.00644121737581,0.36,1.374946095607983,10.932788974668052
0.04666902272407107,56.295094904351245,0.36,1.3733440111023778,10.175490812035445
0.035858477364789795,63.20179013747972,0.36,1.374082428478735,11.4482244594251
0.0356257896400144,59.24149968721029,0.36,1.3813667839858954,12.603512775716617
0.03551160340038609,67.4403779483911,0.36,1.3784897370916154,12.313118952553307
0.03537076985213819,74.91216448878409,0.36,1.294154760646551,9.22684896123975
