$h$,$r$,$\alpha$,$k$,$x$
0.03508395996919221,91.67544447653981,0.45,1.3801521531142114,2.47391260712627
0.03767819911972353,52.028809713827755,0.45,1.1795342174280352,5.01639558360651
0.11134284243136057,65.37234790558831,0.45,1.5360266963505078,6.4491578874943745
0.07679792235388383,88.55548021171914,0.45,1.5824270942555334,3.7721693008580277
0.07773195688540296,73.12540052884073,0.45,1.292537426209793,4.371887764974478
0.07758799455388242,72.08151644414392,0.45,1.5179852952479325,4.121153264151265
0.03773636280743368,56.65731477424192,0.45,1.208136809560304,4.738664859366173
0.03691456838483237,52.028809713827755,0.45,1.1795342174280352,5.272845226981378
0.04732469875324415,66.378485977209,0.45,1.5187310842614008,0.5665496144481228
0.07319268651855815,91.75833732558067,0.45,1.3600300193772,4.104177558160805
0.04671842290193717,91.56589577935213,0.45,1.529140152453629,-0.4464411108459736
0.07510823805695203,91.60683344539295,0.45,1.4016779069612428,4.777360266120099
0.08045526721536415,74.78238192008656,0.45,1.3776276186934286,4.121523712729935
0.07591696414615935,70.92957196313722,0.45,1.3747297945798012,4.134641034020925
0.03836490837206448,53.449828786834544,0.45,1.184928702289953,5.430285787315485
0.08300261786155079,70.92957196313722,0.45,1.3747297945798012,4.1610959153895815
0.05466036360132963,66.16450925624923,0.45,1.3879912758048192,1.7227477268022524
0.05210770170590678,66.78886090381576,0.45,1.3425459946630351,2.8522343218118387
0.047052579568229794,75.0507727249865,0.45,1.5292954379412123,1.4752430584646574
0.0653524042605789,65.24796440283362,0.45,1.347753907298656,8.340803354908884
0.05836039243186502,70.36663934771437,0.45,1.3431500632438653,2.424625705276985
0.06914304044536704,67.25028778682878,0.45,1.3990557695749672,5.939303108522342
0.06489961622902524,67.00837877967139,0.45,1.3747609804988372,7.1034633173178126
0.06037762593067917,60.165256503187585,0.45,1.319144449559063,8.471729856538575
0.060003470052642054,69.441943741212,0.45,1.3813291867017399,4.90270494680704
0.06887529327401291,64.56637904803593,0.45,1.4019495610652704,4.631224688675147
0.03761021713955596,72.96589084354567,0.45,1.292537426209793,4.364041000613454
0.05542444980486454,74.11985295516182,0.45,1.4186687932946158,5.050661847121753
0.0362987769497521,92.16791037088994,0.45,1.3808844537778133,3.346041780349279
0.0986056599348609,91.1137417787347,0.45,1.6257736820605808,7.1034633173178126
0.07429155027568005,64.76369170432375,0.45,1.518101216360289,4.120969409340071
0.07055036223366744,66.93719867880776,0.45,1.416089301320316,4.792916147328588
0.060003470052642054,62.19956156814454,0.45,1.3758972823832942,4.90270494680704
0.07036545947070812,68.36449993608734,0.45,1.4018673814015827,8.731940391892953
0.04346292319301789,51.915645502132115,0.45,1.184928702289953,3.6262780171582585
0.03836490837206448,53.91774816361513,0.45,1.1849194559724612,5.429586086983299
0.11586272260236839,65.37234790558831,0.45,1.5344186915913076,8.037749799540826
0.06337871718501314,91.64138538531111,0.45,1.428818262448929,1.821183544281191
0.06871821003156857,71.05735899139476,0.45,1.380015987782114,5.313779158365626
0.06887529327401291,64.1306435300111,0.45,1.4019495610652704,4.511719455310919
0.03714944105682941,55.27822113118815,0.45,1.2040787356319187,3.816276015248972
0.07942208259888905,67.12334567805644,0.45,1.5075131829300488,3.8879827902146333
0.05931595277381613,63.915102059968426,0.45,1.3678287569015186,3.3562200386410592
0.0466460650242255,90.96915315418475,0.45,1.397157856231971,6.398887603847215
0.03603861353733756,75.11619729539534,0.45,1.292537426209793,6.211143160047758
0.06871821003156857,64.6129409398398,0.45,1.3813135823970981,6.454305406306491
0.07036545947070812,68.36449993608734,0.45,1.4017623393661542,2.6764520515011165
0.06744327840741067,62.30432215047446,0.45,1.375538849482755,4.912694764504307
0.06700098654284736,73.00580964629015,0.45,1.3787401167850364,3.416589950859788
0.07616469013885158,91.07817239250535,0.45,1.5824270942555334,6.9472672955039245
0.03985983285113582,91.42732962440209,0.45,1.3730291481240315,4.985179739673899
0.048489800868953874,57.58111192300677,0.45,1.2687704685329029,6.094805347046683
0.07757504490210376,68.18842460063995,0.45,1.3185020210269385,4.104363194181186
0.07036545947070812,68.36449993608734,0.45,1.4017623393661542,4.667793452339068
0.04549361872222224,67.97174655060047,0.45,1.3292726755473343,4.1297715744994505
0.06422570173438698,65.24796440283362,0.45,1.347753907298656,8.340803354908884
0.04671842290193717,91.64762691629382,0.45,1.529140152453629,1.2696655049494907
0.06871105258588724,63.85055479175261,0.45,1.4075554666201937,2.5174492863477287
0.11237476083040839,66.09831477117295,0.45,1.5459716159735186,7.27421421032836
0.041169345211253296,71.83357001307586,0.45,1.2904108345726688,4.661417963814801
0.07511297697109882,65.28656487806107,0.45,1.518101216360289,4.121153264151265
0.07773195688540296,73.00580964629015,0.45,1.292537426209793,4.1149902211835885
0.09255384267844904,91.1137417787347,0.45,1.6257736820605808,6.94573896698995
0.0986056599348609,89.80453583540786,0.45,1.6257736820605808,7.1034633173178126
0.03603861353733756,75.11619729539534,0.45,1.292537426209793,4.95053005325221
0.06176101188069879,79.68596818971938,0.45,1.4439849835595937,4.375880506906586
0.04605247157913276,67.28409263924685,0.45,1.3247841246193288,6.15987861974414
0.1109332670522656,71.25065487339526,0.45,1.567227317550574,7.584821501909408
0.04498743810361487,87.9331185825705,0.45,1.357331791033539,5.975819498917466
0.061900367632709084,66.28778580276459,0.45,1.3431500632438653,2.424625705276985
0.07509151547499317,65.99810857209509,0.45,1.4249647926105196,4.792122732971886
0.1163168531289435,67.15356427392355,0.45,1.5243595832162842,8.913650364523658
0.05210770170590678,66.78886090381576,0.45,1.3418563488121724,0.6222714987141946
0.052922517422319265,62.837322564304905,0.45,1.3165304891179657,2.5091062704460327
0.07679792235388383,90.9187797052542,0.45,1.5824270942555334,3.7721693008580277
0.06413227801620167,55.55535031713,0.45,1.300341248301499,4.620525557636334
0.042369821227695836,78.25607917538004,0.45,1.3103601449040752,7.258478355832029
0.054241723249361065,60.87588720422914,0.45,1.2744499920829873,5.013202339102875
0.06037762593067917,67.28766450398486,0.45,1.3656157843361754,8.471729856538575
0.11516953125019513,65.97722203447191,0.45,1.522555548200858,9.884582816946974
0.07317836182099337,74.8649056212499,0.45,1.5210891932200854,4.027949739819288
0.06037762593067917,61.5969325373822,0.45,1.3240188725576385,8.471729856538575
0.1024807886932296,51.77261236394235,0.45,1.3675885962575507,7.5016072483577725
0.07757504490210376,69.6093762918487,0.45,1.4378560947307606,5.180700556981032
0.03761021713955596,72.88130120218217,0.45,1.292537426209793,6.981530495860158
0.05850292771699135,90.32137444201834,0.45,1.4179482946739883,3.115488628180377
0.06474178274942495,74.26575900223037,0.45,1.3747609804988372,7.697645309819847
0.057841805728592884,71.0915644746121,0.45,1.3731707995797697,0.6607577484744058
