x	y	z	y-velocity	z-velocity	uw-reynolds-stress	vw-reynolds-stress	x-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress
-2.85	0.2136333333333333	0.0	0.0	0.0	0.0	0.0	7.739126656862151	2.1136443543152654	0.7286336180724616	1.03396327922056
-2.85	0.2146266666666666	0.0	0.0	0.0	0.0	0.0	7.75361136103164	2.1111871615238536	0.727346417934887	1.0328893696304355
-2.85	0.21561999999999995	0.0	0.0	0.0	0.0	0.0	7.7680347752425245	2.1087402375677398	0.7260750854421787	1.031838309904229
-2.85	0.2166133333333333	0.0	0.0	0.0	0.0	0.0	7.782397537873716	2.1063035168983757	0.7248198425176362	1.0308099114045033
-2.85	0.21760666666666664	0.0	0.0	0.0	0.0	0.0	7.796700250968538	2.1038769285797545	0.7235809017300848	1.0298039798298622
-2.85	0.21859999999999996	0.0	0.0	0.0	0.0	0.0	7.810943539668727	2.1014603964281835	0.7223584663026594	1.0288203153642572
-2.85	0.2195933333333333	0.0	0.0	0.0	0.0	0.0	7.825128040138733	2.0990538392216584	0.7211527301271119	1.0278587128312102
-2.85	0.22058666666666665	0.0	0.0	0.0	0.0	0.0	7.8392543497870975	2.0966571708884616	0.7199638777824896	1.026918961821557
-2.85	0.22157999999999994	0.0	0.0	0.0	0.0	0.0	7.853323097016809	2.0942703006866887	0.7187920845555986	1.0260008468619686
-2.85	0.2225733333333333	0.0	0.0	0.0	0.0	0.0	7.867334879735738	2.091893133395005	0.7176375164633285	1.0251041475393905
-2.85	0.22356666666666664	0.0	0.0	0.0	0.0	0.0	7.881290313836664	2.0895255694791475	0.7165003302803378	1.0242286386559856
-2.85	0.22455999999999993	0.0	0.0	0.0	0.0	0.0	7.895190004551814	2.0871675052820122	0.7153806735690659	1.0233740903673916
-2.85	0.22555333333333327	0.0	0.0	0.0	0.0	0.0	7.90903455247362	2.0848188331922395	0.7142786847110045	1.0225402683299527
-2.85	0.22654666666666662	0.0	0.0	0.0	0.0	0.0	7.922824558256044	2.082479441820533	0.7131944929433235	1.0217269338415298
-2.85	0.22753999999999994	0.0	0.0	0.0	0.0	0.0	7.936560616095422	2.0801492161589388	0.7121282183975123	1.020933843976455
-2.85	0.22853333333333328	0.0	0.0	0.0	0.0	0.0	7.9502433239868475	2.0778280377585068	0.7110799721399605	1.0201607517371816
-2.85	0.22952666666666663	0.0	0.0	0.0	0.0	0.0	7.963873260674306	2.0755157848944488	0.71004985621574	1.0194074061861726
-2.85	0.23051999999999995	0.0	0.0	0.0	0.0	0.0	7.977451026295022	2.073212332710307	0.7090379636977804	1.018673552589361
-2.85	0.2315133333333333	0.0	0.0	0.0	0.0	0.0	7.990977199067324	2.0709175534056636	0.7080443787340668	1.0179589325454748
-2.85	0.23250666666666664	0.0	0.0	0.0	0.0	0.0	8.004452359125759	2.068631316357907	0.707069176602125	1.0172632841364249
-2.85	0.23349999999999999	0.0	0.0	0.0	0.0	0.0	8.017877075960675	2.066353488312097	0.706112423762814	1.0165863420545382
-2.85	0.23449333333333328	0.0	0.0	0.0	0.0	0.0	8.03125192988189	2.064083933486585	0.7051741779195742	1.0159278377388754
-2.85	0.23548666666666662	0.0	0.0	0.0	0.0	0.0	8.044577483521326	2.0618225137683104	0.7042544880776016	1.0152874995134482
-2.85	0.23647999999999997	0.0	0.0	0.0	0.0	0.0	8.05785429991373	2.059569088827125	0.7033533946081952	1.0146650527162826
-2.85	0.23747333333333326	0.0	0.0	0.0	0.0	0.0	8.07108295397543	2.0573235162578043	0.7024709293140177	1.0140602198312387
-2.85	0.2384666666666666	0.0	0.0	0.0	0.0	0.0	8.084263988292454	2.0550856517327736	0.7016071154970902	1.0134727206287886
-2.85	0.23945999999999995	0.0	0.0	0.0	0.0	0.0	8.097397948090038	2.052855349137942	0.7007619680293377	1.012902272276958
-2.85	0.24045333333333327	0.0	0.0	0.0	0.0	0.0	8.110485399635884	2.050632460678094	0.6999354934265655	1.0123485894907684
-2.85	0.24144666666666662	0.0	0.0	0.0	0.0	0.0	8.123526872255162	2.048416837049713	0.6991276899230312	1.0118113846497525
-2.85	0.24243999999999996	0.0	0.0	0.0	0.0	0.0	8.136522932366248	2.046208327530592	0.6983385475497155	1.0112903679208105
-2.85	0.24343333333333328	0.0	0.0	0.0	0.0	0.0	8.149474085225961	2.044006780127876	0.6975680482143483	1.0107852473924333
-2.85	0.24442666666666663	0.0	0.0	0.0	0.0	0.0	8.162380883307167	2.041812041688586	0.696816165784163	1.0102957291938883
-2.85	0.24541999999999997	0.0	0.0	0.0	0.0	0.0	8.175243847750185	2.03962395802146	0.6960828661701562	1.0098215176180003
-2.85	0.24641333333333332	0.0	0.0	0.0	0.0	0.0	8.188063502400784	2.037442374009192	0.6953681074134875	1.009362315244798
-2.85	0.2474066666666666	0.0	0.0	0.0	0.0	0.0	8.200840363799259	2.035267133723574	0.6946718397753933	1.0089178230556757
-2.85	0.24839999999999995	0.0	0.0	0.0	0.0	0.0	8.21357494645076	2.033098080536171	0.6939940058276217	1.008487740562271
-2.85	0.2493933333333333	0.0	0.0	0.0	0.0	0.0	8.226267764277349	2.030935057220138	0.6933345405449969	1.008071765915625
-2.85	0.2503866666666666	0.0	0.0	0.0	0.0	0.0	8.238919323612947	2.028777906066333	0.6926933714005632	1.007669596027296
-2.85	0.25137999999999994	0.0	0.0	0.0	0.0	0.0	8.251530124978975	2.0266264689660045	0.6920704184636643	1.0072809266803522
-2.85	0.2523733333333333	0.0	0.0	0.0	0.0	0.0	8.264100673540307	2.0244805875194585	0.691465594497018	1.0069054526410017
-2.85	0.25336666666666663	0.0	0.0	0.0	0.0	0.0	8.276631441905664	2.022340103138398	0.6908788050582221	1.0065428677777168
