h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu,RMSE relative vv,RMSE vv,RMSE relative ww,RMSE ww
0.08,0.3,82.0,0.1,2.8563717825122783,2.56905945861607,1.2258831836045707,0.008190859975367023,22.997246115134864,0.038414594732071136,4.8863348163165625,0.020895056051889283
0.08,0.3,82.0,0.2,4.150134354362805,3.622835495209455,2.0439872438923907,0.013657103327684897,25.869289615033708,0.043212055547559136,5.52003522378504,0.023604900144018125
0.08,0.3,82.0,0.3,4.438954564864152,3.810336449873294,2.0820315746021785,0.013911300293487262,26.05292068463867,0.0435187928448762,5.484990353288898,0.023455040471917293
0.08,0.3,82.0,0.4,4.602615406277494,3.906819258531255,2.056121429999807,0.013738179094650431,26.523043768052016,0.044304086337544867,5.571616518478993,0.023825473249295348
0.08,0.3,82.0,0.5,4.68867354482164,3.9518335991469877,1.976607904475016,0.013206901594125213,26.79031192497374,0.04475053100668196,5.542917403171033,0.02370274943982633
0.08,0.3,82.0,0.6,4.734277213481321,3.9826442878678634,1.851297475269951,0.012369627543221098,26.52931994394636,0.04431457006034547,5.336144356350723,0.022818541835201482
0.08,0.3,82.0,0.7,4.7748120319236556,3.9902497282626577,1.7536154331928964,0.011716955298865432,25.557786180862543,0.042691720281265735,4.965830479175137,0.021234997213056817
0.08,0.3,82.0,0.8,4.749408647180947,3.9590030804792984,1.8169266796438108,0.012139975666124724,24.45390771616608,0.040847801942414365,4.6779475308276135,0.020003945603163424
0.08,0.3,82.0,0.9,4.674388981630854,3.8823530720579513,2.1632169310525717,0.014453748298019098,23.39370087134594,0.039076832667570185,4.5260438256490865,0.019354371524940996
0.08,0.3,82.0,1.0,4.602373033494126,3.782394576968955,2.7969931706296696,0.018688387049508145,22.364260308201608,0.037357255382709155,4.520001186189682,0.019328531852681123
0.08,0.3,92.0,0.1,2.870172555360769,2.580688789322844,1.3588007601828656,0.009078961935308029,23.546376591231013,0.039331862155685834,5.26577043051319,0.022517607253302478
0.08,0.3,92.0,0.2,4.130021040602222,3.60320983251901,2.382727549539092,0.015920430248776058,26.522630631691115,0.04430339623466065,5.95228836370325,0.025453310849939556
0.08,0.3,92.0,0.3,4.363301444228433,3.739811988412766,2.504342624543383,0.016733013424380837,26.745240459897072,0.04467524364156734,5.911774179849146,0.025280063175690693
0.08,0.3,92.0,0.4,4.529405250601259,3.8400952067448113,2.5005602205426505,0.016707740917216517,27.276388913334326,0.0455624738985819,6.070599643992943,0.025959236236994275
0.08,0.3,92.0,0.5,4.631003474191486,3.9008847264467255,2.4340037947291413,0.016263037562451187,27.668956978784276,0.0462182195067088,6.118551176023396,0.026164287668632675
0.08,0.3,92.0,0.6,4.684236751640857,3.9394860033753396,2.315273019307426,0.015469726120339327,27.566619909405837,0.0460472756890639,5.970423221488615,0.02553085954116982
0.08,0.3,92.0,0.7,4.739640750815464,3.961501932910065,2.1539681670027937,0.014391951764474855,26.741127576825484,0.04466837348261072,5.582369931226409,0.023871457237407676
0.08,0.3,92.0,0.8,4.7217200254205345,3.937423878695006,2.0660325094879513,0.01380440095443108,25.79030753217624,0.043080123894139656,5.218255351712736,0.022314422192890707
0.08,0.3,92.0,0.9,4.661321820356495,3.8746709482366053,2.136754931370193,0.014276939824776767,24.88138938103655,0.04156186721915126,4.930323392357941,0.021083161001013553
0.08,0.3,92.0,1.0,4.610824307962719,3.7951785047009636,2.458427256803213,0.016426225344646047,23.96279993959502,0.0400274556230205,4.749518531112622,0.02030999914203499
0.08,0.9,52.0,0.1,0.9652402735886508,0.8810225930965491,1.803614510805777,0.012051029090807354,24.890809021953828,0.04157760178521831,6.115405564503258,0.02615083633312221
0.08,0.9,52.0,0.2,2.5101330206947936,2.2277782083028628,3.3467337816979112,0.02236153342124688,30.187605103465543,0.05042536876701294,7.092977589868265,0.03033115205699614
0.08,0.9,52.0,0.3,3.2718734701894334,2.858875828197264,3.5863462535189807,0.023962527897137372,30.46085501154575,0.05088180535193814,6.888526175840378,0.029456872271309845
0.08,0.9,52.0,0.4,3.6373798361215024,3.138923393178083,3.3454064866319806,0.022352664967729915,30.30005367580216,0.050613202836922215,6.616351169764749,0.028292991321342383
0.08,0.9,52.0,0.5,3.7596151575358943,3.209813682417192,3.0086101749742804,0.02010232703512463,29.498407331506698,0.049274132963930344,6.11163534578756,0.026134714038119147
0.08,0.9,52.0,0.6,3.6791333825191868,3.110922986563153,2.8685837738847475,0.01916672675973256,28.126065356979726,0.04698177323871223,5.587152056943019,0.02389190667213779
0.08,0.9,52.0,0.7,3.4110854250782365,2.834607865700469,3.292789733761812,0.022001100919146754,26.273026166421932,0.04388645699208235,5.604691168881408,0.023966907821430555
0.08,0.9,52.0,0.8,3.1484229545760662,2.5817171228069156,4.179990949083698,0.027929023760301486,24.576795128173686,0.041053073047759396,6.02950546214062,0.025783508362116864
0.08,0.9,52.0,0.9,3.232200832290337,2.648898072414171,5.2244369479933415,0.034907593205839096,23.205391377417076,0.038762280531316015,6.591685941432702,0.02818751731108631
0.08,0.9,52.0,1.0,3.3629717512482307,2.7502998198386353,6.102050755267922,0.040771456830020744,22.134630234065433,0.03697368135858149,7.107641220951371,0.03039385700966999
0.08,0.9,62.0,0.1,0.9675387154153885,0.8828212949160696,1.3031881479648335,0.008707380755604677,22.93720306121242,0.038314298828319916,5.432883242750391,0.02323221886096906
0.08,0.9,62.0,0.2,2.4988494426563066,2.2172816418487726,2.8246503428413337,0.018873181186445598,28.065740965617213,0.046881007388964474,6.479919164242822,0.027709577677002457
0.08,0.9,62.0,0.3,3.2717512597078127,2.8590627630735326,3.215547148349143,0.021484996930029157,28.74853300363764,0.04802154305551881,6.479284740001837,0.027706864737636987
0.08,0.9,62.0,0.4,3.680022009259689,3.178596468959989,3.175016249400777,0.021214185712123662,29.10284321509623,0.04861338275295366,6.498432058705934,0.02778874293727028
0.08,0.9,62.0,0.5,3.9232126223001393,3.3609480787780632,2.9569037843366157,0.01975684566201416,28.891527779875254,0.048260401497545756,6.265695373367514,0.026793509031227167
0.08,0.9,62.0,0.6,4.052781922462428,3.455551292238849,2.7115758266254755,0.018117662600748763,28.07415276101112,0.04689505845009624,5.843823376640498,0.02498949040587671
0.08,0.9,62.0,0.7,4.054584787842561,3.424215750063212,2.752409732026279,0.01839049838629393,26.551742592296858,0.04435202484710088,5.536083248460296,0.023673525072050453
0.08,0.9,62.0,0.8,3.908641347738759,3.272175923978309,3.1846912885495735,0.021278830444985537,24.97391329494492,0.04171641914410874,5.509275549895265,0.023558889381866472
0.08,0.9,62.0,0.9,3.7550260226502776,3.117316881448258,3.937194503004273,0.026306755244874316,23.55525431423829,0.03934669150219805,5.744614877069414,0.024565252764108998
0.08,0.9,62.0,1.0,3.762616198353332,3.0985575398100202,4.830677735718327,0.03227665200777807,22.360170122695443,0.037350423137760706,6.086036021802117,0.026025245626789623
0.08,0.9,72.0,0.1,1.0032413815924675,0.9143961263411704,0.9690721335869955,0.006474951494890262,20.7341617415461,0.03463433910404262,4.34722232680238,0.018589690965351048
0.08,0.9,72.0,0.2,2.555493647597066,2.2666465958508955,2.126326643125724,0.014207262183435728,25.893434464765324,0.04325238709911377,5.5139517924606345,0.023578886036657573
0.08,0.9,72.0,0.3,3.3573463998829425,2.934275648510438,2.536660375282439,0.016948947678608935,26.915580565199996,0.04495977971510718,5.7201891714684665,0.02446080300640216
0.08,0.9,72.0,0.4,3.826195617503449,3.308757473084226,2.6466771416321015,0.017684035605554052,27.714049247692614,0.04629354162253916,5.948062930670396,0.02543524195712235
0.08,0.9,72.0,0.5,4.124565035057532,3.5409630634772564,2.6000059459285843,0.017372197386380163,28.00349654691323,0.04677703432597789,5.9323044884848795,0.025367855348317467
0.08,0.9,72.0,0.6,4.328330566643236,3.7035450211410295,2.443075594914014,0.01632365169439507,27.68253443808122,0.04624089929166096,5.714817448801704,0.024437832323786962
0.08,0.9,72.0,0.7,4.443511841332049,3.7757906924924827,2.3021483784171024,0.015382032531588466,26.490066675019406,0.044249001408769154,5.320059585631644,0.022749759772900988
0.08,0.9,72.0,0.8,4.478136952009087,3.7900334543978293,2.3862950976267236,0.01594426717486493,25.17869613846524,0.042058488359810936,5.03461654532912,0.021529141753270684
0.08,0.9,72.0,0.9,4.434533982368306,3.7345622508880463,2.850342391680513,0.01904484515682754,23.91328871413829,0.0399447520831668,4.942768464043739,0.02113637889954482
0.08,0.9,72.0,1.0,4.38583535771855,3.659057535212108,3.6071032854346305,0.024101218062888233,22.736457875908002,0.03797897411599236,5.020864431821706,0.021470334652781004
0.08,0.9,82.0,0.1,0.9887191009950078,0.9012365365573968,0.981818043761544,0.00656011455683174,19.938466799390042,0.03330521045184424,4.056516595792941,0.017346568508051524
0.08,0.9,82.0,0.2,2.5457004698783794,2.258770165231132,1.9012226197607531,0.012703207343681137,24.886146695105996,0.04156981383550159,5.20338830735028,0.022250847399726287
0.08,0.9,82.0,0.3,3.3848627982341752,2.960502191492664,2.2394183712724116,0.014962895772354094,25.817608444967764,0.04312572733271884,5.385897446503117,0.02303129713064655
0.08,0.9,82.0,0.4,3.836134707449819,3.3178956213853743,2.285574254334563,0.015271290879047592,26.594642900993684,0.04442368551308752,5.612817161523404,0.02400165637594319
0.08,0.9,82.0,0.5,4.09118785434085,3.5095232048434046,2.218371462164799,0.014822268763418517,26.91654318486714,0.04496138767478242,5.630933956691951,0.024079127827400695
0.08,0.9,82.0,0.6,4.259349990603431,3.639089140334378,2.088415467381939,0.013953954905734266,26.72557051731515,0.044642386973907884,5.456550221387511,0.023333424133180486
0.08,0.9,82.0,0.7,4.361557175569578,3.6998876532923237,1.9560194009495493,0.013069337467514396,25.754673038295714,0.04302060004358601,5.0801264630085505,0.02172375229810138
0.08,0.9,82.0,0.8,4.399504647473549,3.717942422592087,1.954514223076316,0.01305928047239238,24.702035640310957,0.04126227477103113,4.766841089022887,0.02038407425806847
0.08,0.9,82.0,0.9,4.3751543019764005,3.681183547304042,2.2129382380182556,0.014785966137854909,23.672042855617068,0.03954177505541806,4.578083218928893,0.01957690356180775
0.08,0.9,82.0,1.0,4.3213557378446055,3.601465112455125,2.7738603626195473,0.018533822900344415,22.654417603191064,0.03784193406292028,4.529125288681247,0.019367548547228504
0.08,0.9,92.0,0.1,0.9847433187992072,0.8978634884223327,0.9885580839272754,0.006605148803132049,20.61559478453996,0.03443628488575915,4.609673052330288,0.019711988725719946
0.08,0.9,92.0,0.2,2.502678128743092,2.2197123219341814,2.2512002736064787,0.015041617720376934,25.711849138005647,0.04294906701018482,5.718496081233551,0.02445356297544044
0.08,0.9,92.0,0.3,3.268945397142514,2.8557624430216153,2.6691451699076314,0.01783415796304192,26.719920770884745,0.04463294963874277,5.893687091197838,0.025202718755917695
0.08,0.9,92.0,0.4,3.737389287208768,3.231113699705638,2.7584856894114864,0.01843109549768606,27.580666974697248,0.04607073990376347,6.195834031804547,0.026494766373858718
0.08,0.9,92.0,0.5,4.014748184068899,3.444542600628169,2.722491767412032,0.018190598540875767,28.02555593022756,0.04681388231489869,6.294182978405093,0.026915328375668447
0.08,0.9,92.0,0.6,4.2001537989370545,3.590393831986549,2.6026417023087416,0.017389808453835684,27.970088421165283,0.04672122940025156,6.175269024073558,0.026406825820171797
0.08,0.9,92.0,0.7,4.319274540583359,3.6671789711500726,2.421007322547002,0.01617620034562548,27.126948241631467,0.045312848234221346,5.78152231594176,0.024723077193453093
0.08,0.9,92.0,0.8,4.3688860302525905,3.695902238889324,2.2936860493759252,0.015325490641489317,26.21245705301392,0.0437852823586849,5.40998868007199,0.023134316611444272
0.08,0.9,92.0,0.9,4.357702168310893,3.67118313083837,2.3075100844602012,0.015417857301856519,25.31640366873148,0.042288514987357896,5.103061357818829,0.021821827016805618
0.08,0.9,92.0,1.0,4.323998104481776,3.6102894279029116,2.562594653376146,0.01712223012775974,24.401106627796224,0.04075960301629141,4.8925207582917425,0.020921508517625663
0.08,1.8,52.0,0.1,0.3267524102875518,0.30390285504802456,0.7307220109209405,0.00488239152997687,21.51442003287527,0.03593768237817589,4.8971841498023485,0.020941450218444173
0.08,1.8,52.0,0.2,1.294030885649737,1.1636929952011303,1.982811095716177,0.013248348831134677,27.346102990914126,0.045678924278072595,5.737645671680747,0.024535450889553237
0.08,1.8,52.0,0.3,2.2092115215723975,1.9573582515544572,2.48127158543103,0.01657886199022881,28.52786286093452,0.04765293569883928,5.717509190509985,0.024449342810887422
0.08,1.8,52.0,0.4,2.768759672058247,2.4244294156852453,2.4545665961947147,0.016400429958201772,28.814021376354145,0.04813093481855742,5.636850007790227,0.024104426179632217
0.08,1.8,52.0,0.5,3.0455904762375923,2.6392765558871756,2.214200087136413,0.01479439730778619,28.287996515067817,0.047252263008718,5.248591276679169,0.022444145365040694
0.08,1.8,52.0,0.6,3.0485308664146715,2.614394628696138,2.1986421909857814,0.014690445682879787,27.018168073808564,0.045131141866385706,4.8023177249791456,0.020535780255447767
0.08,1.8,52.0,0.7,2.851793932000888,2.407715968994046,2.8859493556587625,0.0192827566152719,25.25426111110759,0.042184712073096556,4.948936421504391,0.021162754459491236
0.08,1.8,52.0,0.8,2.716899192673455,2.269014750642952,3.9012597358326495,0.026066653536908374,23.62369769302207,0.039461019306706015,5.4635108920378475,0.023363189511294128
0.08,1.8,52.0,0.9,2.8557616477258985,2.3834819570838857,4.9510945752793285,0.03308122905452428,22.299617627765727,0.03724927626386567,6.059408969323012,0.02591138241950599
0.08,1.8,52.0,1.0,3.028587713390985,2.525005889260556,5.813314109273384,0.03884223431622105,21.261661538310427,0.035515474645772364,6.597754366460838,0.028213467248181533
0.08,1.8,62.0,0.1,0.35045382296152205,0.32550473543708536,0.7365750854945884,0.004921499427776043,20.137329991832235,0.03363739148371854,4.516886894964809,0.019315214449729463
0.08,1.8,62.0,0.2,1.3153566281076834,1.1810700361248756,1.8837214868645484,0.012586271789885872,26.02023457576807,0.043464193975979185,5.369448834805463,0.022960959203280104
0.08,1.8,62.0,0.3,2.2355360775488573,1.9793351538854762,2.444107839994068,0.016330548742192176,27.574254807023646,0.04606002902032542,5.568222163339184,0.023810958230662274
0.08,1.8,62.0,0.4,2.8474701672691713,2.4942410105070243,2.6253089725673977,0.017541262066378547,28.348051659408302,0.04735257910830079,5.798611229083942,0.02479615319241645
0.08,1.8,62.0,0.5,3.2382035330226833,2.812741509550878,2.5133926859488067,0.01679348230651554,28.421877393261703,0.047475897597505014,5.693488569322431,0.024346625284360355
0.08,1.8,62.0,0.6,3.457381096032711,2.9847859761156466,2.3086198806752503,0.015425272515247349,27.712158954802966,0.04629038407772195,5.340929787636071,0.022839005405279795
0.08,1.8,62.0,0.7,3.5288971872551964,3.018558596709222,2.382319927062726,0.01591770667880513,26.26333291706133,0.04387026539053318,5.065600071970819,0.02166163421443026
0.08,1.8,62.0,0.8,3.4725222801043087,2.9464482534060243,2.848262724007275,0.019030949651175275,24.716534945056743,0.04128649440641345,5.042909308487668,0.02156460345565839
0.08,1.8,62.0,0.9,3.4076056128794736,2.8706821843048616,3.6329488844220386,0.024273907993802264,23.32260086562814,0.03895806723402988,5.2635811772847045,0.0225082455188654
0.08,1.8,62.0,1.0,3.447371640578172,2.88372950374515,4.511065784756957,0.030141133084122702,22.13297275895558,0.03697091271253124,5.596634476338606,0.023932455609577918
0.08,1.8,72.0,0.1,0.37196063759874975,0.34514897144252205,0.8618030270222563,0.005758222329089162,18.682284245868594,0.031206883397316316,3.8905729470482817,0.016636956503897356
0.08,1.8,72.0,0.2,1.388552154729997,1.245931387652901,1.5378309873520268,0.010275170139901334,24.437685221075228,0.040820703890267686,4.847498037288611,0.020728981334300522
0.08,1.8,72.0,0.3,2.358193262914124,2.0875411707595095,2.162217652688136,0.014447071520599378,26.380874143986993,0.04406660622952121,5.205660846332073,0.022260565282595478
0.08,1.8,72.0,0.4,3.028385962638222,2.653848629664842,2.5111156886125108,0.016778268323164335,27.624068301329128,0.04614323746999601,5.62043002368617,0.024034210670232467
0.08,1.8,72.0,0.5,3.480938187038495,3.0271811465833043,2.5584953625758304,0.01709484031004076,28.136945364826953,0.04699994720137022,5.718282897052178,0.024452651352396455
0.08,1.8,72.0,0.6,3.7673987137697265,3.2596816992662263,2.447853228406177,0.016355573926032894,27.884583121274346,0.0465784013665683,5.570816967926469,0.023822054193041668
0.08,1.8,72.0,0.7,3.9631032038129144,3.4054140991844677,2.2930862557312093,0.015321483060813044,26.79729994463388,0.044762203793148644,5.192670648817782,0.022205016304600804
0.08,1.8,72.0,0.8,4.068833291328191,3.4806473439043177,2.307566725231403,0.01541823575278236,25.533473678315087,0.042651108682485284,4.88182012771661,0.02087575023783867
0.08,1.8,72.0,0.9,4.093496626423969,3.4846662904431445,2.678095390569331,0.017893959749353285,24.309526819121075,0.0406066281245029,4.733464654082019,0.020241349188027655
0.08,1.8,72.0,1.0,4.089448455288324,3.452504502323134,3.3569437165219163,0.022429752112570436,23.138163356050462,0.03864998285956402,4.756754254590861,0.020340940707305737
0.08,1.8,82.0,0.1,0.3765690246357735,0.3495027210983775,0.9527551237558117,0.00636592777669965,18.106462739867915,0.03024503128335953,3.566264499183485,0.015250141344688845
0.08,1.8,82.0,0.2,1.4292509232085824,1.2826041382507907,1.4600692036897345,0.009755597076226717,23.786846765394152,0.0397335434804575,4.572458419238557,0.019552850665469627
0.08,1.8,82.0,0.3,2.40508077493179,2.1286063544590816,2.028130993602132,0.013551158220027906,25.640017052487075,0.04282907871071015,4.972970568765845,0.021265529826523088
0.08,1.8,82.0,0.4,3.042851733222567,2.6644846525880004,2.3147856734592627,0.015466469870759213,26.834270082733347,0.044823958703504856,5.407518424200249,0.02312375324711439
0.08,1.8,82.0,0.5,3.4650708158555283,3.0100429038221246,2.3412180910358455,0.0156430806882301,27.384640844514504,0.045743297900048496,5.559612581803652,0.02377414174232677
0.08,1.8,82.0,0.6,3.729498232907943,3.222746242021643,2.2398674552900233,0.014965896371721658,27.235159800037266,0.045493604797014704,5.462326749806182,0.02335812585535687
0.08,1.8,82.0,0.7,3.8999701574820946,3.3457776652206714,2.086428149488633,0.013940676444288418,26.338612589262368,0.043996012538025896,5.100602579589802,0.021811312733432498
0.08,1.8,82.0,0.8,3.9944009323685536,3.4112507507704657,2.022244226298505,0.013511825200914453,25.32609883967803,0.04230470979872379,4.771756179376909,0.020405092279204565
0.08,1.8,82.0,0.9,4.02595006883023,3.422372650518012,2.1887055207787216,0.014624052836174682,24.342369626771756,0.040661488743006874,4.543156876322802,0.019427550741365558
0.08,1.8,82.0,1.0,4.005022174950167,3.375201094416679,2.664156866593348,0.01780082812011038,23.335171928262,0.03897906593422266,4.442848714060273,0.018998610696991457
0.08,1.8,92.0,0.1,0.3663776635490219,0.34000864556469024,0.7480749065117818,0.004998336621526142,18.75444311789383,0.03132741756089812,4.189487716949941,0.017915182639973107
0.08,1.8,92.0,0.2,1.3396624887951536,1.2019873972237174,1.7351694487308662,0.011593706625699016,24.723077089608157,0.041297422403198926,5.140348855963963,0.02198127666425417
0.08,1.8,92.0,0.3,2.2733288528322446,2.0122071842485347,2.3649102001866225,0.01580138186339144,26.75403923154104,0.04468994110774007,5.5594611413876684,0.023773494149376333
0.08,1.8,92.0,0.4,2.9257341915353585,2.5637044332682626,2.730562282821075,0.01824452248936337,28.076515109934633,0.04689900451720611,6.053064812771241,0.025884253392999546
0.08,1.8,92.0,0.5,3.371801509591718,2.9321770893211623,2.8179372470084574,0.01882832697137543,28.750574557110877,0.04802495326598078,6.276564185090065,0.026839986491061018
0.08,1.8,92.0,0.6,3.6586858897094507,3.165634022372857,2.756763839051594,0.01841959078387235,28.725685175604866,0.04798337804871787,6.241076231891588,0.02668823209863321
0.08,1.8,92.0,0.7,3.850304418187176,3.3083239780631994,2.572864191137004,0.01719084706201248,27.93246590555457,0.04665838475864747,5.871709355203886,0.025108737061508683
0.08,1.8,92.0,0.8,3.9609214059715465,3.38837562689928,2.4164700584046055,0.016145884165618553,27.01371035135265,0.045123695687799156,5.50879311893994,0.023556826399645313
0.08,1.8,92.0,0.9,4.003296602538902,3.409073498068379,2.38456804489194,0.015932727700867833,26.138673689466327,0.04366203464482996,5.192763483469366,0.022205413286248872
0.08,1.8,92.0,1.0,4.000414687311342,3.3785904703594105,2.5789158229715934,0.017231281639827508,25.21860616860252,0.042125154065165066,4.9533570837496725,0.021181658195905933
0.08,2.7,52.0,0.1,0.22499118190552408,0.1977217340531312,0.6578521640509495,0.004395504426767318,18.476806446504643,0.030863653327529425,3.672270046793124,0.015703444677837092
0.08,2.7,52.0,0.2,0.7703771577635304,0.7012325223924742,1.1022896831049958,0.007365057753755003,24.190897356701136,0.0404084694971903,4.342558749661667,0.01856974847073686
0.08,2.7,52.0,0.3,1.537697878938125,1.374844140828751,1.5078699160350706,0.010074982272777177,25.689259911910955,0.04291133397200301,4.38902734083792,0.01876845851697394
0.08,2.7,52.0,0.4,2.1481505169577884,1.8984043624161202,1.5980165211200315,0.010677305748113956,26.435294336123967,0.04415750970621216,4.430362279779269,0.018945215922790023
0.08,2.7,52.0,0.5,2.5056411483143353,2.1919132405642783,1.4535211471260694,0.009711845587389044,26.229556662828045,0.04381384554306783,4.170887042767665,0.017835642014074175
0.08,2.7,52.0,0.6,2.584623364587683,2.237607235946565,1.5956952863268536,0.010661796187810694,25.22037060876686,0.04212810138561826,3.8254941930278292,0.016358665256129456
0.08,2.7,52.0,0.7,2.4738818584458313,2.112541720429695,2.562140071220303,0.01711919279203672,23.596272824834777,0.039415208813061646,4.132540446845753,0.017671663428629733
0.08,2.7,52.0,0.8,2.436807042187708,2.0621722306706176,3.6733724564120176,0.024544002095999277,22.07700586198274,0.03687742562043074,4.772954014436023,0.02041021448872192
0.08,2.7,52.0,0.9,2.614334071539105,2.2110088845993086,4.7101524501764125,0.031471350368463484,20.837726675492764,0.03480733394638579,5.443539310994267,0.023277786582301837
0.08,2.7,52.0,1.0,2.8424912770428175,2.4043332325069446,5.55603314544747,0.03712318606006577,19.86126520636138,0.03317625292823385,6.027379089137594,0.025774415517529733
0.08,2.7,62.0,0.1,0.22283725981130428,0.20074802912388745,0.6972134851741685,0.004658500994529797,17.916543001215118,0.0299277893946811,3.7226109408960983,0.01591871355390171
0.08,2.7,62.0,0.2,0.7992230496429338,0.72506216814905,1.1508694370288706,0.007689648193814907,23.629814238383194,0.03947123638269987,4.429373400203074,0.018940987253460165
0.08,2.7,62.0,0.3,1.5850595189026042,1.4149393422841778,1.669353711693556,0.011153952256393568,25.478897432758608,0.04255994453419754,4.648213998163827,0.01987679839467581
