h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu
0.08,7.0,82.0,0.7,1.7249719226406137,1.4823043669827842,3.106311701575519,0.04186763219375465
0.08,7.0,92.0,0.1,0.6788176874184757,0.532349370311822,5.514415161313987,0.07432464218592692
0.08,7.0,92.0,0.2,0.70724828478211,0.5033746618587099,5.007350574079427,0.06749030111640486
0.08,7.0,92.0,0.3,0.5805541899939602,0.40140282360448,4.471024628759329,0.06026156827441715
0.08,7.0,92.0,0.4,0.7108384244489805,0.5818061997425034,3.9379024990338984,0.05307601724604659
0.08,7.0,92.0,0.5,1.044712285235242,0.9063872487349915,3.526060447576681,0.04752510890559042
0.08,7.0,92.0,0.6,1.3735721071273563,1.195507960955932,3.2024684027767196,0.04316365583388541
0.08,7.0,92.0,0.7,1.654599653913063,1.4227304617245597,3.054014677561409,0.04116276005708525
0.08,9.0,52.0,0.1,0.7111654081826272,0.5551543006358152,7.09652368037872,0.09564868945819896
0.08,9.0,52.0,0.2,0.7676822165318403,0.5481780139815166,7.246306907701667,0.09766750459100422
0.08,9.0,52.0,0.3,0.7157756867716825,0.47892891276580096,7.292698247222092,0.09829277846130886
0.08,9.0,52.0,0.4,0.6586660630311931,0.4264694016001744,7.256639939950197,0.09780677573800733
0.08,9.0,52.0,0.5,0.6727564175313757,0.4822946095090416,7.246357775543951,0.09766819020027843
0.08,9.0,52.0,0.6,0.7307279237505705,0.5940626100778941,7.31491235142535,0.0985921856147584
0.08,9.0,52.0,0.7,0.9345000023118435,0.7806216582093667,7.6403319629050275,0.10297827107912289
0.08,9.0,62.0,0.1,0.7166042115684282,0.5603319104808052,6.233156609430162,0.08401201598581698
0.08,9.0,62.0,0.2,0.7961916769291785,0.5721634665287835,6.286062962755038,0.08472510081262148
0.08,9.0,62.0,0.3,0.7241258055033883,0.4859484032272576,6.182145476168231,0.0833244754005905
0.08,9.0,62.0,0.4,0.6601546396500615,0.4449253537372709,5.943765332181688,0.08011152926074859
0.08,9.0,62.0,0.5,0.7401574092015665,0.5787784171532078,5.731264572548228,0.07724739182060865
0.08,9.0,62.0,0.6,0.9019386203669616,0.7711943048376938,5.567561349641424,0.07504095956781251
0.08,9.0,62.0,0.7,1.1539112580085145,0.9903630567303284,5.668616060493912,0.07640299978524216
0.08,9.0,72.0,0.1,0.6932830649779407,0.5411402956732108,6.0324160922161285,0.08130638598196438
0.08,9.0,72.0,0.2,0.735121062179678,0.5228513165328692,5.839788684662305,0.0787101064631352
0.08,9.0,72.0,0.3,0.6306709717130771,0.4197702501210378,5.507375588908288,0.07422976109973921
0.08,9.0,72.0,0.4,0.6413042864168053,0.4757049351935985,5.067333533329147,0.06829876617626554
0.08,9.0,72.0,0.5,0.8474666521868544,0.7116064562233503,4.681655335637112,0.06310050068412888
0.08,9.0,72.0,0.6,1.129122623139439,0.9831945378938977,4.3574789425214595,0.058731171622277124
0.08,9.0,72.0,0.7,1.4454993808223642,1.2494249557820665,4.244282629196418,0.05720548390408126
0.08,9.0,82.0,0.1,0.7191967365695277,0.562259840998856,5.509963383417906,0.07426464002984359
0.08,9.0,82.0,0.2,0.7654359817473213,0.5459870215692801,5.19051451872937,0.06995902975747186
0.08,9.0,82.0,0.3,0.6587699802975397,0.43872087160981776,4.787616919301963,0.0645286769387197
0.08,9.0,82.0,0.4,0.6511144230723762,0.4743741085184823,4.319333117137099,0.05821703281704725
0.08,9.0,82.0,0.5,0.8267874592784065,0.6855822534277211,3.915341957991807,0.052771940731779425
0.08,9.0,82.0,0.6,1.072139823848517,0.930427100229088,3.5837026416954405,0.04830202455799618
0.08,9.0,82.0,0.7,1.3602105950113517,1.1735139125827474,3.4845677547649316,0.04696586019900064
0.08,9.0,92.0,0.1,0.7248101848336717,0.5662626806911084,5.519860326471965,0.0743980334595563
0.08,9.0,92.0,0.2,0.7609181664767564,0.5413644568518341,5.251034826032021,0.070774737326392
0.08,9.0,92.0,0.3,0.6646531744925899,0.4413770623775263,4.834599910919993,0.06516192524133797
0.08,9.0,92.0,0.4,0.6485387967591887,0.466614462624226,4.336754013233031,0.05845183593415238
0.08,9.0,92.0,0.5,0.814104404287147,0.6710032433264114,3.9085854510929585,0.052680874872029396
0.08,9.0,92.0,0.6,1.0337988887841052,0.8946993284489495,3.563344389764462,0.04802763103737117
0.08,9.0,92.0,0.7,1.2938204679134075,1.1134741696275618,3.388411139467896,0.045669837716707344
0.08,11.0,52.0,0.1,0.7360422075986128,0.5756301371513183,7.263356455670844,0.09789730258683355
0.08,11.0,52.0,0.2,0.8426217638358916,0.609297248135085,7.5998767655343835,0.10243300599095392
0.08,11.0,52.0,0.3,0.8183687553214402,0.5589656955150768,7.748336325655281,0.10443398041204494
0.08,11.0,52.0,0.4,0.7472175045322759,0.47791146489674063,7.778088480538927,0.10483498726432197
0.08,11.0,52.0,0.5,0.7047995161808112,0.45946239721090465,7.774107428049627,0.10478132966090711
0.08,11.0,52.0,0.6,0.6829265348420734,0.5132134907805558,7.7976989139735675,0.10509930150354825
0.08,11.0,52.0,0.7,0.8631093872583605,0.6971912870191035,7.983088777684817,0.10759803162853093
0.08,11.0,62.0,0.1,0.7484858452727705,0.5869548736602267,6.3418529756922615,0.08547705231206558
0.08,11.0,62.0,0.2,0.8931398271422679,0.6517473977294787,6.49003867477088,0.08747433556675355
0.08,11.0,62.0,0.3,0.8433581467121593,0.5783415444082434,6.457613916802126,0.08703730671355805
0.08,11.0,62.0,0.4,0.7491512390400836,0.48638363948069,6.283021026435864,0.08468410084764584
0.08,11.0,62.0,0.5,0.7256963980134664,0.507511349113044,6.085039354081909,0.08201565523254044
0.08,11.0,62.0,0.6,0.7799636994914906,0.6327719969366031,5.916719217921637,0.07974699508874783
0.08,11.0,62.0,0.7,0.9961998048506222,0.8360216947660957,5.947550477201476,0.08016254637516378
0.08,11.0,72.0,0.1,0.7381896216027134,0.5782316495391953,5.945451233613693,0.08013425225439867
0.08,11.0,72.0,0.2,0.8337877159775537,0.6020640305449568,5.825039333201657,0.07851131108090177
0.08,11.0,72.0,0.3,0.7401131068645128,0.49772167156355984,5.603513900096817,0.07552553687476159
0.08,11.0,72.0,0.4,0.6763796372358458,0.45713319598823965,5.269911240708211,0.07102915828047676
0.08,11.0,72.0,0.5,0.744389614209227,0.5762679395542979,4.918877099506075,0.0662978338921846
0.08,11.0,72.0,0.6,0.9196550818303246,0.786571542046774,4.604898840128523,0.06206595778207394
0.08,11.0,72.0,0.7,1.189904247369141,1.0231314259781328,4.485013773608242,0.0604501174051893
0.08,11.0,82.0,0.1,0.7447939131463289,0.5835221284180564,5.641048618335297,0.07603143902775795
0.08,11.0,82.0,0.2,0.8501015065514094,0.6152043192828665,5.422830680907881,0.07309024406085976
0.08,11.0,82.0,0.3,0.7715792507754621,0.5213456607754555,5.084110104626284,0.06852488492545114
0.08,11.0,82.0,0.4,0.6950672263727135,0.45972623904667304,4.696792686874116,0.06330452562266198
0.08,11.0,82.0,0.5,0.7260082704447212,0.5414341496668178,4.327103967340609,0.05832177024503565
0.08,11.0,82.0,0.6,0.8527221585957558,0.7178811791744019,4.008148790061671,0.05402281401284708
0.08,11.0,82.0,0.7,1.09819063503436,0.9371172792856215,3.8833332479380283,0.052340519474586074
0.08,11.0,92.0,0.1,0.7741811139887256,0.6066897856487379,5.394548105269353,0.07270904455865743
0.08,11.0,92.0,0.2,0.8520602479224304,0.6135866586606484,5.295115590748514,0.07136886870188582
0.08,11.0,92.0,0.3,0.7782367890465725,0.5239146212718083,5.0438211563600825,0.06798186058355174
0.08,11.0,92.0,0.4,0.7027661495996501,0.46179387490465684,4.66303312760981,0.06284950598970489
0.08,11.0,92.0,0.5,0.7300483116124263,0.5403536151192663,4.291617564131776,0.05784347578518699
0.08,11.0,92.0,0.6,0.8340878511320328,0.6956766923492921,3.9524994011223495,0.053272757878191634
0.08,11.0,92.0,0.7,1.046220342921788,0.8841723013196733,3.7728558250988864,0.05085147763026727
0.08,13.0,52.0,0.1,0.7027826308213002,0.549115957823031,7.296517024784967,0.09834424888340176
0.08,13.0,52.0,0.2,0.8231129442987947,0.5964143078598253,7.757597691498357,0.10455880737597552
0.08,13.0,52.0,0.3,0.8221342911587292,0.5655843066532692,7.969931587522999,0.10742069578740496
0.08,13.0,52.0,0.4,0.7645400366021049,0.49001341662024217,8.025503667473021,0.10816970993251132
0.08,13.0,52.0,0.5,0.7088436230198936,0.45171769763584235,8.03253728661924,0.10826451077920532
0.08,13.0,52.0,0.6,0.6605847284571742,0.4790917320690475,8.028986185206838,0.10821664816202438
0.08,13.0,52.0,0.7,0.8171496582650679,0.6466420731257578,8.124038277798808,0.10949778361596768
0.08,13.0,62.0,0.1,0.7263468860114332,0.5693165121652741,6.436058481270753,0.08674677725827318
0.08,13.0,62.0,0.2,0.8831810910237057,0.6458450891942533,6.63111979374388,0.08937586154550481
0.08,13.0,62.0,0.3,0.8681227379136294,0.6009019897997127,6.640892663281994,0.08950758268189037
0.08,13.0,62.0,0.4,0.7829216887585895,0.5056207610637772,6.492308536124127,0.08750492931567459
0.08,13.0,62.0,0.5,0.727152564789936,0.4822827453255263,6.308054551128949,0.08502150884306105
0.08,13.0,62.0,0.6,0.7190819562155706,0.5540358589025751,6.128830947182497,0.08260588908195872
0.08,13.0,62.0,0.7,0.8977324362842097,0.732736259965715,6.116064530049288,0.08243382017570756
0.08,13.0,72.0,0.1,0.7060334853152659,0.5524615637635232,5.930621304154588,0.0799343708221077
0.08,13.0,72.0,0.2,0.8219968179064527,0.5955317583579826,5.931711225889607,0.07994906105499665
0.08,13.0,72.0,0.3,0.7706339035029203,0.5235989327610282,5.772073957498291,0.07779743073598087
0.08,13.0,72.0,0.4,0.6920988300704812,0.4508955790206504,5.474555645515827,0.07378740584032385
0.08,13.0,72.0,0.5,0.6990482403194805,0.5071233623091939,5.1780582189347335,0.06979114068889175
0.08,13.0,72.0,0.6,0.7910800228652183,0.6567112580852956,4.891212082348246,0.06592495799489122
0.08,13.0,72.0,0.7,1.018401689023039,0.863559923346672,4.766355171620854,0.0642421058804265
0.08,13.0,82.0,0.1,0.730790302069661,0.5727294470002599,5.6183998234602495,0.07572617300665023
0.08,13.0,82.0,0.2,0.866970582803336,0.6313918159885504,5.552387373197521,0.07483644098574369
0.08,13.0,82.0,0.3,0.831071902654532,0.5701412589185518,5.361129387643238,0.07225861887302922
0.08,13.0,82.0,0.4,0.7452291015755851,0.4811512371347852,5.0403221242226515,0.0679346997688499
0.08,13.0,82.0,0.5,0.7127790795228997,0.49013933903091916,4.718403577179838,0.06359580251101823
0.08,13.0,82.0,0.6,0.7425773063893392,0.5917217988945079,4.431347722521371,0.059726793185325366
0.08,13.0,82.0,0.7,0.9343591360016763,0.774311841246354,4.307448482231784,0.05805684878827756
0.08,13.0,92.0,0.1,0.7460594087972515,0.5845234981474748,5.407592308194045,0.07288485753004555
0.08,13.0,92.0,0.2,0.8592168581718365,0.6228594984722714,5.496658761697297,0.07408531706995103
0.08,13.0,92.0,0.3,0.8246947686029651,0.563415142320924,5.408542779913987,0.07289766822137474
0.08,13.0,92.0,0.4,0.742702325190399,0.4777353252574521,5.078432859793835,0.06844836562495779
0.08,13.0,92.0,0.5,0.7117771550622749,0.488110425717756,4.720472564178051,0.06362368882603642
0.08,13.0,92.0,0.6,0.7322772560410108,0.5784527729346254,4.395228316963759,0.059239966964319865
0.08,13.0,92.0,0.7,0.8946282877127825,0.7303831138115657,4.225032244442676,0.05694602248942376
0.12,0.3,52.0,0.1,2.6304171795584446,2.295400053850964,2.484958013144525,0.03349287454265767
0.12,0.3,52.0,0.2,4.648140306505221,3.8796266191318467,5.011716568226346,0.0675491470580438
0.12,0.3,52.0,0.3,4.955651041100114,4.018037021046791,5.629151420522531,0.07587108567303551
0.12,0.3,52.0,0.4,5.09963107937818,4.059659256739488,5.633715066081241,0.07593259560895656
0.12,0.3,52.0,0.5,5.156692538179626,4.0565464516637295,5.31122615483751,0.07158601084231232
0.12,0.3,52.0,0.6,5.151442688672476,4.028826371552032,4.8700459077728375,0.06563967509439463
0.12,0.3,52.0,0.7,5.063307363026461,3.904659719812459,4.914069435654498,0.06623303501776807
0.12,0.3,62.0,0.1,2.6695656956999283,2.324625676191479,2.9840360058147204,0.040219570328697135
0.12,0.3,62.0,0.2,4.606677667141607,3.839128075014794,3.966480089481897,0.05346119303032275
0.12,0.3,62.0,0.3,4.911287794101124,3.97795082477276,4.235163097568536,0.05708256861654531
0.12,0.3,62.0,0.4,5.055959941104621,4.021543506152928,4.166946910509614,0.056163134089741454
0.12,0.3,62.0,0.5,5.091933373375842,3.9995727313224028,3.8979869244369123,0.05253802532618183
0.12,0.3,62.0,0.6,5.099314833179537,3.984630547111761,3.564875350455685,0.048048265701655095
0.12,0.3,62.0,0.7,5.078120034150563,3.9238750540146903,3.565835972822842,0.04806121320590099
0.12,0.3,72.0,0.1,2.692107973085449,2.3439267817975065,3.3875231290572057,0.045657868894248166
0.12,0.3,72.0,0.2,4.606300773542305,3.8373533846225847,3.8497932862581243,0.0518884596318167
0.12,0.3,72.0,0.3,4.902206503160269,3.96882161954996,3.9904065987824073,0.05378368040033334
0.12,0.3,72.0,0.4,5.045432959528197,4.011616783809908,3.9242448145447577,0.05289193561942822
0.12,0.3,72.0,0.5,5.098547491929544,4.005974066163425,3.7648521849992074,0.050743602602872355
0.12,0.3,72.0,0.6,5.1219710339809215,4.0061265392342085,3.5195521652682213,0.047437388677847164
0.12,0.3,72.0,0.7,5.128610069229226,3.9713023678921267,3.312698080359422,0.04464935850677815
0.12,0.3,82.0,0.1,2.639392873736452,2.2991236272118556,3.2575885919053515,0.04390657928349198
0.12,0.3,82.0,0.2,4.581709399121601,3.8193068539908532,3.561888848964129,0.04800801290090391
0.12,0.3,82.0,0.3,4.888153214191103,3.959722110504404,3.840596801067205,0.05176450714525413
0.12,0.3,82.0,0.4,5.0188473606198825,3.99041775300274,3.9846110326674617,0.05370556633652832
0.12,0.3,82.0,0.5,5.0536735332434155,3.967591228011996,3.946682738418861,0.053194359469383765
0.12,0.3,82.0,0.6,5.066620667225651,3.9579389030340084,3.7743649874152467,0.050871818490699904
0.12,0.3,82.0,0.7,5.060381124106058,3.9115462390893687,3.52112808804478,0.04745862935216239
0.12,0.3,92.0,0.1,2.6210106444274706,2.2825233652559387,2.943840597099832,0.03967780673584873
0.12,0.3,92.0,0.2,4.543671682658307,3.7866257087334425,3.806387283728182,0.0513034228668317
0.12,0.3,92.0,0.3,4.83384075929989,3.9132648626570954,4.1070553029080425,0.05535590028983545
0.12,0.3,92.0,0.4,4.954579530005755,3.9356764488682354,4.213913269597554,0.05679615821503331
0.12,0.3,92.0,0.5,4.990178426764343,3.9143000061019766,4.180045466142786,0.05633967964028649
0.12,0.3,92.0,0.6,4.993256669889153,3.8957670822752384,3.99996165964484,0.053912465857882355
0.12,0.3,92.0,0.7,4.971614392097657,3.835475589674747,3.72968621478509,0.05026962701764232
0.12,0.6,52.0,0.1,1.4699095489360599,1.2895535609138866,2.468130773778881,0.033266072876797885
0.12,0.6,52.0,0.2,3.365916311731022,2.833772104076789,4.655900634222716,0.06275337249170346
0.12,0.6,52.0,0.3,4.170132138073968,3.432102074643571,5.788218366340163,0.07801502904430074
0.12,0.6,52.0,0.4,4.53097033229237,3.6650936494027193,5.8155994579581,0.07838407812341984
0.12,0.6,52.0,0.5,4.727578317580168,3.7786775153295857,5.488121590288663,0.07397025097650957
0.12,0.6,52.0,0.6,4.799115331119425,3.807084808924415,5.033006607102935,0.06783609943201956
0.12,0.6,52.0,0.7,4.752171204682178,3.7173123861110953,5.026425623305487,0.06774739931574826
0.12,0.6,62.0,0.1,1.445761111073351,1.2684089692915648,3.0572408724538866,0.04120624350437585
0.12,0.6,62.0,0.2,3.297114895886252,2.775316844945845,3.7731417963882468,0.05085533202155543
0.12,0.6,62.0,0.3,4.11296419763565,3.385925181134267,4.4940790314960495,0.06057230117792396
0.12,0.6,62.0,0.4,4.484932936358558,3.6295387354256694,4.452209047079485,0.06000796724240105
0.12,0.6,62.0,0.5,4.670279486137679,3.7328287043955486,4.191829756175425,0.05649851119621205
0.12,0.6,62.0,0.6,4.75790634247029,3.775860295636916,3.8353372561364436,0.051693617706645656
0.12,0.6,62.0,0.7,4.789046745142195,3.7580985719202693,3.7709579443880754,0.050825897527823724
0.12,0.6,72.0,0.1,1.5082131188160728,1.3200064878947022,3.178607730019826,0.042842055824982725
0.12,0.6,72.0,0.2,3.3034165244485783,2.77571424944891,3.6378669203294596,0.049032064011132505
0.12,0.6,72.0,0.3,4.104949737808857,3.3754615377244024,4.249312609094683,0.057273279208788046
0.12,0.6,72.0,0.4,4.481988236300387,3.624840162658856,4.241910658145791,0.05717351389557519
0.12,0.6,72.0,0.5,4.681110428485694,3.7413304383286246,4.104564470330117,0.055322328236465566
0.12,0.6,72.0,0.6,4.788055416506507,3.802502700197472,3.829257642759636,0.05161167518406772
0.12,0.6,72.0,0.7,4.847169579164399,3.810170059356681,3.5852418736530347,0.04832277070444013
0.12,0.6,82.0,0.1,1.4742163090500935,1.2925432587177474,3.2680930905815333,0.04404816149712852
0.12,0.6,82.0,0.2,3.3276808657375203,2.799800488386398,3.438033117540489,0.0463386549270395
0.12,0.6,82.0,0.3,4.109078677296946,3.379392365934034,4.1704974524958365,0.05621098916683892
0.12,0.6,82.0,0.4,4.444339845938999,3.590705557570345,4.384066296612518,0.05908952251202363
0.12,0.6,82.0,0.5,4.625371946751499,3.6914219042886702,4.401881487522854,0.05932964003149764
0.12,0.6,82.0,0.6,4.725437975403586,3.7470435682609247,4.185090526754907,0.05640767820655926
0.12,0.6,82.0,0.7,4.775315635316804,3.7472251092083964,3.90064773732506,0.05257388841592934
0.12,0.6,92.0,0.1,1.4543214733448808,1.2746205948283784,2.95900909163061,0.039882251431345814
0.12,0.6,92.0,0.2,3.25120253158641,2.7341596600270406,3.625316910061774,0.04886291188977624
0.12,0.6,92.0,0.3,4.024142594088735,3.3086104047697384,4.467489210224307,0.06021391703491011
0.12,0.6,92.0,0.4,4.36495774732008,3.5263575986815665,4.666949637222022,0.06290229366836708
0.12,0.6,92.0,0.5,4.556227042607618,3.6369922093550575,4.66664335260902,0.0628981654891128
0.12,0.6,92.0,0.6,4.647165970209782,3.6841538641112352,4.447683509988867,0.05994697094177445
0.12,0.6,92.0,0.7,4.681409641305708,3.670307945266564,4.149042573174227,0.05592181503285135
0.12,1.2,52.0,0.1,0.4058759740922041,0.35363345325394385,1.9637717953809002,0.026468198667820624
0.12,1.2,52.0,0.2,1.7728491873870673,1.5408677228176302,3.60998205435317,0.04865622493745703
0.12,1.2,52.0,0.3,2.863133564014464,2.419783735851252,5.089589628216383,0.06859873929046896
0.12,1.2,52.0,0.4,3.531776576385,2.932306167376997,5.471542662301176,0.07374679611240344
0.12,1.2,52.0,0.5,3.915194667424865,3.2066249922762253,5.193733769535759,0.0700024196106643
0.12,1.2,52.0,0.6,4.122600397119679,3.3426388256172426,4.763568989554847,0.06420455303410227
0.12,1.2,52.0,0.7,4.142635320764033,3.312572825273559,4.796049879810365,0.06464233845204793
0.12,1.2,62.0,0.1,0.3967592598866413,0.34614381034815794,2.7349532886039514,0.03686237227780219
0.12,1.2,62.0,0.2,1.690137265468939,1.468876149918716,3.0215581615232474,0.04072530316082875
0.12,1.2,62.0,0.3,2.8058327974461497,2.3738289670255974,3.998248738073623,0.05388937868015834
0.12,1.2,62.0,0.4,3.500333693516209,2.9100856915247286,4.3858719996783195,0.059113860221523845
0.12,1.2,62.0,0.5,3.8856056010760796,3.1858018922012445,4.205381936954939,0.056681170817914586
0.12,1.2,62.0,0.6,4.115882129365203,3.3418840946606623,3.862001155810883,0.05205300029656874
0.12,1.2,62.0,0.7,4.221252260113536,3.387918698131502,3.773572923600477,0.05086114286003028
0.12,1.2,72.0,0.1,0.38835788407274585,0.33959058299587247,2.599911866647805,0.03504225081912375
0.12,1.2,72.0,0.2,1.631404489776313,1.4178014042228777,2.9338150385715984,0.0395426797951801
0.12,1.2,72.0,0.3,2.80449383376748,2.3755585747647365,3.921823838079681,0.052859305103907794
0.12,1.2,72.0,0.4,3.4968575199893106,2.909347427312309,4.318433395901641,0.05820490615321504
0.12,1.2,72.0,0.5,3.8916019380684226,3.1930037314179156,4.2843267099806415,0.057745207861905755
0.12,1.2,72.0,0.6,4.149738805324967,3.3736140636831613,4.050538309130447,0.054594150364038585
0.12,1.2,72.0,0.7,4.283906780788265,3.4448148081399075,3.7784208649477264,0.050926484604427856
0.12,1.2,82.0,0.1,0.44023770732156386,0.3933603901354387,3.068261861204924,0.04135478709811949
0.12,1.2,82.0,0.2,1.8013059166063095,1.557974101642335,3.0250165322908513,0.040771915931599394
0.12,1.2,82.0,0.3,2.800508198977353,2.3582335038852147,4.0986776080167875,0.0552429836600714
0.12,1.2,82.0,0.4,3.4336328450744897,2.842988971155898,4.769931916656187,0.06429031412865677
0.12,1.2,82.0,0.5,3.8198795890092434,3.1229432720475097,4.879169268445333,0.0657626419907345
0.12,1.2,82.0,0.6,4.069399054487697,3.2988828548607683,4.703051313441559,0.0633888809289987
0.12,1.2,82.0,0.7,4.204124024686567,3.37259104349212,4.382611411245586,0.05906991320964875
0.12,1.2,92.0,0.1,0.4075733847827383,0.36001724449586764,2.514033632467502,0.033884762882453894
0.12,1.2,92.0,0.2,1.6881615942609565,1.4641014299106283,3.0204047708939323,0.04070975747859108
0.12,1.2,92.0,0.3,2.716580038378212,2.293350904461061,4.270501199149339,0.05755886423062041
0.12,1.2,92.0,0.4,3.3517676862736128,2.7805972678890094,4.949360538867001,0.06670869717628987
0.12,1.2,92.0,0.5,3.7560793232982386,3.07662966897519,5.071649363349344,0.06835693599348149
0.12,1.2,92.0,0.6,4.000174014259937,3.2469746312611654,4.905046298151665,0.06611141895392919
0.12,1.2,92.0,0.7,4.11271442186147,3.300852577711591,4.581927015307475,0.06175633788400022
0.12,1.8,52.0,0.1,0.44632383099334944,0.34309920699729457,2.2704477733351336,0.0306016528350684
0.12,1.8,52.0,0.2,0.9803351261699832,0.8692516266393342,2.6579315131268055,0.03582425386716378
0.12,1.8,52.0,0.3,2.01673014535252,1.737625369193764,3.830216956001187,0.051624605043597116
0.12,1.8,52.0,0.4,2.766143450077,2.3359314436246126,4.412510075041883,0.0594728947450411
0.12,1.8,52.0,0.5,3.2746707570354974,2.725693515443071,4.299909318177193,0.057955234083119055
0.12,1.8,52.0,0.6,3.561406305446577,2.929858173481228,3.9548879470871694,0.053304951287462904
0.12,1.8,52.0,0.7,3.6495779372979795,2.9626550229799764,4.136281054893881,0.05574981215454253
0.12,1.8,62.0,0.1,0.44394586990989643,0.3403475167778608,3.1989505209018816,0.04311624095779229
0.12,1.8,62.0,0.2,0.9247340088902,0.821018856102452,2.661941761910574,0.03587830498540767
0.12,1.8,62.0,0.3,1.9815435450961068,1.7107797961912852,3.327204252088083,0.0448448762528456
0.12,1.8,62.0,0.4,2.7551682761845986,2.330661288096592,3.935511686333057,0.05304379328515039
0.12,1.8,62.0,0.5,3.2762089553808385,2.730920310860917,3.920762944954456,0.05284500612575267
0.12,1.8,62.0,0.6,3.595517388787462,2.963274999433841,3.624833016783343,0.04885638985729891
0.12,1.8,62.0,0.7,3.7663907455316896,3.0684489972340265,3.55767681011904,0.047951242006642865
0.12,1.8,72.0,0.1,0.45063141067914453,0.34506475469508985,2.8465882172178487,0.03836701526929984
0.12,1.8,72.0,0.2,0.8842994043427836,0.7855374982850573,2.4606590753434783,0.03316536748982806
0.12,1.8,72.0,0.3,1.9478543355524909,1.6843927226996924,3.3120182715702615,0.04464019587691965
0.12,1.8,72.0,0.4,2.7471476274120596,2.327342823795645,4.025519189804672,0.05425693652770274
0.12,1.8,72.0,0.5,3.286281400995802,2.7431110263778633,4.179608928642743,0.05633379588062343
0.12,1.8,72.0,0.6,3.6227724922252227,2.989955619023241,4.033906729761873,0.05436998585168412
0.12,1.8,72.0,0.7,3.829490297287987,3.1261850406258085,3.7588898228384275,0.050663240420987375
0.12,1.8,82.0,0.1,0.3828466893580626,0.29775944161808204,2.995725296491685,0.0403771214599699
0.12,1.8,82.0,0.2,0.9861779130799858,0.8712734040067435,2.610951019945885,0.03519103923909462
0.12,1.8,82.0,0.3,1.9559034304416838,1.679941307649457,3.4530564341577374,0.04654114287895439
0.12,1.8,82.0,0.4,2.6774253080723205,2.2566431685983614,4.46395907437818,0.06016633699678173
0.12,1.8,82.0,0.5,3.1987448637028026,2.660324792066993,4.818178725823768,0.06494059647467054
0.12,1.8,82.0,0.6,3.537400455575854,2.9121934245224796,4.739988613039727,0.06388673092680229
0.12,1.8,82.0,0.7,3.7414768682611372,3.0480946886513958,4.4269688338859625,0.05966777344860296
0.12,1.8,92.0,0.1,0.4177146136471607,0.32229054290639986,2.378535671554192,0.03205848807955989
0.12,1.8,92.0,0.2,0.9219485410492507,0.8153760167327423,2.4314265878606,0.03277136484243727
0.12,1.8,92.0,0.3,1.8562015150090918,1.5982880743015233,3.7108946039439754,0.05001634907047915
0.12,1.8,92.0,0.4,2.5965908590019824,2.194044352684542,4.717726460019297,0.06358667615959149
0.12,1.8,92.0,0.5,3.136268842547421,2.614621591441333,5.11431765073992,0.06893202965259497
0.12,1.8,92.0,0.6,3.4710416812417155,2.8626658296281824,5.072138981127526,0.0683635351821727
0.12,1.8,92.0,0.7,3.6598335216017763,2.98520691970997,4.755471284097201,0.0640954101707051
0.12,2.7,52.0,0.1,0.648498198866899,0.5004268272638551,3.312802964135446,0.044650772156076594
0.12,2.7,52.0,0.2,0.5829879162391741,0.4797671427369467,2.4931781383884695,0.03360366741000756
0.12,2.7,52.0,0.3,1.2353841986831902,1.084609270878577,2.652301682221616,0.03574837362322949
0.12,2.7,52.0,0.4,1.966262116562206,1.6936916388944452,3.163154161144218,0.042633768827436205
0.12,2.7,52.0,0.5,2.537617423269701,2.1513389755606314,3.1545299288420705,0.04251752930588507
0.12,2.7,52.0,0.6,2.9040841926804624,2.4296534310290383,2.9032542373944983,0.03913077380951218
0.12,2.7,52.0,0.7,3.074953110567022,2.540134845896901,3.248674153291605,0.04378642828998259
0.12,2.7,62.0,0.1,0.6178636223781314,0.47607982844918034,3.742367856864217,0.05044055330488916
0.12,2.7,62.0,0.2,0.567490956676858,0.4679423433896537,2.7764576076446765,0.03742177768556213
0.12,2.7,62.0,0.3,1.2363972675700288,1.08580289580789,2.6690811214812817,0.03597453102751857
0.12,2.7,62.0,0.4,1.9813805165453502,1.7066313572525158,3.2049554853184934,0.043197177343346826
0.12,2.7,62.0,0.5,2.570136186589586,2.1790293426284415,3.3521646073564018,0.04518129805277939
0.12,2.7,62.0,0.6,2.979732553339976,2.494775357339797,3.1443992130361904,0.04238098502959596
0.12,2.7,62.0,0.7,3.2264237885176423,2.6708375455942033,3.0775968193232703,0.04148060595681445
0.12,2.7,72.0,0.1,0.6389303425331103,0.49339604893577554,3.4870931583394738,0.04699989820875546
0.12,2.7,72.0,0.2,0.5501483038110142,0.4418638480604936,2.5997784000485824,0.03504045192351274
0.12,2.7,72.0,0.3,1.18881177724139,1.0465414480610589,2.7711031086816402,0.03734960843318075
0.12,2.7,72.0,0.4,1.9639641361137867,1.696479242910505,3.5286016340157618,0.04755935964067061
0.12,2.7,72.0,0.5,2.577308880936541,2.1903556797316024,3.9016077041251402,0.052586827084281126
0.12,2.7,72.0,0.6,3.000323226318133,2.5170442850215347,3.8887695190865017,0.05241379087257049
0.12,2.7,72.0,0.7,3.272929523055176,2.7150748971101315,3.6344700524758804,0.04898628019174558
0.12,2.7,82.0,0.1,0.6098209636490323,0.46974571507072144,3.049976142280687,0.0411083276864867
0.12,2.7,82.0,0.2,0.5544293240965632,0.45410981937054207,2.3163367874186678,0.03122015623973606
