h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu,RMSE relative Iv,RMSE Iv,RMSE relative Iw,RMSE Iw
0.04,3.0,92.0,0.5,0.12017792960790127,0.10394053847819162,0.9483846649598212,0.2326265934216902,0.6453262783190855,0.08837492055429776,0.9602529770217867,0.18534598521252865
0.04,3.3,52.0,0.3,0.2132443722359339,0.14850658667149944,0.9938788612177365,0.25101418112084967,0.7023780013243064,0.10232854539584028,0.9686206367829516,0.1904958260523021
0.04,3.3,52.0,0.4,0.14263123328791882,0.0994308371931585,1.0601613916525974,0.26249750275624006,0.740922794445859,0.10383437398463932,1.0591665441356375,0.20434301101737865
0.04,3.3,52.0,0.5,0.09988242208351389,0.0735738751152167,1.1538375463679729,0.27815489387401054,0.8338857860672378,0.11262548092620618,1.1659796793735393,0.22029501034226057
0.04,3.3,72.0,0.3,0.18437024154741755,0.1279919778836974,0.8810133327785021,0.22599867797209636,0.6150886929398692,0.09124443208964997,0.8827522242637247,0.17498468187302252
0.04,3.3,72.0,0.4,0.11273066551446202,0.08365588175212027,0.9378242296724861,0.23575348630552612,0.6452299962045919,0.09170083284849069,0.9663580243246802,0.18829118488376675
0.04,3.3,72.0,0.5,0.10337609830189119,0.08830459177349864,1.0236923443448613,0.24979748445628797,0.7364789859460172,0.1001007188250892,1.0661291432610862,0.20337302301819438
0.04,3.3,92.0,0.3,0.1712325512952641,0.11878663925519034,0.8472950495162849,0.2180153727718425,0.5824223008584839,0.08750966543015434,0.8307117341548146,0.16696023332131008
0.04,3.3,92.0,0.4,0.1053277153712532,0.0808043719176284,0.9012148545560684,0.22750865055496708,0.5970580741301007,0.08621047528226884,0.8991501220750259,0.17769063247269293
0.04,3.3,92.0,0.5,0.1114660288789901,0.09636813927363372,0.9741642684820709,0.23988685735633813,0.6708858905107005,0.09258093210817918,0.9812627133766213,0.18998433388751174
0.04,3.6,52.0,0.3,0.23117533974638219,0.1616578804564112,1.0337410462230348,0.2602696956184585,0.7499531452696705,0.10885674963014583,1.002633021092069,0.19695209623478693
0.04,3.6,52.0,0.4,0.16002138588488204,0.11123491570502932,1.0942144849741726,0.2710407191027909,0.7796490744637999,0.10949846587359019,1.0867451670259676,0.2099212704149972
0.04,3.6,52.0,0.5,0.11247032069881881,0.08083396920125627,1.1793074265390506,0.2853411079186837,0.8616871000352764,0.11707859220647324,1.186025559451925,0.2248073971299327
0.04,3.6,72.0,0.3,0.20290163273100614,0.14123415878308648,0.9203421411765351,0.23525980641472205,0.6583776723376308,0.09723067446054308,0.9175341624239242,0.18164127606329605
0.04,3.6,72.0,0.4,0.12566971701036614,0.09068550919896437,0.9709505595584119,0.24422295621042636,0.6807398312677239,0.09691653633416931,0.9945304051229059,0.19402218017773218
0.04,3.6,72.0,0.5,0.10249770019573395,0.08546800727079924,1.0478456393873707,0.2568140085321026,0.7603608550361554,0.1040467372040936,1.0866859035337288,0.20800157779151887
0.04,3.6,92.0,0.3,0.1874044372193131,0.13011995338064372,0.8833559492965789,0.22652854105885079,0.6242394287610395,0.09335978518664886,0.8630036784959886,0.17319832900886298
0.04,3.6,92.0,0.4,0.1143488200051744,0.08478713702497437,0.9320085360613356,0.2353108568702484,0.6314657761629928,0.0913002021790724,0.9251259764762924,0.18301363212835714
0.04,3.6,92.0,0.5,0.10710716311830437,0.09180749955463022,0.9974819277570193,0.24646782754283644,0.6952258324373799,0.0965454591059898,1.0000334752530435,0.19426241391281876
0.04,4.0,52.0,0.3,0.2534125841290029,0.17781254910601865,1.083594824180699,0.27140928270622083,0.80544190185203,0.11608211797791364,1.0513677604710676,0.2060492753163509
0.04,4.0,52.0,0.4,0.18409193199739265,0.1278997547243078,1.1375042418754262,0.28151057828896964,0.830273617703335,0.1165315284886389,1.128229745476074,0.21805427615020517
0.04,4.0,52.0,0.5,0.13101917925343975,0.09209656885814027,1.2150895715847498,0.2947906754414864,0.9020276386617512,0.12311252980673287,1.2193628383224684,0.23178725054522098
0.04,4.0,72.0,0.3,0.22503027101221842,0.1570316483363395,0.9628685305324355,0.24476046617276317,0.7083420597178333,0.10377460053196988,0.9674553868792822,0.1910911444445567
0.04,4.0,72.0,0.4,0.1447354181445775,0.10161570371959042,1.008820092106852,0.25327747450096727,0.7267159256173801,0.10335293751294382,1.0367940399393518,0.2023954029981546
0.04,4.0,72.0,0.5,0.10397143353636387,0.0826315633008133,1.0795495567766702,0.2650909743778281,0.7960167510729498,0.10948932281055054,1.1201593949925976,0.21509621150506983
0.04,4.0,92.0,0.3,0.20849481557625998,0.1449737561913055,0.9283631632198437,0.23675683075181309,0.6690567045988808,0.09920415086701422,0.9081613852845252,0.18182475514434443
0.04,4.0,92.0,0.4,0.12934389850109235,0.09217709227353446,0.9714787666270799,0.24494024190038596,0.6743379607779194,0.09723306298204097,0.9631695742366847,0.19060417664742133
0.04,4.0,92.0,0.5,0.10280608425411476,0.08573044854259787,1.030665598471998,0.2552220861107552,0.7297470225439692,0.10171758344718211,1.0302290105996776,0.20067682452590957
0.04,5.0,52.0,0.3,0.29828502032557147,0.21135913216195767,1.1968048982035662,0.2975332705535616,0.9355106265887936,0.13314815425557433,1.148967376620758,0.22416266030802806
0.04,5.0,52.0,0.4,0.2338419881790442,0.16377861686937265,1.2404957094237625,0.30635550982079046,0.9474828750375667,0.13260088268586495,1.2125033358684079,0.234433981165584
0.04,5.0,52.0,0.5,0.1757875753499962,0.12231076512401541,1.2977245260057473,0.31647663724447833,0.9995089370833791,0.137206474225529,1.2868699973671225,0.24582407293363132
0.04,5.0,72.0,0.3,0.2719634139451771,0.19165823485840255,1.0656123428924016,0.2689149939300419,0.8368682378862934,0.12086034474975084,1.0682518830869672,0.2099051576771515
0.04,5.0,72.0,0.4,0.1909207969798045,0.13292117424416786,1.101940673618817,0.27599265118742533,0.8418439200980591,0.1193465860883681,1.1224212762018664,0.21914112387721874
0.04,5.0,72.0,0.5,0.13038123575635782,0.09448728850059958,1.1534347600214019,0.28467918440679224,0.8888690804769234,0.12320870309685643,1.1872234190922277,0.22921667838691584
0.04,5.0,92.0,0.3,0.24958742838395362,0.17502928386752206,1.0255522068229412,0.2595487257089604,0.7813670290528918,0.1141433142540312,1.0083198394158064,0.200650583557704
0.04,5.0,92.0,0.4,0.1670245176115316,0.11643949646147528,1.0595408904979988,0.2664121119515809,0.7747107308167241,0.11124672428465229,1.049606392229581,0.20741830383047588
0.04,5.0,92.0,0.5,0.11433375091163386,0.08707650386807615,1.1034245941590664,0.2741641048441571,0.8104540325335982,0.11376138992651692,1.1016641526658641,0.21524488226418212
0.04,6.0,52.0,0.3,0.32972624333120204,0.2351490642352799,1.2821914379542347,0.3167020506385637,1.0493075536467318,0.14780275523142725,1.2286084346447772,0.23895194098742223
0.04,6.0,52.0,0.4,0.2704206051461624,0.19061661371562838,1.3210181143174073,0.32513137945333553,1.053898465286575,0.14684990742198611,1.2841348448645418,0.24805009090498653
