x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress
-4.95	0.5811666666666666	0.0	22.451473027281537	0.0	0.0	4.945262730624137	2.0092677771980973	2.5565589737343477	-1.3142637050718822	0.0	0.0
-4.95	0.5821599999999999	0.0	22.467217958116677	0.0	0.0	4.928134049153132	2.0010241806122893	2.544207287547473	-1.309366506210176	0.0	0.0
-4.95	0.5831533333333332	0.0	22.482934214645518	0.0	0.0	4.911002381497397	1.9927810925748244	2.5318592100733004	-1.304467436603044	0.0	0.0
-4.95	0.5841466666666666	0.0	22.498621707415673	0.0	0.0	4.89386817533084	1.9845387327710275	2.519515282561649	-1.2995665612930047	0.0	0.0
-4.95	0.58514	0.0	22.51428036203178	0.0	0.0	4.876731875742499	1.9762973194187787	2.5071760437335135	-1.2946639467852603	0.0	0.0
-4.95	0.5861333333333333	0.0	22.52991008808694	0.0	0.0	4.859593929835104	1.9680570693340498	2.4948420297458727	-1.2897596610738788	0.0	0.0
-4.95	0.5871266666666666	0.0	22.54551080175775	0.0	0.0	4.842454783308133	1.9598181980051632	2.482513774153464	-1.2848537736715149	0.0	0.0
-4.95	0.5881199999999999	0.0	22.561082419656444	0.0	0.0	4.825314881833201	1.9515809196580014	2.470191807892456	-1.2799463556342217	0.0	0.0
-4.95	0.5891133333333333	0.0	22.576624860909995	0.0	0.0	4.808174670652591	1.943345447326157	2.4578766592302075	-1.2750374795880293	0.0	0.0
-4.95	0.5901066666666666	0.0	22.592138045096718	0.0	0.0	4.7910345934900835	1.9351119929172407	2.4455688537422153	-1.270127219749923	0.0	0.0
-4.95	0.5911	0.0	22.607621883548532	0.0	0.0	4.773895094842009	1.9268807672820432	2.4332689142852035	-1.2652156519517002	0.0	0.0
-4.95	0.5920933333333332	0.0	22.62307629658396	0.0	0.0	4.756756617527887	1.9186519802850068	2.420977360968715	-1.2603028536612526	0.0	0.0
-4.95	0.5930866666666665	0.0	22.638501205881898	0.0	0.0	4.739619602399139	1.9104258408645851	2.4086947111260417	-1.2553889040017014	0.0	0.0
-4.95	0.5940799999999999	0.0	22.653896525621477	0.0	0.0	4.722484491072136	1.9022025571046532	2.396421479282298	-1.2504738837665579	0.0	0.0
-4.95	0.5950733333333332	0.0	22.669262174655877	0.0	0.0	4.705351723600425	1.8939823362995811	2.3841581771308973	-1.2455578754409156	0.0	0.0
-4.95	0.5960666666666665	0.0	22.684598074872934	0.0	0.0	4.688221738107444	1.885765385016719	2.371905313524155	-1.2406409632143334	0.0	0.0
-4.95	0.5970599999999999	0.0	22.69990414076939	0.0	0.0	4.671094972049204	1.8775519091644355	2.3596633944130843	-1.2357232329937222	0.0	0.0
-4.95	0.5980533333333333	0.0	22.715180292336225	0.0	0.0	4.65397185977126	1.869342114053876	2.3474329228585247	-1.230804772416279	0.0	0.0
-4.95	0.5990466666666666	0.0	22.730426453617767	0.0	0.0	4.636852837011016	1.8611362044635855	2.335214398991401	-1.225885670863024	0.0	0.0
-4.95	0.6000399999999999	0.0	22.74564253749905	0.0	0.0	4.61973833477434	1.8529343846976691	2.3230083199838396	-1.2209660194638594	0.0	0.0
-4.95	0.6010333333333332	0.0	22.760828466261113	0.0	0.0	4.602628786240364	1.844736858653317	2.3108151800524133	-1.2160459111085211	0.0	0.0
-4.95	0.6020266666666666	0.0	22.775984163391897	0.0	0.0	4.585524618371108	1.8365438298763133	2.298635470398527	-1.2111254404533813	0.0	0.0
-4.95	0.6030199999999999	0.0	22.79110954248833	0.0	0.0	4.568426259677488	1.8283555016219202	2.2864696792296133	-1.206204703925403	0.0	0.0
-4.95	0.6040133333333333	0.0	22.806204527348484	0.0	0.0	4.551334134643038	1.8201720769131098	2.274318291714508	-1.2012837997254622	0.0	0.0
-4.95	0.6050066666666666	0.0	22.821269033290946	0.0	0.0	4.534248666171999	1.811993758599457	2.2621817899696057	-1.1963628278326146	0.0	0.0
-4.95	0.6059999999999999	0.0	22.836302990768313	0.0	0.0	4.5171702764935855	1.8038207494129495	2.250060653036878	-1.1914418900043684	0.0	0.0
-4.95	0.6069933333333333	0.0	22.851306313549877	0.0	0.0	4.500099384007196	1.795653252021546	2.2379553568699317	-1.1865210897754912	0.0	0.0
-4.95	0.6079866666666666	0.0	22.86627892512902	0.0	0.0	4.483036404797122	1.7874914690854564	2.225866374324239	-1.1816005324557952	0.0	0.0
-4.95	0.6089799999999999	0.0	22.881220740838874	0.0	0.0	4.465981754215631	1.7793356033076062	2.2137941751306016	-1.1766803251286393	0.0	0.0
-4.95	0.6099733333333333	0.0	22.89613168718403	0.0	0.0	4.448935843800373	1.7711858574904518	2.2017392258767376	-1.1717605766447132	0.0	0.0
-4.95	0.6109666666666667	0.0	22.911011680814998	0.0	0.0	4.431899082930938	1.7630424345789215	2.1897019900080643	-1.1668413976162038	0.0	0.0
-4.95	0.6119599999999998	0.0	22.92586065026358	0.0	0.0	4.414871878793377	1.7549055377158902	2.17768292779515	-1.1619229004093237	0.0	0.0
-4.95	0.6129533333333332	0.0	22.9406785091261	0.0	0.0	4.397854635744446	1.7467753702880318	2.165682496319106	-1.1570051991349384	0.0	0.0
-4.95	0.6139466666666665	0.0	22.955465184746764	0.0	0.0	4.38084775555223	1.738652135970478	2.1537011494847826	-1.1520884096410156	0.0	0.0
-4.95	0.6149399999999999	0.0	22.97022059338544	0.0	0.0	4.363851637312559	1.7305360387757314	2.1417393379776386	-1.1471726494958028	0.0	0.0
-4.95	0.6159333333333332	0.0	22.984944657781774	0.0	0.0	4.346866677129854	1.7224272830950278	2.129797509263957	-1.142258037980126	0.0	0.0
-4.95	0.6169266666666666	0.0	22.999637300765905	0.0	0.0	4.329893268940335	1.7143260737390165	2.117876107579568	-1.1373446960703417	0.0	0.0
-4.95	0.6179199999999999	0.0	23.014298447029955	0.0	0.0	4.31293180236662	1.7062326159822756	2.105975573908989	-1.1324327464231234	0.0	0.0
-4.95	0.6189133333333332	0.0	23.02892801615694	0.0	0.0	4.295982666740035	1.6981471156017884	2.09409634599216	-1.1275223133568644	0.0	0.0
-4.95	0.6199066666666666	0.0	23.04352592333925	0.0	0.0	4.279046245796633	1.6900697789125874	2.082238858300182	-1.1226135228382697	0.0	0.0
