$h$,$r$,$\alpha$,$x$
0.04559254485911361,52.179989147796924,0.7,6.415858249226144
0.10446548271634075,91.99999960144999,0.7,5.952495265978035
0.12172521914733152,85.34913350522655,0.7,11.085328562809888
0.15997982725848273,91.99329596416678,0.7,11.885889459958063
0.10320089244761023,91.99992865149302,0.7,6.153224108928887
0.11033688251778863,91.99996721750038,0.7,7.430929170220723
0.11718688503392298,91.99869567166635,0.7,7.7286782198527835
0.12224926168246254,89.77774800586113,0.7,9.49037342583512
0.12866633384268983,91.9998312730563,0.7,9.74412266221061
0.048052016470246754,52.84228323224471,0.7,6.3811800871218445
0.1282408156763255,89.86200010236601,0.7,9.614738524255003
0.13742241874162747,91.99981753252456,0.7,11.234018536159754
0.10785820199923446,91.04854799373939,0.7,7.493455598301741
0.07790993634992215,91.99763065591064,0.7,11.79976125125347
0.09459964198900386,91.4208526480276,0.7,11.813340656824034
0.08432099825251804,91.99076196100155,0.7,11.813340656824034
0.07334685692759013,91.99914232067458,0.7,12.434183566449303
0.05345151271530654,91.99997014990274,0.7,12.012573754969397
0.11448390303521941,90.31290544385318,0.7,7.524619322790221
0.08093012481892517,91.99997479327159,0.7,11.8029963937033
0.05899573757345805,91.99978193220416,0.7,11.629589193175113
0.0977252106415923,91.99914286658972,0.7,11.629589193175113
0.14785983892119278,77.03151588834295,0.7,11.715337974259542
0.12328692535288918,91.99576271612455,0.7,8.968980838763969
0.0712012238691253,91.99914232067458,0.7,12.434183566449303
0.05070429850413033,52.23737120043924,0.7,6.3920767625009125
0.11375117684604218,88.76842051426985,0.7,12.056396503825852
0.08972478616025673,90.8855395091599,0.7,11.734396901991374
0.06464515848675419,91.79339204279017,0.7,11.715337974259542
0.11718688503392298,91.99869567166635,0.7,11.79357275087239
0.15482430654516616,77.15221749668152,0.7,12.124124578547118
0.10675101682180306,91.98303976808457,0.7,12.094028291387481
0.12228450425685682,89.86200010236601,0.7,11.282799642905722
0.08853452644153477,91.99763065591064,0.7,11.721167308607223
0.10325029928989367,89.99008769462135,0.7,12.361951460592069
0.06837619690535757,91.99995927829188,0.7,11.618633340434593
0.11722260012271628,88.76842051426985,0.7,12.056396503825852
0.05197138030976227,52.23737120043924,0.7,5.93797133608261
0.12328692535288918,91.99844970896149,0.7,11.7931917846053
0.15634587673619837,85.34913350522655,0.7,12.166320639440725
0.05643154851907918,91.85227230051193,0.7,11.704371826415452
0.13859530428517508,77.03151588834295,0.7,11.715337974259542
0.12985776814738362,91.99979626782519,0.7,11.234018536159754
0.05590899428956714,91.85227230051193,0.7,11.706033741457247
0.06412260425724473,91.79339204279017,0.7,11.716999889301336
0.12825355966337573,85.21573354506215,0.7,11.306878385517438
0.05184165525743166,52.23737120043924,0.7,5.93797133608261
0.14785983892119278,91.81443615536988,0.7,11.715337974259542
