h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu
0.08,4.0,92.0,0.7,0.3459158896929341,0.21510141610877026,0.9945061117662817,0.1410295616282118
0.08,5.0,52.0,0.3,1.093910257256354,0.5939760048025639,0.9576097450708001,0.1578401602164088
0.08,5.0,52.0,0.4,0.8561196358647513,0.45571379163301734,0.874960433260461,0.156732479818934
0.08,5.0,52.0,0.5,0.838488217362446,0.40606449663917543,0.8268281518612912,0.16942192894713062
0.08,5.0,52.0,0.6,0.7007128391165285,0.3337506266146582,0.7864432466930144,0.170084601255926
0.08,5.0,52.0,0.7,0.6170949218292375,0.2915642167558044,0.8705542343742149,0.17632628067938674
0.08,5.0,62.0,0.3,1.0559006861585045,0.5720333876896978,1.139473143236694,0.15538915820078447
0.08,5.0,62.0,0.4,0.8026007692714112,0.4247119228012866,1.049437108786188,0.15127293032311567
0.08,5.0,62.0,0.5,0.7514574529321947,0.3594872251024345,0.9455046195204639,0.15554591900615736
0.08,5.0,62.0,0.6,0.57565644718926,0.2707480893221896,0.802801829903475,0.148758424325064
0.08,5.0,62.0,0.7,0.4572829493246277,0.21705219013630234,0.7068834427180256,0.14472414321092683
0.08,5.0,72.0,0.3,0.9777039379844393,0.5267574965648792,1.3763791100260299,0.16731042474182947
0.08,5.0,72.0,0.4,0.711065905734757,0.37248877245124823,1.300844002282836,0.1625810701683269
0.08,5.0,72.0,0.5,0.6399544579339762,0.30254914952030987,1.1928021549619856,0.16125240259243015
0.08,5.0,72.0,0.6,0.46102369799894366,0.22332449856526268,1.025487887044773,0.14998080347534568
0.08,5.0,72.0,0.7,0.36189828688843184,0.20080009539102123,0.8458827918730333,0.13825849542080398
0.08,5.0,82.0,0.3,0.981532762729869,0.5284382090144734,1.4233538349999022,0.16932434006186234
0.08,5.0,82.0,0.4,0.7122287684402268,0.37275602735741725,1.3417287834348677,0.16310922073498538
0.08,5.0,82.0,0.5,0.6390084869664705,0.30187230319247954,1.2199619624072437,0.1586491157706772
0.08,5.0,82.0,0.6,0.4597061077227917,0.22349915915901797,1.0432895205420865,0.14558744212183852
0.08,5.0,82.0,0.7,0.3640443390280149,0.2006357623791337,0.8545168684326481,0.13212060487173713
0.08,5.0,92.0,0.3,1.0044870225545035,0.5423129972690188,1.4405372967501888,0.17241044672257214
0.08,5.0,92.0,0.4,0.7410119280676146,0.3897031924655165,1.391155937296369,0.17005802531719424
0.08,5.0,92.0,0.5,0.6689180451842688,0.3169069975087646,1.292655836292355,0.16907859409458414
0.08,5.0,92.0,0.6,0.4850436305911221,0.2319566603507867,1.1360026392239002,0.15832339956274408
0.08,5.0,92.0,0.7,0.3766200203548994,0.19846047364721936,0.9588516703996242,0.1462628993600643
0.08,6.0,52.0,0.3,1.1720173991015603,0.6406793031145719,0.9072757416254048,0.16658578370012245
0.08,6.0,52.0,0.4,0.9577098349673595,0.516051075217334,0.8759297884363415,0.17010167988775143
0.08,6.0,52.0,0.5,0.9602839956584244,0.4735405931143637,0.8908361725126405,0.18812785892811124
0.08,6.0,52.0,0.6,0.8165655981994998,0.39652072614108363,0.8870926735639129,0.1916797325681925
0.08,6.0,52.0,0.7,0.713029724773317,0.34228446914321775,0.965645118289208,0.19859680125886603
0.08,6.0,62.0,0.3,1.14145244701857,0.6230689592309215,1.014760199663702,0.15385616832535032
0.08,6.0,62.0,0.4,0.9085539123271822,0.48714838846773867,0.9674931262514337,0.1545374908263555
0.08,6.0,62.0,0.5,0.8776137660461247,0.42776947116695874,0.9224426732871258,0.16569103330921917
0.08,6.0,62.0,0.6,0.6956230429330702,0.3312280339026663,0.8292728280952733,0.16344074554942495
0.08,6.0,62.0,0.7,0.5606192140384315,0.26343143350589926,0.7660856968542512,0.16251320733645397
0.08,6.0,72.0,0.3,1.0671848011429628,0.5795581308328008,1.211342051210055,0.15688843619131013
0.08,6.0,72.0,0.4,0.8152893286643309,0.4329255428751631,1.166723962032835,0.15606197463241572
0.08,6.0,72.0,0.5,0.7595938206685696,0.3642878140213282,1.0995858333771484,0.16111956168374486
0.08,6.0,72.0,0.6,0.5655688081366247,0.26688382687347345,0.975274270714459,0.15475826062240397
0.08,6.0,72.0,0.7,0.42941408939506115,0.21159490810095585,0.8364875836382045,0.1476666261600225
0.08,6.0,82.0,0.3,1.0858903140519343,0.5895504483751403,1.268841413466872,0.15717590542878268
0.08,6.0,82.0,0.4,0.8268136541888634,0.4386606783178794,1.2240184933044858,0.1554532136955512
0.08,6.0,82.0,0.5,0.7695403535960629,0.3687575019042732,1.146958984167002,0.1577971673084843
0.08,6.0,82.0,0.6,0.5746155939238758,0.27113534202476913,1.0098457924181938,0.14973724028133137
0.08,6.0,82.0,0.7,0.44148880235227816,0.21598828223053945,0.8537862516345424,0.14072577145003284
0.08,6.0,92.0,0.3,1.093176729657152,0.5947512102988085,1.2750673146893197,0.16176238155986777
0.08,6.0,92.0,0.4,0.8443978872188437,0.4499099200761285,1.2563973830185815,0.16255242531269953
0.08,6.0,92.0,0.5,0.7879818159933708,0.3792318907996778,1.2061488361194082,0.16812632713956743
0.08,6.0,92.0,0.6,0.5940073207581458,0.2802389171521778,1.0824419592336927,0.16123155359441294
0.08,6.0,92.0,0.7,0.45848080486414095,0.22024603534215711,0.9356528786551216,0.15282051014716397
0.08,7.0,52.0,0.3,1.2069677864706216,0.6649589524335909,0.8964254647789678,0.1771723026306922
0.08,7.0,52.0,0.4,1.0296973800664606,0.5611771692326954,0.8925559641411623,0.18123645439219846
0.08,7.0,52.0,0.5,1.0427249750104324,0.5230121328467816,0.9489565134782504,0.2026012802026382
0.08,7.0,52.0,0.6,0.900957372899921,0.4456177473125433,0.9653240102367991,0.20683973505278966
0.08,7.0,52.0,0.7,0.7848820054670584,0.38298563954983894,1.0344442436358021,0.21331025301279277
0.08,7.0,62.0,0.3,1.1866805105904406,0.6528430930483983,0.9383474814942222,0.15875016997169028
0.08,7.0,62.0,0.4,0.9846243458743763,0.5339247241398267,0.9206088287228815,0.1609491743340763
0.08,7.0,62.0,0.5,0.9659021823420839,0.47919525047206574,0.921131295066333,0.17674445608155306
0.08,7.0,62.0,0.6,0.7889261208387144,0.3829281284300708,0.8587971880131438,0.1763469601048178
0.08,7.0,62.0,0.7,0.6480407553653151,0.3088099116057456,0.8235739001149202,0.1770337159329961
0.08,7.0,72.0,0.3,1.1215033825592289,0.6140746768600753,1.091895290691571,0.15439963594654302
0.08,7.0,72.0,0.4,0.8943858636773722,0.4805942449624085,1.0741648774733803,0.1551657423073065
0.08,7.0,72.0,0.5,0.8486081002705915,0.4143326510983168,1.0438202917520274,0.16522151898609877
0.08,7.0,72.0,0.6,0.6516608172768479,0.3105836753157784,0.9430761088902393,0.1609651858555311
0.08,7.0,72.0,0.7,0.5047707040142289,0.24074368869978696,0.8361388574375412,0.15643946838473022
0.08,7.0,82.0,0.3,1.1398771444908735,0.6239485798488932,1.1623740908263902,0.15570467200149185
0.08,7.0,82.0,0.4,0.909063962515099,0.48825903257024394,1.1407656233804475,0.1556876251688845
0.08,7.0,82.0,0.5,0.8652834174506636,0.42245698959067735,1.0957935584822571,0.16313422228817695
0.08,7.0,82.0,0.6,0.6696798696274772,0.3192242163888217,0.9804580167815969,0.1571964389883458
