$h$,$r$,$\alpha$,$k$,$x$
0.0620886773513449,70.74854183696738,0.4,0.8960718580012282,1.3464631925473014
0.09831822326036338,87.37544533764334,0.4,1.0597729752113958,6.25242063207463
0.04092977426726923,52.027612709707995,0.4,1.0323665052967517,3.7979713525562273
0.0538414227165132,92.05104052275773,0.4,1.0856395591325512,0.7822868790529776
0.08193184557371355,74.46611924471571,0.4,1.0892778209354492,2.5066253598494628
0.041572268614448,55.20829423675015,0.4,1.0335758401789719,4.056259991089797
0.06528626107435082,91.9882029456606,0.4,1.1103698195601206,1.3266004547102948
0.04092977426726923,51.89646725579142,0.4,1.0333577447471036,3.7979713525562273
0.06485096320825944,92.07585812741004,0.4,0.9956299853619841,0.35422353477137003
0.06655772631113327,72.12480679666231,0.4,0.9296673320185642,3.140792130170425
0.11387963690123616,51.76012257843046,0.4,1.0783031156362712,5.454905559251818
0.10120693035317767,85.47762065958945,0.4,1.0597729752113958,5.908174608865627
0.0820811888068088,70.74854183696738,0.4,0.8960718580012282,3.3711671773387697
0.07548955664874021,67.88584315585379,0.4,0.9907318660630107,2.5005060249185505
0.06008819380755975,71.65099803202295,0.4,1.0404806222297547,5.569227840275662
0.06102243093604474,67.72851744441543,0.4,1.0500473607222915,4.735823623501317
0.07216187108326008,69.75374735902017,0.4,0.9060116283010327,3.420468527742424
0.05887522575170881,51.94827866630636,0.4,1.0431257868635198,5.413490265288088
0.06140253249215766,82.8967853817575,0.4,1.0644773596752828,2.0234070591024227
0.07231754742376528,79.25911951936223,0.4,0.9260210027235443,1.9780653743424672
0.06485096320825944,92.23588311240424,0.4,0.9956299853619841,2.0561470020729082
0.05872264209310658,65.88710303919586,0.4,1.0463809951070675,1.8418378596156475
0.10042870466226944,90.78746703559769,0.4,1.0597908203717443,7.306103811143524
0.04883815936351417,57.674742820165235,0.4,1.0393808655246766,5.007027497883486
0.0689042203378815,92.33800429524089,0.4,0.9907318660630107,2.508905886840674
0.078265911156096,65.75690673541538,0.4,1.0451491139018318,4.085295080416759
0.06531140536987992,52.727423829237175,0.4,1.0567535435550857,5.007027497883486
0.03681458921546214,51.917390821832846,0.4,1.0414041006613899,3.385851877424772
0.065422712398921,90.31306750971635,0.4,1.0347221883150268,1.9302085634881263
0.05127373161218068,54.17466091053609,0.4,1.0407042967936362,4.084270670309373
0.04985960097528583,92.02715246697937,0.4,1.040698630579396,5.587297309115111
0.05902656481543674,67.50444789548312,0.4,1.0425520305657874,6.262089806673335
0.08193184557371355,73.85062369830263,0.4,1.0892778209354492,2.5066253598494628
0.05261488463924381,52.47369434836418,0.4,1.0381405214988135,3.7399672691370696
0.0415049987730556,51.917390821832846,0.4,1.0414041006613899,3.385851877424772
0.051769585160851436,74.2866172139565,0.4,1.0892778209354492,2.5066253598494628
0.04647725627303853,52.40065563915671,0.4,1.0324865424702365,5.371431409104376
0.061553082353458084,54.70475388236643,0.4,1.0483315268737958,4.6455488853342475
0.06112428361295719,83.79979897874175,0.4,1.0411758349294034,1.3266004547102948
0.08261658298922814,65.41692366852776,0.4,1.050333951111035,3.2542140757491227
0.07818567247238865,62.53889518036908,0.4,1.0518406772309412,4.106804989177554
0.060796859085442946,91.4217338056423,0.4,1.0840992191264762,3.587838170127078
0.06189597901725317,65.34975039234328,0.4,1.0594240636212147,3.05651322218668
0.05127373161218068,72.08306110033482,0.4,1.0407042967936362,5.393511373124769
0.05127373161218068,54.17466091053609,0.4,1.037179701892081,5.307949590251171
0.0596537834760224,71.95629748743977,0.4,1.0463087985797659,0.2818626138102349
0.06550295108262817,90.9234755405682,0.4,1.0347221883150268,1.9086986544232705
0.0816769375690948,69.75787603682053,0.4,1.0458690863826088,4.697428574784972
0.07673143973652027,71.49492391535756,0.4,1.0421506819778228,3.581173755083197
0.041572268614448,54.42470861785421,0.4,1.0335758401789719,4.0941960638300126
0.07772107932236923,71.9576113239343,0.4,1.0421506819778228,4.827592134128807
0.06655772631113327,61.02081769862701,0.4,1.0863704485098482,1.8357453847584224
0.07831153970076801,51.76012257843046,0.4,1.0761887264446515,5.454905559251818
0.06176230057810477,70.36578008499322,0.4,1.0850722586926973,3.1394078731558555
0.08268065870911735,69.75374735902017,0.4,1.0305619145169012,3.420468527742424
0.0820782621557545,61.07239524911948,0.4,1.086138234902073,4.931981680675877
0.06531140536987992,57.674742820165235,0.4,1.04564889559463,5.007027497883486
0.06563308127347371,56.01834833568583,0.4,1.0567535435550857,5.007027497883486
0.060202325577499445,71.85383794758525,0.4,1.0493227663241478,4.635965115064039
0.05003406806740926,72.08306110033482,0.4,1.0407042967936362,5.435160260090172
0.07209779536337087,67.71462766485247,0.4,1.050201117782973,1.9096535060599475
0.06325975719703485,86.9338317681443,0.4,1.0347980934683507,1.7492173865304297
0.041572268614448,55.20829423675015,0.4,1.0335758401789719,4.0941960638300126
0.0820782621557545,92.28426706739886,0.4,1.0651942633735334,4.556278464072512
