u,Iu
0.03998691589777569,0.27707090171935983
0.27068331190426553,0.05521425774123849
0.11930100691075043,0.08091460538675006
0.09232814539267784,0.08104747278439307
0.26910050119667095,0.055363191180886465
0.2404022386126756,0.0556746239772918
0.21665895261402449,0.05703152775810474
0.1895315905186901,0.06018337436027895
0.17172217875601478,0.06020062972631911
0.045644824501715274,0.26871066664192467
0.1662810950023526,0.06203322027845373
0.14315160611288807,0.06223222066962403
0.23673315316048396,0.056865776185468314
0.07004347502254761,0.18553581343747397
0.07372773486185144,0.14915591471548004
0.07149377646717753,0.17038518574274414
0.06885192048149533,0.19698931084989313
0.06111413470319243,0.2511744734546017
0.20983925440298365,0.05849091660165433
0.07074648870210543,0.17824820444177172
0.0636314167555508,0.23560788190255436
0.07452365661532093,0.14219853562467144
0.08278914903543592,0.0948500033806191
0.1950126940843488,0.05851713103383296
0.0682228956791075,0.20253824556195635
0.052525639669570294,0.26200143990207136
0.07872359919067018,0.11995148379224498
0.07284971948752604,0.15995025575984168
0.06614089270647769,0.22021444663495404
0.08052162476565354,0.11009780911799913
0.08360306686629163,0.08854551354051808
0.07706179546359808,0.12598230665469143
0.12557996694620924,0.07392068356521922
0.07239362587470682,0.1610162847126519
0.07568684112062396,0.13494663808016255
0.06731471568256127,0.20998242379083149
0.0797501174965915,0.11513039893738646
0.05842731277588381,0.25828602459352085
0.08263798032709983,0.10231358633239351
0.0874396595712637,0.08711384950471866
0.06258529676730122,0.242895038057267
0.08182021953995507,0.10436353481126755
0.13727709732776974,0.06419997195059406
0.06234478799406235,0.24436188514328486
0.06593860647493449,0.22163645364383996
0.1218262965400112,0.07448409740912651
0.05779359961749228,0.2586664689334968
0.08994909411651468,0.084324645712683
