h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative uu,RMSE uu,RMSE relative vv,RMSE vv,RMSE relative ww,RMSE ww
0.08,0.3,92.0,0.6,4.291647062633565,3.340378396723336,5.965290729510008,0.08040165367673005,6.7303272982949345,0.02267824616481799,4.072597359844299,0.035130539230471367
0.08,0.3,92.0,0.7,4.34018847453323,3.348609544147741,6.153402496705095,0.08293707027993377,6.365981380454194,0.021450560489556385,4.456788840892386,0.03844460460556868
0.08,0.3,92.0,0.8,4.323772752184823,3.322060438478669,6.360032630565067,0.0857220819776202,5.986868311653556,0.02017311600320301,4.8419157757381335,0.041766739277341626
0.08,0.3,92.0,0.9,4.261807561544022,3.25619905732219,6.606256657924155,0.08904074989713691,5.6517432105522,0.019043891642790186,5.218397695697045,0.04501430138330571
0.08,0.3,92.0,1.0,4.194751779457693,3.159956669896539,6.931054595164295,0.09341845627374515,5.367885738005785,0.018087416667232677,5.605569086815133,0.04835407169271586
0.08,0.9,52.0,0.1,0.5823590110053396,0.5266100492009168,6.006783671569926,0.08096090574151653,6.087365473307453,0.020511747286622164,3.6885127576336694,0.03181739580047701
0.08,0.9,52.0,0.2,2.035719363316406,1.7463303738982563,5.493612224983466,0.07404425493669982,8.354432510918457,0.028150767214243224,3.425922909765067,0.02955227550083017
0.08,0.9,52.0,0.3,2.797385137301515,2.3330865283645275,5.357437062022701,0.07220885264229343,8.338223640878459,0.02809615044324106,3.580059981428139,0.03088187378037542
0.08,0.9,52.0,0.4,3.159171843875937,2.582876096058034,5.500068914037479,0.07413127977769389,8.185600207395648,0.027581876524360505,3.7667202342290653,0.0324920195312049
0.08,0.9,52.0,0.5,3.275920335000868,2.632918559630526,5.809528723657684,0.07830225510281341,7.776822284120644,0.026204474511070275,4.15747420429434,0.03586269344318852
0.08,0.9,52.0,0.6,3.191652343534168,2.522315050272379,6.21931642905337,0.08382547445023189,7.203810148500477,0.024273675355089504,4.721308873060009,0.04072637482398906
0.08,0.9,52.0,0.7,2.8908777782879143,2.2262605130996342,6.81251422581958,0.09182074005924167,6.786963975719601,0.02286908688558344,5.724302988840165,0.049378279497839225
0.08,0.9,52.0,0.8,2.615590115885107,1.9702803228248682,7.463804012473427,0.10059898377680063,6.76777194392272,0.022804418170051147,6.670203452528239,0.057537689921114014
0.08,0.9,52.0,0.9,2.702350578877901,2.029544549335383,8.118003829213643,0.10941644959463977,7.057249260651915,0.02377982955154203,7.459956085750825,0.06435015710418335
0.08,0.9,52.0,1.0,2.8189373610162307,2.1181715043956655,8.690232213316028,0.11712908430915499,7.483708534281657,0.02521680994759125,8.085041517701347,0.06974219229677443
0.08,0.9,62.0,0.1,0.58271411444002,0.5268887114234893,6.336170939193973,0.08540046824029325,5.203826441417166,0.01753460891379606,4.02821926609049,0.034747730367762845
0.08,0.9,62.0,0.2,2.023527918813718,1.735459333144183,5.810806924968469,0.07831948301403836,7.345533409392878,0.024751220481106305,3.7394424343078954,0.03225671912323915
0.08,0.9,62.0,0.3,2.7971955226191727,2.333399907273131,5.594085414683297,0.07539845726619898,7.513627819298503,0.025317624793677454,3.7782221480610088,0.03259123592786681
0.08,0.9,62.0,0.4,3.204778432250854,2.6236664827657625,5.597532222611521,0.07544491419007769,7.605128085454567,0.025625940491869323,3.7962023155055027,0.03274633424031167
0.08,0.9,62.0,0.5,3.451344760490013,2.787928184203426,5.721136190256821,0.07711087882622268,7.4571319547547015,0.02512725855045729,3.9482920516363555,0.03405827204550174
0.08,0.9,62.0,0.6,3.592221299630738,2.8751764450315687,5.940535011711738,0.08006799003162236,7.0703801014481344,0.0238240747162613,4.275360432166005,0.03687958914562451
0.08,0.9,62.0,0.7,3.5806282584018887,2.8262103195985753,6.377876823990305,0.08596259039958516,6.5688904083914945,0.022134274769810156,5.069288172762339,0.04372807112721803
0.08,0.9,62.0,0.8,3.4272156488721692,2.6651448479962685,6.872707699031289,0.09263204247620951,6.264874004812099,0.021109873053081922,5.853297355407216,0.050490994862209745
0.08,0.9,62.0,0.9,3.2658248394062777,2.5034401457360462,7.4150904980871255,0.09994241106464624,6.242078937956145,0.021033063692319665,6.574339455253898,0.05671075967992641
0.08,0.9,62.0,1.0,3.2549335157221364,2.4696429535416806,7.987321029241737,0.10765507471765876,6.443209545147414,0.021710785475971772,7.191414822127969,0.06203369943279111
0.08,0.9,72.0,0.1,0.6102675344428973,0.5514588355940339,6.741962695938362,0.09086982921028475,4.2628057397102195,0.014363782567073461,4.570587062797884,0.03942623685294651
0.08,0.9,72.0,0.2,2.0820586319947294,1.783444674837406,6.244045347429802,0.08415877688614945,6.346495005567526,0.021384899967125066,4.2395832099541835,0.036570972064824334
0.08,0.9,72.0,0.3,2.888061917698532,2.408373507679808,5.995616690297062,0.08081039442503136,6.655438745994763,0.02242590464430674,4.172249360571358,0.03599014508187591
0.08,0.9,72.0,0.4,3.3613114112890026,2.7549991350953946,5.911948500649869,0.07968269401396938,6.958776085369149,0.023448018212996934,4.090681249821301,0.03528653226148902
0.08,0.9,72.0,0.5,3.667784082470209,2.9702719377619826,5.908804795591075,0.07964032238501448,7.04402704558183,0.023735276495663225,4.107943819069235,0.03543544051649178
0.08,0.9,72.0,0.6,3.8886033344407616,3.127147979979495,5.976313761537031,0.08055022480992223,6.860249210797184,0.02311602593143891,4.23535724950921,0.03653451860378191
0.08,0.9,72.0,0.7,3.9997147018709116,3.184291427980315,6.229517345970025,0.08396296491403454,6.398748033107289,0.02156096971364452,4.7449623705070145,0.04093041171901658
0.08,0.9,72.0,0.8,4.040128779982067,3.1930801296637923,6.5476218124276455,0.0882504550473524,5.991884842692921,0.02019001950889626,5.287298587250971,0.04560864579299766
0.08,0.9,72.0,0.9,3.996793607804739,3.1316755695967924,6.95584886785577,0.09375263957117348,5.726012086725862,0.01929414512699702,5.836631665116627,0.0503472353311721
0.08,0.9,72.0,1.0,3.9293815709466515,3.039836426432349,7.44703858761499,0.10037301526255152,5.647139490191335,0.019028379127723625,6.36167357688551,0.0548762873953181
0.08,0.9,82.0,0.1,0.5973798951026031,0.5398193838444236,6.844545336503731,0.09225246323668346,3.91594605000596,0.013195017798418243,4.7157601470408546,0.040678511084986275
0.08,0.9,82.0,0.2,2.0722009296635022,1.7763460409374738,6.3764835036361305,0.08594381088561731,5.865977012969745,0.019765765437736373,4.393983871949668,0.03790284409492614
0.08,0.9,82.0,0.3,2.9176308026903106,2.435731682712996,6.149180035044872,0.08288015890453526,6.122773815461476,0.020631057843756653,4.337438328871906,0.0374150778750223
0.08,0.9,82.0,0.4,3.372085464496376,2.764427623207696,6.092564574090765,0.08211708181562453,6.413008721156142,0.021609021967230094,4.256558746146071,0.036717404350526686
0.08,0.9,82.0,0.5,3.6322025519166328,2.9378923163562924,6.10022357273577,0.08222031168060329,6.512602938067538,0.021944610723557162,4.256411345561164,0.036716132861701944
0.08,0.9,82.0,0.6,3.8148995495745806,3.060907682200789,6.145349349035138,0.0828285279775839,6.385386529523323,0.021515947316667478,4.353631391776236,0.037554760485739254
0.08,0.9,82.0,0.7,3.9118412781658938,3.1064375658292573,6.339280527334469,0.08544238003304336,5.985607244492281,0.020168866760893356,4.7893576243129266,0.0413133686056593
0.08,0.9,82.0,0.8,3.9556311580774617,3.119334147734529,6.565684100425149,0.08849390300153183,5.601277648700221,0.01887384487035239,5.225043844261249,0.04507163157390309
0.08,0.9,82.0,0.9,3.9326451918600114,3.077283311285364,6.854733650997256,0.0923897838419317,5.286760821424625,0.017814061338912474,5.658699854190501,0.048812381793790216
0.08,0.9,82.0,1.0,3.859378499162635,2.981153447419818,7.2339746512432725,0.09750128719430921,5.081811196481151,0.01712347114324209,6.091936572653423,0.05254951517311948
0.08,0.9,92.0,0.1,0.5950742344207811,0.5378129454908851,6.625462911328239,0.08929961649805268,4.1962334046470176,0.014139463045092336,4.435372797057218,0.038259868158128256
0.08,0.9,92.0,0.2,2.026790726412497,1.7369139459578153,6.137779248002366,0.08272649629645831,6.2530239600720225,0.021069943608380534,4.127919967797755,0.035607756317582374
0.08,0.9,92.0,0.3,2.793926299946796,2.329548966549577,5.89960368642942,0.07951630757571146,6.55629841216252,0.02209184527455225,4.078431110593703,0.03518086161480119
0.08,0.9,92.0,0.4,3.2660815803757264,2.6772597290348696,5.831617382386897,0.07859997147069202,6.892379274427928,0.023224290130193982,3.9682680828626484,0.034230586833009044
0.08,0.9,92.0,0.5,3.5495332286059535,2.8732916245297395,5.827134186491978,0.07853954585523543,7.055680345615903,0.02377454299714112,3.9298635891232574,0.03389930670518672
0.08,0.9,92.0,0.6,3.7504084603627326,3.012987888442643,5.864372536606942,0.07904145348475378,6.992500416110141,0.023561654391505173,3.990558295125739,0.03442286392479452
0.08,0.9,92.0,0.7,3.865161431971032,3.0748862955626124,6.041660120331756,0.08143097908445537,6.616288793884513,0.022293986505418903,4.36957913911147,0.03769232698541884
0.08,0.9,92.0,0.8,3.9213051163636687,3.0985831849134002,6.2449856378004895,0.08417145035072437,6.234262240640994,0.0210067248564723,4.729073566723344,0.040793353670963234
0.08,0.9,92.0,0.9,3.9122951557500554,3.068724871599713,6.492133130937552,0.08750256496882285,5.888910669988972,0.01984304178646213,5.088254168691019,0.043891673272273425
0.08,0.9,92.0,1.0,3.8603770956593144,2.9918276464833062,6.82092149342794,0.09193405527710205,5.592929491719192,0.018845715248916855,5.469775541213711,0.047182706085098336
0.08,1.8,52.0,0.1,0.46824516579573167,0.3589556185696473,6.565277234260874,0.08848841915943323,4.647951216448132,0.015661553617961486,4.286412323257171,0.03697492361138273
0.08,1.8,52.0,0.2,0.8479531642104295,0.7507291582345041,6.1829299878147435,0.08333504905779894,7.077432522627247,0.023847838277299173,4.088378458342969,0.03526666820442147
0.08,1.8,52.0,0.3,1.7017001756511803,1.4700576717814364,5.945929456632413,0.08014069768527363,7.4622907231762134,0.02514464133363932,4.148356655903041,0.03578404476689058
0.08,1.8,52.0,0.4,2.2491133530555865,1.9006461874153004,5.950891241709712,0.0802075738432838,7.506292990570643,0.025292909643270235,4.223008955348928,0.03642800126506719
0.08,1.8,52.0,0.5,2.5189609712110346,2.0908086942917006,6.171949301163228,0.08318704866597891,7.210404722342805,0.024295896171748193,4.511757156983348,0.038918765543722485
0.08,1.8,52.0,0.6,2.5145821017148187,2.0491265664837504,6.514781708234515,0.08780782805668758,6.681373825649394,0.0225132944687007,4.9993820940291505,0.04312505589531732
0.08,1.8,52.0,0.7,2.2857775468218224,1.821813867051346,7.071396077382067,0.09531001324244953,6.311481084051014,0.02126691843425842,5.930537404921697,0.05115727349225232
0.08,1.8,52.0,0.8,2.1390019619924154,1.6740724374947598,7.669321368640315,0.10336899718341368,6.355150250884106,0.021414064341338485,6.802477999052142,0.058678700371022186
0.08,1.8,52.0,0.9,2.2834053826011584,1.7816679505222484,8.258439037208644,0.11130926982239103,6.666960731250155,0.022464728672670915,7.525952310708537,0.06491944563557614
0.08,1.8,52.0,1.0,2.4485162785408208,1.9141402706090402,8.779061551919337,0.11832634795355458,7.121408734647995,0.023996018791767677,8.10987345823617,0.06995639453285324
0.08,1.8,62.0,0.1,0.4399042020522279,0.3376950740107054,6.72245642139574,0.09060691885077107,4.097547084555006,0.013806933502180856,4.473378207341682,0.03858770576125914
0.08,1.8,62.0,0.2,0.8601023016516902,0.7612500987726412,6.3051293958529335,0.08498208269456436,6.484014995712224,0.02184828191734239,4.275503020019412,0.03688081911945578
0.08,1.8,62.0,0.3,1.7265875350900786,1.4897663820824687,6.02566081803735,0.08121533655830313,7.034207720224213,0.02370218968312606,4.228132240046211,0.03647219511438345
0.08,1.8,62.0,0.4,2.3313578763257685,1.9700858633648355,5.917151504372638,0.07975282137613253,7.3100812235372645,0.024631762189959286,4.150266461516931,0.03580051889755295
0.08,1.8,62.0,0.5,2.724096098331975,2.2665004457860687,5.956231239560606,0.08027954764595499,7.282790762444286,0.024539805325576963,4.221310757454641,0.03641335247893021
0.08,1.8,62.0,0.6,2.9528613670960127,2.4262710129114975,6.114706341166138,0.08241551399083745,6.932884441333894,0.02336077474755773,4.479977091784776,0.03864462824789905
0.08,1.8,62.0,0.7,3.0119568665812366,2.4415879900155435,6.49909229418559,0.08759636228042421,6.442952824945531,0.021709920441676155,5.194617650154439,0.04480917287463604
0.08,1.8,62.0,0.8,2.9501909256645926,2.3586001662477516,6.946244360951567,0.09362318766801186,6.137858315118733,0.020681885980537915,5.903137303461475,0.05092091810176902
0.08,1.8,62.0,0.9,2.8803262036606854,2.2743518547130144,7.451858807439526,0.10043798336931299,6.089549296928197,0.02051910581280622,6.560693874772144,0.05659305184925219
0.08,1.8,62.0,1.0,2.9037426234465924,2.2735546520916596,7.9832680813977275,0.107600448091112,6.2752260540368505,0.0211447549110101,7.138566660367868,0.061577827109571194
0.08,1.8,72.0,0.1,0.42267729777740487,0.325433952124645,6.986939419320599,0.09417168566043244,3.536525785812267,0.011916538198550234,4.784837794379438,0.041274380203722226
0.08,1.8,72.0,0.2,0.925080553371525,0.8189496161916324,6.5835707422368905,0.08873498355327644,5.768401639546059,0.01943697929702565,4.548320201310859,0.03923416118675806
0.08,1.8,72.0,0.3,1.8526128464834157,1.595502028089478,6.256884439977344,0.084331825329107,6.495343736640325,0.021886454797221504,4.42739374416687,0.038191040231913345
0.08,1.8,72.0,0.4,2.5218711903088593,2.128774034683355,6.067502075660446,0.08177928330580511,7.000407397561502,0.0235882974452271,4.273448330716786,0.03686309521090934
0.08,1.8,72.0,0.5,2.9824744414801803,2.4813509246685896,6.001682024796886,0.08089214449321763,7.179704140624937,0.024192448699026127,4.232473871541875,0.03650964636283893
0.08,1.8,72.0,0.6,3.2849270139558624,2.7031691965267632,6.018640179882214,0.0811207106728041,7.015563148067596,0.02363936566606635,4.308493341987805,0.037165396183607494
0.08,1.8,72.0,0.7,3.4786305183421793,2.832931126581057,6.239217832057883,0.08409371044820838,6.568976024158551,0.02213456325733161,4.750483390253756,0.04097803646157462
0.08,1.8,72.0,0.8,3.5923214110306754,2.900649512458519,6.515388889639634,0.08781601179680469,6.144017079804629,0.02070263831180319,5.218387386307356,0.04501421245371437
0.08,1.8,72.0,0.9,3.6200427199540557,2.8974892906058494,6.885789267671767,0.09280835907150586,5.833899153079185,0.01965767714265108,5.709911236056534,0.049254135127284535
0.08,1.8,72.0,1.0,3.598914602101352,2.849801356478627,7.344101263913135,0.09898560072972026,5.698860391527218,0.019202655842714675,6.203249034828851,0.05350970506516512
0.08,1.8,82.0,0.1,0.42278788653417276,0.3258897943094247,7.047698374367949,0.0949906097804775,3.338479421974661,0.01124920896000129,4.948743392769486,0.04268824254894448
0.08,1.8,82.0,0.2,0.9642445964843479,0.8536838618279036,6.655227345565104,0.08970078885358561,5.479403830130542,0.018463183644520216,4.694044038105726,0.04049118625282857
0.08,1.8,82.0,0.3,1.9010243584259823,1.635494957756298,6.3372575496788155,0.08541511384330663,6.147082646794101,0.020712967925764103,4.55265039450021,0.03927151376750025
0.08,1.8,82.0,0.4,2.536485035703689,2.1378539805948558,6.166591679875596,0.0831148373302986,6.622465167696536,0.022314798171703013,4.389871816030847,0.03786737318311973
0.08,1.8,82.0,0.5,2.965050849167859,2.462362341632959,6.1097052278040955,0.08234810775654547,6.818005020285174,0.02297368156852694,4.322847122602898,0.037289213003304934
0.08,1.8,82.0,0.6,3.244122493542124,2.6642965772286256,6.118970596743613,0.08247298867491831,6.697983839623247,0.022569262918525648,4.365591122567935,0.03765792604683949
0.08,1.8,82.0,0.7,3.41072756625289,2.7710637846421364,6.289755015293904,0.0847748630170579,6.307526445280627,0.021253593038991166,4.739052988063815,0.0408794369298573
0.08,1.8,82.0,0.8,3.5122526023998324,2.829062770271604,6.488850278001737,0.08745831787060326,5.911886625904162,0.01992046066388414,5.114467280279877,0.04411778959649072
0.08,1.8,82.0,0.9,3.54723918316515,2.8334318064294344,6.7571225746163215,0.09107415777875112,5.573525960581468,0.018780333873523784,5.508175272957357,0.047513945135577725
0.08,1.8,82.0,1.0,3.507673941487657,2.7704808465386144,7.119445194531113,0.09595763104544762,5.327817752979703,0.017952405160737307,5.918977532422771,0.0510575571396546
0.08,1.8,92.0,0.1,0.4268650733786488,0.3282823204223432,6.8254395156875445,0.0919949502908561,3.5675282152502006,0.012021002765478348,4.638365346733498,0.040010897562657605
0.08,1.8,92.0,0.2,0.8793552854540494,0.7780389989461842,6.4137016211537405,0.08644544581521892,5.91524622741524,0.019931781045004867,4.401667722507749,0.037969125583033295
0.08,1.8,92.0,0.3,1.7646685083375613,1.5212453862026933,6.104140265978817,0.08227310183417076,6.6850740846277015,0.02252576271582516,4.255617744322204,0.03670928719614868
0.08,1.8,92.0,0.4,2.4137014087183184,2.0393854866173156,5.919327549671043,0.0797821506491555,7.2295050869032735,0.02436025600896589,4.072666322485177,0.035131134107535496
0.08,1.8,92.0,0.5,2.8664352506869055,2.3869719934438245,5.8429559252639045,0.07875279513661765,7.489494478349952,0.025236306037166256,3.9756819985801557,0.034294539842342445
0.08,1.8,92.0,0.6,3.1685699261898557,2.6096212820988223,5.832007929323256,0.07860523535822836,7.428374649871749,0.025030359066930307,3.982061450329938,0.034349569485629644
0.08,1.8,92.0,0.7,3.3573651761834165,2.7362652795608087,5.983161181270715,0.08064251601499013,7.059099789931523,0.023786065022222448,4.313384450811209,0.0372075872659117
0.08,1.8,92.0,0.8,3.4758128299284112,2.8087983714127422,6.160361423869814,0.08303086440954618,6.662609580884338,0.022450067207526247,4.628533259078732,0.039926085215510575
0.08,1.8,92.0,0.9,3.522121587062898,2.822629582954769,6.3980611860924945,0.08623464018978191,6.305812993632093,0.021247819459705237,4.9547788387758285,0.04274030477213154
0.08,1.8,92.0,1.0,3.50185600274524,2.776669338495867,6.720212850978653,0.09057667945761264,5.988208492657954,0.02017763182440696,5.3128495447559585,0.04582905032496923
0.08,2.7,52.0,0.1,0.6772492068581758,0.5237149551572561,6.962071262320414,0.09383650653214347,3.3893118197932433,0.011420491808484722,4.892887717822113,0.04220642718479119
0.08,2.7,52.0,0.2,0.5631695954679132,0.4465257252074218,6.707863056363078,0.09041022589236591,5.637246739873372,0.018995044905327833,4.772372909759716,0.04116685714670361
0.08,2.7,52.0,0.3,1.0668149627796484,0.9356838886606937,6.4861421843028335,0.087421817518554,6.137803878243195,0.02068170255218307,4.797183793532809,0.04138087774553015
0.08,2.7,52.0,0.4,1.6296924102702313,1.406218554110949,6.418788800840369,0.08651401207257366,6.391088385093535,0.02153516006494649,4.809528669073128,0.041487365594965145
0.08,2.7,52.0,0.5,1.968955220940305,1.6689872583508818,6.544625181679142,0.08821006572207672,6.230488829999006,0.02099401012037891,4.996590432513181,0.04310097480756434
0.08,2.7,52.0,0.6,2.0340989666868707,1.6933258726089586,6.814767933787807,0.0918511160888044,5.794980229761853,0.01952653746929765,5.369685420136744,0.046319320973732585
0.08,2.7,52.0,0.7,1.896220681675115,1.5474512260091036,7.322318201513236,0.09869200326423022,5.513760012032811,0.018578948883851195,6.196330941993895,0.05345002906229413
0.08,2.7,52.0,0.8,1.8468331687451536,1.4844914743538367,7.864780619170338,0.10600344497173111,5.641711579821748,0.01901008945441855,6.97664921267321,0.060181114705732563
0.08,2.7,52.0,0.9,2.0289388128618735,1.6266062567286985,8.39143425370948,0.1131018120173362,6.039752272255483,0.020351311716954534,7.6325115632956555,0.0658386339747653
0.08,2.7,52.0,1.0,2.256976766094436,1.813985614861102,8.865532075741443,0.1194918189129493,6.55574304125592,0.02208997391858776,8.172204792403969,0.0704940694333627
0.08,2.7,62.0,0.1,0.622464356288034,0.47971174542424166,6.968002366357535,0.09391644740918305,3.231081475721945,0.01088732506420145,4.868133245116507,0.041992893192187714
0.08,2.7,62.0,0.2,0.5463386315402782,0.4403521641728601,6.693885211792019,0.09022182906992944,5.406021005105549,0.018215915763416104,4.732124044930972,0.0408196673314791
0.08,2.7,62.0,0.3,1.1023808319000474,0.96738333760914,6.433011368249638,0.08670570732953359,6.070187894223225,0.020453866391723273,4.675899692083054,0.04033467172329376
