h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu,RMSE relative Iv,RMSE Iv,RMSE relative Iw,RMSE Iw
0.06,0.3,32.0,0.4,0.8239320985457949,0.5034744988034225,2.4747826815393736,0.5176578591426817,2.7056918952339375,0.3440274578567429,2.628602155637807,0.4001102649441428
0.06,0.3,32.0,0.5,1.2287016330984906,0.7582588104332916,4.394261203306057,0.8695070775004753,4.460030436189985,0.5713990556424214,4.458645165194556,0.669166638143264
0.06,0.3,32.0,0.6,1.8319115010428957,1.165557564364204,6.0876239050804735,1.1804736262951872,5.957028867480151,0.7620876707954212,6.0258264801721015,0.8999338195658415
0.06,0.3,42.0,0.4,0.8678839055422873,0.5281446914428656,1.8816517456110864,0.42539449587951356,2.235355409563836,0.29876396990896237,2.0422773054408445,0.3357017229531055
0.06,0.3,42.0,0.5,1.1159956954356687,0.6595197194024502,3.5748687788549733,0.7403400331201091,3.810963632890492,0.5083004551994652,3.685483302189413,0.579380633742989
0.06,0.3,42.0,0.6,1.4793588201431274,0.8999410016898997,5.167790801039241,1.0286663566454481,5.226598104592702,0.6871613323440404,5.212654455011183,0.7981077324842586
0.06,0.3,52.0,0.4,0.8745797418796618,0.5296681105634986,1.4728490678833894,0.3596309099651046,1.8844975000137778,0.26280406584387556,1.708378692205341,0.2986818858160417
0.06,0.3,52.0,0.5,1.0540727177262659,0.6085680680025646,2.9840272583590366,0.6449908373435531,3.3424219049198904,0.4601231932365775,3.173055242685531,0.5211860012158015
0.06,0.3,52.0,0.6,1.288279828095286,0.7521908621768553,4.470452839320418,0.9138328565183065,4.686356465916864,0.629909475389496,4.603082393119624,0.725836720721258
0.06,0.3,62.0,0.4,0.8934042664829371,0.540696488417815,1.1723674873435228,0.3074682977190213,1.59780278298811,0.23174261136799698,1.4489894806900656,0.26652586359752223
0.06,0.3,62.0,0.5,1.0346314725306247,0.5955549896776798,2.4780147508413584,0.5586556224728392,2.968477716662468,0.41935405948232307,2.766928698036732,0.4733435548805278
0.06,0.3,62.0,0.6,1.1976096846035127,0.682595931490454,3.8401032497781755,0.8081360064755412,4.249738668740498,0.581878079822108,4.102949795054111,0.6663325550689019
0.06,0.6,32.0,0.4,1.0011030862172916,0.5543480216510307,2.764147097181791,0.627759295174571,2.5560705510163517,0.3639426367238506,2.926665613311765,0.5145254560967688
0.06,0.6,32.0,0.5,1.2009573327091856,0.7406805182419053,4.567549998815902,0.9375879326498261,4.119523062773858,0.5508159908214245,4.632423205280344,0.7505306258367378
0.06,0.6,32.0,0.6,1.7189704936682173,1.091219281890871,6.201402404881417,1.2275096139294603,5.677991062759362,0.7341340770323707,6.117522491413272,0.958464441812056
0.06,0.6,42.0,0.4,1.0117466307318308,0.5430085253085003,2.1353743593923027,0.517680702700615,2.0415955599297244,0.3148799019168499,2.3709276361709795,0.4523689128289163
0.06,0.6,42.0,0.5,1.048311827732345,0.6311418063429234,3.7377595705141204,0.7982181861191603,3.4142732233669038,0.4801008299304769,3.881663688523773,0.6641377932075263
0.06,0.6,42.0,0.6,1.373931761691843,0.8638856483897762,5.2781200905347205,1.0692940377043543,4.9094059142051725,0.6521549620875275,5.318355285731722,0.8592598199452581
0.06,0.6,52.0,0.4,1.0613271253574632,0.5582280595286275,1.7075331562960998,0.4458978984997806,1.7403457911120037,0.286369244591123,2.0797555357957815,0.41901920500801276
0.06,0.6,52.0,0.5,0.9690313815078807,0.5671373922686768,3.128622059469113,0.6972950989283748,2.954216686056992,0.43440483221037746,3.4099199869908965,0.6124287488168036
0.06,0.6,52.0,0.6,1.1314092288378406,0.6980588339052344,4.566804745501267,0.9497367071840627,4.36853035434472,0.5956109129977187,4.74307210811535,0.7934063396826055
0.06,0.6,62.0,0.4,1.1934229490510584,0.6178919697703603,1.3456751251703483,0.36934271987738015,1.5434695037817627,0.26702532164314696,1.8664655474751972,0.394419022973537
0.06,0.6,62.0,0.5,1.0081786231710477,0.5714015000331555,2.593489331865875,0.5992869485712984,2.623486166263165,0.4004000839848775,3.050323748875702,0.5724273515279618
0.06,0.6,62.0,0.6,1.0412027275329216,0.6242901757799993,3.923323720892896,0.8372903876597476,3.942597158865565,0.551006346624839,4.290045454242032,0.741488113740755
