x,z,y,u,w,v,uu,ww,vv,vw,uv,uw
-18.000000,0.000000,0.100000,16.087014,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.200000,19.809159,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.300000,22.025902,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.400000,23.609955,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.500000,24.843413,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.600000,25.853687,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.700000,26.709303,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.800000,27.451385,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,0.900000,28.106565,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.000000,28.693078,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.100000,29.223963,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.200000,29.708864,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.300000,30.155115,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.400000,30.568426,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.500000,30.953327,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.600000,31.313473,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.700000,31.651858,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.800000,31.970962,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,1.900000,32.272865,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.000000,32.559326,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.100000,32.831848,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.200000,33.091725,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.300000,33.340080,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.400000,33.577889,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.500000,33.806013,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.600000,34.025210,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.700000,34.236152,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.800000,34.439438,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,2.900000,34.635605,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.000000,34.825134,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.100000,35.008460,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.200000,35.185977,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.300000,35.358041,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.400000,35.524976,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.500000,35.687081,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.600000,35.844627,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.700000,35.997863,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.800000,36.147018,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,3.900000,36.292305,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.000000,36.433919,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.100000,36.572042,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.200000,36.706840,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.300000,36.838471,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.400000,36.967080,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.500000,37.092802,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.600000,37.215765,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.700000,37.336086,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.800000,37.453878,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,4.900000,37.569243,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.000000,37.682281,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.100000,37.793082,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.200000,37.901735,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.300000,38.008320,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.400000,38.112915,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.500000,38.215593,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.600000,38.316423,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.700000,38.415470,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.800000,38.512796,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,5.900000,38.608460,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.000000,38.702518,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.100000,38.795023,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.200000,38.886025,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.300000,38.975572,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.400000,39.063710,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.500000,39.150483,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.600000,39.235933,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.700000,39.320098,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.800000,39.403018,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,6.900000,39.484728,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.000000,39.565264,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.100000,39.644658,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.200000,39.722942,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.300000,39.800148,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.400000,39.876304,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.500000,39.951439,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.600000,40.025579,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.700000,40.098751,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.800000,40.170979,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,7.900000,40.242288,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.000000,40.312700,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.100000,40.382239,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.200000,40.450925,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.300000,40.518779,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.400000,40.585821,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.500000,40.652070,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.600000,40.717544,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.700000,40.782263,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.800000,40.846242,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,8.900000,40.909499,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.000000,40.972049,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.100000,41.033909,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.200000,41.095093,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.300000,41.155616,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.400000,41.215492,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.500000,41.274735,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.600000,41.333357,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.700000,41.391373,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.800000,41.448794,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,9.900000,41.505633,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.000000,41.561900,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.100000,41.617608,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.200000,41.672768,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.300000,41.727390,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.400000,41.781484,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.500000,41.835061,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.600000,41.888130,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.700000,41.940701,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.800000,41.992784,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,10.900000,42.044386,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.000000,42.095518,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.100000,42.146187,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.200000,42.196402,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.300000,42.246171,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.400000,42.295502,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.500000,42.344402,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.600000,42.392879,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
-18.000000,0.000000,11.700000,42.440940,0.000000,0.000000,27.695290,17.724985,6.923822,0.000000,-5.275293,0.000000
