h,x,r,alpha,RMSE relative u,RMSE u,RMSE relative Iu,RMSE Iu,RMSE relative Iv,RMSE Iv,RMSE relative Iw,RMSE Iw
0.05,2.1,52.0,0.35,1.0555543668982907,0.6103968274477071,1.882668169832849,0.25678291097238765,1.6781178805154233,0.16292305934153767,1.4759741976974416,0.15266348014579897
0.05,2.1,52.0,0.4,0.7447456947737526,0.4304135259882969,1.184532846382401,0.1984810009429243,1.047792696459004,0.11296138038661793,0.9694904960067446,0.12779466000521036
0.05,2.4,37.0,0.2,2.7423515013640007,1.6425567240775027,3.558236937379465,0.43681008167851215,4.292989789070027,0.39896237790960065,3.313773927493862,0.3062704379344831
0.05,2.4,37.0,0.25,2.184229036791063,1.289110543681977,3.0005460989224106,0.38674633149972576,3.3231292218338657,0.3238869861946283,2.5009409527220456,0.2493496350901037
0.05,2.4,37.0,0.3,1.671846419555606,0.9751677470960775,2.3141149611410525,0.3274318865587218,2.400627890813395,0.2537283039522322,1.7722916007108847,0.20443139648272773
0.05,2.4,37.0,0.35,1.2458127700193364,0.7194447379830076,1.6509493282749514,0.2791237831473748,1.6984221753078688,0.2012433790648575,1.2996926952797323,0.18694561188512732
0.05,2.4,37.0,0.4,0.9326510712968029,0.5372248090999107,1.3739387895530106,0.270269608490731,1.4312207467082823,0.17918055912331177,1.3279494193178722,0.20290604862894268
0.05,2.4,42.0,0.2,2.761761660108865,1.6565365733704491,3.559043271792936,0.4409800315393065,4.2948172963600175,0.40138005517000935,3.4745136464394144,0.3191855975975858
0.05,2.4,42.0,0.25,2.2190292815623462,1.3125742893633998,3.037505305188004,0.39515854551676693,3.3491230596747914,0.327453775307029,2.5642502957604303,0.2544818363579328
0.05,2.4,42.0,0.3,1.7164107258033428,1.0042366561381832,2.39007753664081,0.3398447303647579,2.4632591739899508,0.25915128379096947,1.845578304627875,0.20654588109310265
0.05,2.4,42.0,0.35,1.2925859368673904,0.7491627132091927,1.7595322431230198,0.2936969671836749,1.7859073372710927,0.20767548854169696,1.3924094342693754,0.18662893561848767
0.05,2.4,42.0,0.4,0.9712867801501854,0.5608969471894265,1.4443335526230763,0.2810472262269185,1.4741089718754616,0.18322432811879927,1.2689460285821823,0.19387746781171256
