x,z,y,u,w,v,uu,ww,vv,vw,uv,uw,Iu,Iv,Iw,Iuv
-18.0,0.0,2.0,15.006086,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.10199599559674963,0.050997997798374814,0.08159678994649582,0.044514723320679586
-18.0,0.0,2.1,15.08557,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.10145859132803375,0.05072929566401688,0.08116686656593364,0.04428018075659875
-18.0,0.0,2.2,15.161355,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.10095144408797539,0.050475722043987696,0.08076114880636008,0.044058843448776405
-18.0,0.0,2.3,15.233772,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.100471549763279,0.0502357748816395,0.08037723337733108,0.04384940029405215
-18.0,0.0,2.4,15.303106,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.10001634188382713,0.050008170941913566,0.08001306710291699,0.04365073119249931
-18.0,0.0,2.5,15.36961,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09958357314079187,0.049791786570395936,0.0796668521361994,0.04346185533766461
-18.0,0.0,2.6,15.433505,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.0991712952813017,0.04958564764065085,0.07933702987500581,0.04328192244187716
-18.0,0.0,2.7,15.494989,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09877778432630356,0.04938889216315178,0.07902222113620419,0.04311018009863211
-18.0,0.0,2.8,15.554236,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09840153393457873,0.04920076696728937,0.07872122084691602,0.04294597088640827
-18.0,0.0,2.9,15.611405,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09804118729739228,0.04902059364869614,0.07843294356024019,0.0427887026450421
-18.0,0.0,3.0,15.666635,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09769556012382023,0.048847780061910116,0.0781564418435134,0.04263785850735167
-18.0,0.0,3.1,15.720054,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09736357658697904,0.04868178829348952,0.07789085503529769,0.04249296894376593
-18.0,0.0,3.2,15.771777,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.0970442760876245,0.04852213804381225,0.07763541465625919,0.04235361471420268
-18.0,0.0,3.3,15.821909,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09673678957327123,0.04836839478663561,0.07738942546446523,0.042219416532880034
-18.0,0.0,3.4,15.870544,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09644034140105381,0.04822017070052691,0.07715226694567316,0.0420900358813361
-18.0,0.0,3.5,15.917769,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09615422120904293,0.04807711060452147,0.07692337081038501,0.04196516273205896
-18.0,0.0,3.6,15.963664,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09587778103951863,0.04793889051975932,0.07670221869246631,0.04184451429297957
-18.0,0.0,3.7,16.008301,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09561043870804567,0.047805219354022835,0.07648834484440613,0.04172783647785754
-18.0,0.0,3.8,16.051748,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09535165151984981,0.047675825759924906,0.07628131511041984,0.04161489243516179
-18.0,0.0,3.9,16.094066,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09510093232999331,0.047550466164996655,0.07608073977458843,0.04150546955730909
-18.0,0.0,4.0,16.135313,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09485782405215482,0.04742891202607741,0.0758862531678841,0.041399368355378253
-18.0,0.0,4.1,16.175541,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.0946219159891126,0.0473109579945563,0.07569752673255575,0.04129640958632069
-18.0,0.0,4.2,16.2148,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09439281900365383,0.047196409501826915,0.07551424915885804,0.04119642341665166
-18.0,0.0,4.3,16.253135,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09417018203444727,0.047085091017223635,0.07533613959774846,0.04109925663057148
-18.0,0.0,4.4,16.290589,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09395367359525467,0.04697683679762733,0.07516293286025763,0.041004764555555566
-18.0,0.0,4.5,16.327202,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09374298680082761,0.046871493400413806,0.07499438343820647,0.0409128132558367
-18.0,0.0,4.6,16.363009,0.0,0.0,2.342616,1.499274,0.585654,0.0,0.446213,0.0,0.09353785001159909,0.046768925005799544,0.07483027401995876,0.0408232841781315
