x,z,y,u,w,v,uu,ww,vv,vw,uv,uw,Iu,Iv,Iw,Iuv
-18.0,0.0,2.0,12.186937,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.2035543908220491,0.1017772036803557,0.16284351679230497,0.08883840138175787
-18.0,0.0,2.1,12.31453,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.20144532816288488,0.1007226722650936,0.1611562666221336,0.0879179311610103
-18.0,0.0,2.2,12.436241,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.1994738230805989,0.09973691964385886,0.15957906251625895,0.0870574959764929
-18.0,0.0,2.3,12.552588,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.19762494690510757,0.0988124814810032,0.15809996153831088,0.08625058042374975
-18.0,0.0,2.4,12.664024,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.1958859630257879,0.09794298947069771,0.15670877439953232,0.08549162579131216
-18.0,0.0,2.5,12.770948,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.1942459194902125,0.09712296763628378,0.15539673953775887,0.08477585225624566
-18.0,0.0,2.6,12.87371,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.19269538750070417,0.09634770157853975,0.15415631391465728,0.08409914475471297
-18.0,0.0,2.7,12.972623,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.19122613345209294,0.09561307449454617,0.1529809106459243,0.08345790984754556
-18.0,0.0,2.8,13.067964,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.1898309895115789,0.09491550246761188,0.15186479546517442,0.08284901923667651
-18.0,0.0,2.9,13.159982,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.18850364210389425,0.0942518287098465,0.1508029175120652,0.08226971745251598
-18.0,0.0,3.0,13.248901,0.0,0.0,6.153895,3.938493,1.538474,0.0,1.17217,0.0,0.18723851412443118,0.09361926466871955,0.14979081510279704,0.08171757044755608
