x,z,y,u,w,v,uu,ww,vv,vw,uv,uw,Iu,Iv,Iw,Iuv
-18.0,0.0,2.0,14.333331,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.12358614618894982,0.06179305340174051,0.09886892482825205,0.05393741616749912
-18.0,0.0,2.1,14.425285,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.12279834612214637,0.061399153493870144,0.09823868472459675,0.05359359203048787
-18.0,0.0,2.2,14.512964,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1220564689845993,0.06102821504331042,0.09764518296727358,0.053269810302948195
-18.0,0.0,2.3,14.596745,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.12135590094508099,0.06067793113518272,0.09708472849100636,0.05296405734384729
-18.0,0.0,2.4,14.676962,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.12069262973772135,0.06034629563719131,0.09655411148284329,0.052674582056798695
-18.0,0.0,2.5,14.753905,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.12006320634032863,0.06003158403878991,0.09605057272481114,0.052399879165110276
-18.0,0.0,2.6,14.827832,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1194646082003496,0.05973228506418353,0.09557169417467466,0.05213862951869945
-18.0,0.0,2.7,14.898969,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11889420941412834,0.059447085761962636,0.09511537510934177,0.051889687079254704
-18.0,0.0,2.8,14.967519,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11834968376125705,0.05917482302229399,0.09467975455233794,0.051652036600956804
-18.0,0.0,2.9,15.033665,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11782896188924034,0.058914462169259635,0.09426317702153499,0.05142477494433435
-18.0,0.0,3.0,15.097568,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11733023095776791,0.0586650967829933,0.0938641922445691,0.05120711092101167
-18.0,0.0,3.1,15.159377,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11685184294450929,0.05842590285259234,0.09348148180347086,0.050998325275076695
-18.0,0.0,3.2,15.219224,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11639234302225962,0.05819615296468615,0.09311388183638368,0.05079778306788285
-18.0,0.0,3.3,15.27723,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11595041380804022,0.0579751884279953,0.09276033843684063,0.05060490934636163
-18.0,0.0,3.4,15.333504,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11552487548446894,0.05776241933401671,0.09241990775086077,0.05041918919599306
-18.0,0.0,3.5,15.388148,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1151146414981586,0.05755730240622996,0.09209172053566515,0.05024014840600158
-18.0,0.0,3.6,15.441252,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11471875080729245,0.05735935712387976,0.09177500795773909,0.050067367543351816
-18.0,0.0,3.7,15.492902,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11433630318842823,0.05716813337538846,0.0914690498382714,0.049900453718323155
-18.0,0.0,3.8,15.543175,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11396649271082686,0.05698322819551492,0.09117320143261944,0.04973905519390448
-18.0,0.0,3.9,15.592142,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11360858183183595,0.056804272813050484,0.0908868727066143,0.049582850080092666
-18.0,0.0,4.0,15.639869,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11326189115398641,0.056630927529368866,0.09060952014223743,0.04943154186352305
-18.0,0.0,4.1,15.686419,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1129257825090995,0.05646287326048237,0.09034063320490512,0.04928485202476845
-18.0,0.0,4.2,15.731846,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11259970001871403,0.05629983206724898,0.090079767191813,0.049142537958578814
-18.0,0.0,4.3,15.776206,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1122830888707086,0.05614152654369641,0.0898264782532286,0.04900435752509293
-18.0,0.0,4.4,15.819545,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11197547972085203,0.05598772201778386,0.08958039091373707,0.048870105885694966
-18.0,0.0,4.5,15.861911,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11167640143363598,0.05583818292183222,0.08934112826490168,0.048739577419991596
-18.0,0.0,4.6,15.903345,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11138544377554573,0.05569270413914951,0.0891083621198845,0.048612593087398674
-18.0,0.0,4.7,15.943889,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11110219974189522,0.05555108216745755,0.0888817668749108,0.04848897525650839
-18.0,0.0,4.8,15.983579,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11082631370236955,0.055413139191655546,0.08866105802570592,0.04836856871752667
-18.0,0.0,4.9,16.022451,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11055743845561496,0.05527870161112196,0.08844595781116477,0.04825122193935973
-18.0,0.0,5.0,16.060538,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11029525538562943,0.055147610117906545,0.0882362113384654,0.048136795866584065
-18.0,0.0,5.1,16.097871,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.11003946673076248,0.055019715831231504,0.08803158039826847,0.04802516054536132
-18.0,0.0,5.2,16.134479,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1097897949069571,0.054894879959112575,0.08783184292331067,0.04791619482807696
-18.0,0.0,5.3,16.17039,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10954597510267879,0.054772970095824686,0.08763678706434752,0.04780978314150223
-18.0,0.0,5.4,16.205629,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10930776832794373,0.05465386674641402,0.08744622162937674,0.04770582118185702
-18.0,0.0,5.5,16.240223,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10907492713250343,0.054537446185795764,0.08725994865818373,0.047604200952999
-18.0,0.0,5.6,16.274192,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10884725584782375,0.054423610579734015,0.08707781161592874,0.04750483705817876
-18.0,0.0,5.7,16.307561,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10862452946462112,0.05431224742362286,0.08689963049517059,0.047407631295294024
-18.0,0.0,5.8,16.34035,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10840656046783613,0.05420326295996246,0.08672525528384976,0.047312501826063474
-18.0,0.0,5.9,16.372578,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10819317155432738,0.054096568537210364,0.08655454413944184,0.04721937126905221
-18.0,0.0,6.0,16.404264,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10798418876583589,0.053992077176264815,0.08638735789532859,0.047128163702651715
-18.0,0.0,6.1,16.435427,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1077794413458565,0.05388970349890043,0.08622355994629495,0.047038804602613386
-18.0,0.0,6.2,16.466083,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10757878120379973,0.05378937345984607,0.08606303181985993,0.046951229336905216
-18.0,0.0,6.3,16.496249,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10738205638994697,0.05369101108426665,0.08590565195623895,0.046865371589233186
-18.0,0.0,6.4,16.525939,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10718913704937469,0.05359455144472109,0.08575131647148489,0.04678117468626238
-18.0,0.0,6.5,16.55517,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10699987619218686,0.053499921046284794,0.08559990777367159,0.04669857447634281
-18.0,0.0,6.6,16.583954,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10681416146840533,0.05340706371398659,0.08545133598280934,0.04661752192592408
-18.0,0.0,6.7,16.612305,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10663186958947637,0.053315917803569264,0.08530550246804731,0.04653796322747002
-18.0,0.0,6.8,16.640237,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10645287926732092,0.0532264226710126,0.08516231019891451,0.046459845446523165
-18.0,0.0,6.9,16.667761,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10627709026668947,0.05313852819870783,0.08502167898720499,0.0463831248368342
-18.0,0.0,7.0,16.694888,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10610440395530694,0.05305218507053313,0.08488352992709233,0.046307758351749134
-18.0,0.0,7.1,16.721631,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10593471057581683,0.052967338407827726,0.08474777521268438,0.04623369808923043
-18.0,0.0,7.2,16.748,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.1057679209661217,0.05288394362955712,0.0846143435142975,0.046160905135748526
-18.0,0.0,7.3,16.774006,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10560394102283058,0.05280195368404081,0.08448315954921291,0.046089338421216514
-18.0,0.0,7.4,16.799657,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10544269685628738,0.05272133162646253,0.08435416420570102,0.04601896569754468
-18.0,0.0,7.5,16.824964,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10528409691340831,0.05264203168029498,0.08422728424128899,0.045949747007691444
-18.0,0.0,7.6,16.849937,0.0,0.0,3.137862,2.008232,0.784465,0.0,0.597688,0.0,0.10512805717556133,0.052564011836235505,0.08410245244106578,0.045881645682919546
