x,z,y,u,w,v,uu,ww,vv,vw,uv,uw
-18.000000,0.000000,0.100000,4.731417,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.200000,6.332012,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.300000,7.321448,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.400000,8.039531,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.500000,8.603506,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.600000,9.067973,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.700000,9.462834,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.800000,9.806260,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,0.900000,10.110118,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.000000,10.382592,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.100000,10.629562,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.200000,10.855396,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.300000,11.063429,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.400000,11.256263,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.500000,11.435969,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.600000,11.604221,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.700000,11.762391,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.800000,11.911620,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,1.900000,12.052865,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.000000,12.186937,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.100000,12.314530,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.200000,12.436241,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.300000,12.552588,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.400000,12.664024,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.500000,12.770948,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.600000,12.873710,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.700000,12.972623,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.800000,13.067964,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,2.900000,13.159982,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,3.000000,13.248901,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,3.100000,13.334923,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,3.200000,13.418232,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
-18.000000,0.000000,3.300000,13.498992,0.000000,0.000000,6.153895,3.938493,1.538474,0.000000,-1.172170,0.000000
