x,y,z,x-velocity,y-velocity,z-velocity,x-velocity-magnitude,uu-reynolds-stress,vv-reynolds-stress,ww-reynolds-stress,uv-reynolds-stress,uw-reynolds-stress,vw-reynolds-stress,pseudo_Iu,pseudo_Iv,pseudo_Iw,pseudo_Iuv,h,r
13.0,0.00111586,0,6.82759,0,0,6.8833,1.5461430336000002,0.039652358641,0.7503232289439999,-0.101857,0,0,0.18211989882227844,0.029165342382890595,0.12686936386045441,0.04674422962542489,0.16,52
13.0,0.00605077,0,7.10665,0,0,7.16488,1.6299373561000003,0.05422424532100001,0.8038825940250001,-0.119587,0,0,0.1796472318180859,0.032766634068091154,0.1261628193311898,0.04866055505333102,0.16,52
13.0,0.0109857,0,7.69118,0,0,7.75755,1.8017692900000002,0.09528828134400001,0.9244034086809999,-0.155911,0,0,0.1745245853042056,0.04013532383847472,0.12500799617223884,0.05133876334111646,0.16,52
13.0,0.0159207,0,8.13349,0,0,8.20497,1.8889203843999998,0.149756616256,1.0281554404000002,-0.178905,0,0,0.16897789263895324,0.04757908351765355,0.12466727075339123,0.05200370692707845,0.16,52
13.0,0.0208556,0,8.33755,0,0,8.41405,1.8332347608999997,0.21652549432899998,1.0914398784000001,-0.181372,0,0,0.16239422852036867,0.055810519876942265,0.12530299668367806,0.05107950378456207,0.16,52
13.0,0.0257905,0,8.41217,0,0,8.49324,1.7604513124000003,0.266418048649,1.1179255824,-0.179957,0,0,0.1577262466165092,0.06135836532071986,0.12568932867500301,0.05042853267338861,0.16,52
13.0,0.0307255,0,8.54616,0,0,8.6306,1.7300403961,0.31381731763599996,1.1454992783999998,-0.187613,0,0,0.15390654984226834,0.06554920572514439,0.12523519334999578,0.050682781904365974,0.16,52
13.0,0.0356604,0,8.64669,0,0,8.73228,1.7174364601,0.34521265230399995,1.1602305795999999,-0.194414,0,0,0.15156204281638408,0.06795062619337573,0.12457252428385891,0.05099338934754804,0.16,52
13.0,0.0405953,0,8.72744,0,0,8.81561,1.6934337424,0.37782781432900003,1.16704809,-0.198649,0,0,0.1491067254544288,0.07043038966753137,0.12378200251161854,0.0510688784034442,0.16,52
13.0,0.0455302,0,8.78616,0,0,8.87503,1.6775948484,0.4006763401000001,1.1695124736,-0.202243,0,0,0.14741593597202873,0.07204398736194197,0.12308448742112593,0.051184402945622515,0.16,52
13.0,0.0504652,0,8.86264,0,0,8.95231,1.6692381601,0.424840632804,1.1712001284,-0.20897,0,0,0.14577936145437476,0.07354445176606518,0.12211034183945188,0.051579706041432895,0.16,52
13.0,0.0554002,0,8.91841,0,0,9.00825,1.6633518840999997,0.4427837764,1.1707456400999998,-0.214538,0,0,0.14461210013892611,0.07461195437303286,0.12132319550233729,0.051935543380909686,0.16,52
13.0,0.0603351,0,8.97768,0,0,9.06663,1.65559689,0.463963960201,1.16834481,-0.2205,0,0,0.1433221054882776,0.0758713832526889,0.12039858849947871,0.05230463496972,0.16,52
13.0,0.06527,0,9.02151,0,0,9.11189,1.6523045764,0.48004389390400004,1.1662056080999998,-0.225368,0,0,0.14248390790455256,0.07680000354707804,0.11970390766069094,0.05262194428693226,0.16,52
13.0,0.070205,0,9.07755,0,0,9.16826,1.6510965025000002,0.4977048523240001,1.1637015625000002,-0.230968,0,0,0.1415525114155251,0.07771722546281762,0.11883713116424587,0.05294284277803953,0.16,52
13.0,0.0751399,0,9.11897,0,0,9.20829,1.6524074116,0.511901613729,1.1616097284,-0.235985,0,0,0.14096548184718233,0.07845984798721786,0.11819097990233547,0.05327168236200382,0.16,52
13.0,0.0800748,0,9.16427,0,0,9.25665,1.6544647875999998,0.529579309284,1.15928289,-0.242301,0,0,0.1403559694334628,0.0794086162891316,0.11748889982508154,0.05371303930740085,0.16,52
13.0,0.0850098,0,9.20059,0,0,9.29374,1.6559829225000002,0.542542730625,1.1574747396,-0.247153,0,0,0.13986603033066358,0.08005736588631816,0.11693380533204936,0.05403401826487994,0.16,52
13.0,0.0899447,0,9.24628,0,0,9.33791,1.6575790008999998,0.5562594055840001,1.155625,-0.25244,0,0,0.139241943787123,0.08066249345682805,0.11626297278473072,0.05433905043731568,0.16,52
13.0,0.0948796,0,9.27959,0,0,9.37288,1.6595365329,0.568019976241,1.1548511296000001,-0.257243,0,0,0.13882402131990745,0.08121813571504775,0.1158068406039491,0.0546566481292916,0.16,52
13.0,0.0998145,0,9.32111,0,0,9.41296,1.6624492096,0.583088014404,1.1534974800999998,-0.263731,0,0,0.13832687308700362,0.08192178828487166,0.1152234015047564,0.05509509770409604,0.16,52
13.0,0.104749,0,9.35322,0,0,9.44564,1.6656225480999998,0.594680034025,1.15197289,-0.268674,0,0,0.1379834965926173,0.08244807670513471,0.11475192500550611,0.05541810496719702,0.16,52
13.0,0.109684,0,9.39036,0,0,9.48502,1.6723662399999997,0.607676375296,1.1530464400000002,-0.273863,0,0,0.1377156999305671,0.08301449571688413,0.11435131347466979,0.055729409122430545,0.16,52
13.0,0.114619,0,9.4195,0,0,9.51421,1.6779057156,0.619051092804,1.1521875599999998,-0.278945,0,0,0.13751685333616434,0.08352863740113595,0.11395509315781092,0.05607011413721969,0.16,52
13.0,0.119554,0,9.45434,0,0,9.5476,1.6838176644,0.633109845124,1.1494627369000001,-0.286026,0,0,0.13725125180604886,0.08416050194936928,0.11340082967187556,0.05656809320948201,0.16,52
13.0,0.124489,0,9.47949,0,0,9.57429,1.6880505625,0.643369222609,1.1470838404,-0.291856,0,0,0.13705906119422037,0.0846145731468676,0.11298287144139611,0.05699008966044285,0.16,52
13.0,0.129424,0,9.51603,0,0,9.61039,1.6989819025,0.657875099025,1.1530893924,-0.296149,0,0,0.13697413732407315,0.08523459888209683,0.11284327603002511,0.05718726578675662,0.16,52
13.0,0.134359,0,9.53904,0,0,9.63485,1.7034165225,0.6670070570250001,1.1496771729,-0.302687,0,0,0.13682194434660092,0.08561710612388668,0.11240439289488251,0.057675612402861315,0.16,52
