x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	vw-reynolds-stress	uw-reynolds-stress	uv-reynolds-stress	pseudo_Iu	pseudo_Iv	pseudo_Iw	pseudo_Iuv	x-velocity-magnitude	h	r
-4.95	0.00117881	0.0	3.10417	0.0	0.0	2.2617781506274706	0.3658529740003178	1.4522889092510156	0.0	0.0	0.274780978615896	0.48448407324872317	0.19485331442670875	0.38822277804952426	0.16886818498747394	-1.0	0.04	92
-4.95	0.00386762	0.0	3.13857	0.0	0.0	2.3242020504729264	0.4264294600533255	1.4821691349695054	0.0	0.0	0.3104054567041089	0.48574140063327026	0.20806152674916062	0.38789757393450774	0.17751409978824287	-1.0	0.04	92
-4.95	0.00655641	0.0	3.17977	0.0	0.0	2.3828906364613736	0.4834882015296614	1.5095406469378612	0.0	0.0	0.3440834965877937	0.4854632374098934	0.2186740420402267	0.38639072964942406	0.1844744455970612	-1.0	0.04	92
-4.95	0.00924519	0.0	3.25167	0.0	0.0	2.437986615264126	0.5371700496774592	1.534517549672706	0.0	0.0	0.3758910081124375	0.4801856687271933	0.2253976744671106	0.3809600768001628	0.18854911757461743	-1.0	0.04	92
-4.95	0.011934	0.0	3.34914	0.0	0.0	2.489629158337139	0.5876122161365748	1.5572105842909334	0.0	0.0	0.405901970364551	0.47112269829063397	0.22888224561492487	0.3725978729143567	0.19022924207210423	-1.0	0.04	92
-4.95	0.0146228	0.0	3.43195	0.0	0.0	2.537951899350257	0.634946323236713	1.5777262974474868	0.0	0.0	0.4341872662309514	0.46419530271421994	0.2321814688491862	0.3659947706315224	0.19199839099526012	-1.0	0.04	92
-4.95	0.0173116	0.0	3.5105	0.0	0.0	2.5830856087184744	0.679301019471241	1.596168278958323	0.0	0.0	0.4608162306321866	0.45782596822299904	0.23478057170108974	0.3598904815369571	0.1933725864758537	-1.0	0.04	92
-4.95	0.0200004	0.0	3.60288	0.0	0.0	2.625157072045317	0.720800892693056	1.612636698626155	0.0	0.0	0.4858560015902879	0.4497051379347677	0.23564479993891488	0.35246700800770975	0.19346570417297249	-1.0	0.04	92
-4.95	0.0226892	0.0	3.69878	0.0	0.0	2.6642893692320464	0.7595667490297814	1.6272284705766922	0.0	0.0	0.5093716817213592	0.44129823991845624	0.2356266841529751	0.34487821849547423	0.19295627111982896	-1.0	0.04	92
-4.95	0.025378	0.0	3.78316	0.0	0.0	2.700601953939952	0.7957156968911749	1.6400373277949762	0.0	0.0	0.5314263840566659	0.43438575980351973	0.23578938707517735	0.33851051011827477	0.19269340320752512	-1.0	0.04	92
