x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	vw-reynolds-stress	uw-reynolds-stress	uv-reynolds-stress	pseudo_Iu	pseudo_Iv	pseudo_Iw	pseudo_Iuv	x-velocity-magnitude	h	r
-4.95	0.00193683	0.0	2.02631	0.0	0.0	2.041950989618039	0.0164676580941256	2.3472250917927453	0.0	0.0	0.1758765163227121	0.7052072513423447	0.06333007947360622	0.7560864966737196	0.2069655393850739	-1.0	0.14	57
-4.95	0.00684118	0.0	2.03685	0.0	0.0	2.1273707246575406	0.1912912138735023	2.3468411220750247	0.0	0.0	0.1040187830161232	0.7160816451342101	0.21472789374853055	0.7521124838993738	0.15834225909979247	-1.0	0.14	57
-4.95	0.0117455	0.0	2.05825	0.0	0.0	2.217738801953589	0.3832429885132152	2.348658030866534	0.0	0.0	0.0314400054579651	0.7235308834561875	0.3007730951261487	0.7445806909271263	0.08614759988589868	-1.0	0.14	57
-4.95	0.0166498	0.0	2.07113	0.0	0.0	2.3123895339713654	0.5603507519663733	2.352532271715224	0.0	0.0	0.0415321009346092	0.7342148059920481	0.36142868708618775	0.7405603150262008	0.09839761931394309	-1.0	0.14	57
-4.95	0.0215542	0.0	2.07509	0.0	0.0	2.4106987260487798	0.7235350909169345	2.358325651654886	0.0	0.0	0.1145968848481928	0.7482289914287481	0.40991410449130006	0.740056623526311	0.1631358719455012	-1.0	0.14	57
-4.95	0.0264585	0.0	2.08249	0.0	0.0	2.5120733659469896	0.8736617158347915	2.365904599869008	0.0	0.0	0.1874731164949391	0.7610851265514155	0.44883707964243885	0.7386108613202242	0.20791536016099363	-1.0	0.14	57
-4.95	0.0313629	0.0	2.10744	0.0	0.0	2.6159646136710752	1.01156649794026	2.3751409126591274	0.0	0.0	0.2599085150249905	0.7674687726664627	0.47724567342626745	0.7312897250539847	0.24191067601827884	-1.0	0.14	57
-4.95	0.0362672	0.0	2.12803	0.0	0.0	2.721849809972505	1.1380324527110952	2.3859103609614696	0.0	0.0	0.3316667395914162	0.7752724167206174	0.5013021615588608	0.7258540684442739	0.2706283032126098	-1.0	0.14	57
-4.95	0.0411715	0.0	2.15866	0.0	0.0	2.829245709737952	1.2538115639005398	2.3980937613399185	0.0	0.0	0.4025366414899615	0.7792038485336639	0.5187186840438733	0.7173792910357081	0.2939127764005586	-1.0	0.14	57
-4.95	0.0460759	0.0	2.18929	0.0	0.0	2.9377008496082024	1.3596168372212694	2.411576385496285	0.0	0.0	0.4723266838358195	0.7828895408792356	0.5326046744425912	0.7093281868595116	0.31391924949255223	-1.0	0.14	57
-4.95	0.0509802	0.0	2.23361	0.0	0.0	3.046787401536236	1.4561182414424023	2.426246856554565	0.0	0.0	0.5408597222491783	0.7814725547725991	0.5402452734119989	0.6973650011885336	0.3292569683558651	-1.0	0.14	57
-4.95	0.0558845	0.0	2.27407	0.0	0.0	3.156113124202072	1.54395702496396	2.4419986587838145	0.0	0.0	0.6079805532654164	0.781218378429948	0.5464038805086964	0.6871774216767057	0.34287910114005504	-1.0	0.14	57
-4.95	0.0607888	0.0	2.33026	0.0	0.0	3.2653112407901106	1.6237382547726444	2.458728924459829	0.0	0.0	0.6735492363500305	0.7754573404046464	0.5468316347098822	0.672900645291871	0.3521926543403717	-1.0	0.14	57
-4.95	0.0656931	0.0	2.3828	0.0	0.0	3.3740413944586125	1.69603439129745	2.476338564245804	0.0	0.0	0.7374416036525726	0.7708814794261049	0.5465497950414819	0.6604157455068708	0.3603928997502358	-1.0	0.14	57
-4.95	0.0705974	0.0	2.45835	0.0	0.0	3.481988441927629	1.761386570146003	2.494732140961179	0.0	0.0	0.7995483688777801	0.7590492374504871	0.5398630774882006	0.6424927729249749	0.36372960965083706	-1.0	0.14	57
-4.95	0.0755016	0.0	2.52661	0.0	0.0	3.588859120025764	1.8203047089882332	2.513817352993909	0.0	0.0	0.8597730608419891	0.7497906054026028	0.5339908748328338	0.6275215565456809	0.36698955679060885	-1.0	0.14	57
-4.95	0.0804059	0.0	2.62225	0.0	0.0	3.694389612385995	1.873273391604734	2.533506489399957	0.0	0.0	0.918036071288896	0.732988655581345	0.5219470989833553	0.6069975196493154	0.3653892607899576	-1.0	0.14	57
-4.95	0.0853102	0.0	2.71028	0.0	0.0	3.798331375130709	1.9207458508875457	2.5537139812185026	0.0	0.0	0.9742664895739476	0.7190883704705201	0.5113529803855972	0.5896196746371032	0.3641872373260499	-1.0	0.14	57
-4.95	0.0902145	0.0	2.83452	0.0	0.0	3.900458827674499	1.9631500365039	2.574357839855316	0.0	0.0	1.028406291118176	0.6967521593104922	0.4943075234539082	0.566050178305583	0.35776910677780277	-1.0	0.14	57
-4.95	0.0951188	0.0	2.94598	0.0	0.0	4.00056614303158	2.000888459364444	2.595359172918843	0.0	0.0	1.0804083555861106	0.6789392768281376	0.4801552099187469	0.5468509112558222	0.3528289181006389	-1.0	0.14	57
-4.95	0.100023	0.0	3.0975	0.0	0.0	4.098464291649597	2.03433862812331	2.6166416505135417	0.0	0.0	1.1302347679744469	0.6535807656069548	0.4604689046677317	0.522228789460011	0.3432203393397811	-1.0	0.14	57
-4.95	0.104927	0.0	3.23138	0.0	0.0	4.1939822647123055	2.06385504239091	2.638131834304304	0.0	0.0	1.1778573156985772	0.6337606378201879	0.4445816800809332	0.5026436664631595	0.33586001974551255	-1.0	0.14	57
-4.95	0.109832	0.0	3.41302	0.0	0.0	4.286990490384572	2.0897765624240434	2.6597648482904117	0.0	0.0	1.2232685822897524	0.6066489173211359	0.4235562492786626	0.4778403147519619	0.32405750030451796	-1.0	0.14	57
-4.95	0.114736	0.0	3.57316	0.0	0.0	4.377314735067167	2.112403828875216	2.6814644326203125	0.0	0.0	1.26643977441373	0.5855330633614663	0.40675791207940026	0.4582827988640924	0.3149486907105702	-1.0	0.14	57
-4.95	0.11964	0.0	3.77884	0.0	0.0	4.464853103523692	2.132033278669737	2.703170207871744	0.0	0.0	1.3073777540751743	0.5591715715286518	0.3864012171900861	0.43508908899334786	0.30258127016299596	-1.0	0.14	57
-4.95	0.124544	0.0	3.95592	0.0	0.0	4.549498820410599	2.148936273204644	2.7248199674315536	0.0	0.0	1.3460869787512308	0.5391806252975745	0.370564889370444	0.4172740780219452	0.29328446622940474	-1.0	0.14	57
-4.95	0.129449	0.0	4.17772	0.0	0.0	4.631175005960912	2.1633683410451585	2.746358377120722	0.0	0.0	1.3825856562400156	0.5151174558381753	0.35206747512172565	0.39667905958967614	0.28145352627860876	-1.0	0.14	57
-4.95	0.134353	0.0	4.3621	0.0	0.0	4.709767916309285	2.175558786095545	2.767719361643941	0.0	0.0	1.4168759115759626	0.4975126593848058	0.3381347411654659	0.3813865810579255	0.27287911066276	-1.0	0.14	57
-4.95	0.139257	0.0	4.58472	0.0	0.0	4.785226145369328	2.185729109519821	2.7888524008755864	0.0	0.0	1.448987929609384	0.4771318588760227	0.32246705454485275	0.3642503247099796	0.26255456062045934	-1.0	0.14	57
-4.95	0.144162	0.0	4.76596	0.0	0.0	4.857507091734791	2.19408313800155	2.8097090830381384	0.0	0.0	1.4789551577807902	0.46244099675716926	0.31079651964073574	0.3517064108643823	0.255168529054972	-1.0	0.14	57
-4.95	0.149066	0.0	4.98898	0.0	0.0	4.926534946501588	2.200804558781478	2.8302304949239487	0.0	0.0	1.5067975209239546	0.44489653258936895	0.29735755391623286	0.3372089866538599	0.24604564677586876	-1.0	0.14	57
-4.95	0.15397	0.0	5.1687	0.0	0.0	4.992288473803992	2.206067842136918	2.850372690864871	0.0	0.0	1.5325576358725217	0.43228335218521863	0.2873611852343185	0.32664009896353347	0.23951189254643934	-1.0	0.14	57
-4.95	0.158874	0.0	5.38746	0.0	0.0	5.054740778067433	2.21003183987448	2.8700895581646164	0.0	0.0	1.556275529986305	0.4173163359469946	0.2759403473254452	0.314458736892724	0.23155767790860401	-1.0	0.14	57
-4.95	0.163779	0.0	5.53918	0.0	0.0	5.113885486544782	2.21284284253818	2.8893409196484194	0.0	0.0	1.577998805376685	0.408253598332237	0.2685528758514191	0.30686963445573767	0.2267816218824093	-1.0	0.14	57
-4.95	0.168683	0.0	5.7405	0.0	0.0	5.169688619574029	2.214633211532662	2.9080768772111325	0.0	0.0	1.5977649611489844	0.39607959701628925	0.25923950466274237	0.29706618595790907	0.22019463089298197	-1.0	0.14	57
-4.95	0.173587	0.0	5.87924	0.0	0.0	5.222160390421645	2.2155254396165587	2.926261324393758	0.0	0.0	1.6156275988820532	0.38869048915353643	0.25317287966432883	0.2909613911767495	0.2161968901094146	-1.0	0.14	57
-4.95	0.178491	0.0	6.06768	0.0	0.0	5.271305764601906	2.2156302962887966	2.943856093849708	0.0	0.0	1.6316379757710289	0.37838719890181083	0.24531605881183516	0.28277148947898767	0.21051799917367428	-1.0	0.14	57
-4.95	0.183396	0.0	6.21058	0.0	0.0	5.317145359745833	2.215047948203426	2.9608282803868518	0.0	0.0	1.6458520369942635	0.37128474540913725	0.23964005214336248	0.2770603954331852	0.2065680901688751	-1.0	0.14	57
-4.95	0.1883	0.0	6.33938	0.0	0.0	5.359678257174246	2.213869170775085	2.9771364838131364	0.0	0.0	1.658318893556944	0.36519310936529775	0.23470870157716828	0.27217772962483744	0.2031361602540525	-1.0	0.14	57
-4.95	0.193204	0.0	6.48046	0.0	0.0	5.398937606712707	2.212175181441591	2.9927515392606368	0.0	0.0	1.669097909821854	0.35854883848380575	0.22951122103873145	0.26694973686123286	0.1993586446049091	-1.0	0.14	57
-4.95	0.198109	0.0	6.59009	0.0	0.0	5.434959145511323	2.210038073110751	3.0076454614527752	0.0	0.0	1.6782481945553205	0.35375842867428037	0.22558412404831982	0.26316127060619204	0.1965788312153405	-1.0	0.14	57
-4.95	0.203013	0.0	6.75774	0.0	0.0	5.467761747166927	2.207523127929392	3.021782932992044	0.0	0.0	1.6858243018947563	0.34602168178169335	0.21986249529545507	0.2572350557038152	0.1921342000401394	-1.0	0.14	57
-4.95	0.207917	0.0	6.87447	0.0	0.0	5.497391071999497	2.2046866948424197	3.035139495821937	0.0	0.0	1.6918871705939271	0.3410665241998282	0.21599028600168665	0.2534253803808641	0.1892110420625239	-1.0	0.14	57
