x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	vw-reynolds-stress	uw-reynolds-stress	uv-reynolds-stress	pseudo_Iu	pseudo_Iv	pseudo_Iw	pseudo_Iuv	x-velocity-magnitude	h	r
-4.95	0.00432278	0.0	2.64691	0.0	0.0	2.227662460968376	0.4803230526321572	1.7353024002736943	0.0	0.0	0.1205301845287581	0.5638784775983386	0.2618349044614472	0.49767796102048545	0.13116221313273002	-1.0	0.06	77
-4.95	0.00922711	0.0	2.70942	0.0	0.0	2.40385291363727	0.6086664195945025	1.8078169171125853	0.0	0.0	0.2271651430776629	0.5722392107280174	0.28794751758642695	0.49625042391040863	0.1759116142977865	-1.0	0.06	77
-4.95	0.0141315	0.0	2.80838	0.0	0.0	2.564578022847054	0.7243603866018079	1.87089669053729	0.0	0.0	0.3239918979496928	0.5702326583705225	0.3030550144567492	0.4870449356408187	0.20268014366291917	-1.0	0.06	77
-4.95	0.0190358	0.0	2.89469	0.0	0.0	2.710793039480575	0.8282826373731239	1.925277857304954	0.0	0.0	0.4116752056646645	0.568782361594807	0.31440338850535504	0.479341076854592	0.22165385796822124	-1.0	0.06	77
-4.95	0.0239401	0.0	3.00325	0.0	0.0	2.8434150719067173	0.9212707626668112	1.971658543483117	0.0	0.0	0.490849643853339	0.5614727000388684	0.31959660597840694	0.4675460225126298	0.2332828188174012	-1.0	0.06	77
-4.95	0.0288445	0.0	3.13925	0.0	0.0	2.9633161184002987	1.0041177298756676	2.0106969216185235	0.0	0.0	0.562115776883338	0.5483566173371928	0.3192025961066836	0.45169720534474017	0.23882895834965687	-1.0	0.06	77
-4.95	0.0337488	0.0	3.30326	0.0	0.0	3.071318240648914	1.0775692801645804	2.04301101781287	0.0	0.0	0.6260377091312811	0.5305418544887534	0.3142532967874085	0.43270567987880715	0.2395286619059079	-1.0	0.06	77
-4.95	0.0386531	0.0	3.48217	0.0	0.0	3.168209767794317	1.1423357017103124	2.0691850204865205	0.0	0.0	0.6831530851526734	0.5111601567944881	0.30693534722890153	0.4130947668125543	0.23736082750017273	-1.0	0.06	77
-4.95	0.0435575	0.0	3.67959	0.0	0.0	3.254738461362078	1.199087577579736	2.089767834766323	0.0	0.0	0.7339693654718098	0.49029630251683687	0.29759526845776485	0.3928706544003554	0.23283032100084536	-1.0	0.06	77
-4.95	0.0484618	0.0	3.90426	0.0	0.0	3.331608722205607	1.2484546793420763	2.105273850067638	0.0	0.0	0.7789625661976888	0.4675071570631497	0.28618552212698367	0.37163410857656987	0.2260578342565306	-1.0	0.06	77
-4.95	0.0533661	0.0	4.1394	0.0	0.0	3.399493594473412	1.2910344124817168	2.116186861345569	0.0	0.0	0.8185846470291814	0.44542000479940114	0.2744931518124157	0.3514306303645724	0.2185719375647842	-1.0	0.06	77
-4.95	0.0582705	0.0	4.39267	0.0	0.0	3.4590300482467726	1.3273891985525663	2.1229597642648	0.0	0.0	0.8532610590492539	0.42339779242518316	0.2622832531112783	0.3316975804184074	0.21028698041766403	-1.0	0.06	77
