x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress	x-velocity-magnitude	h	r
0.3	2.14379	0	15.2807	0	0	0.014891076841	0.020465591364	0.014828663529	0.000519634	0	0	15.271	0.08	62
0.3	2.13885	0	15.2807	0	0	0.014915492641	0.02056356	0.014817462529	0.000519634	0	0	15.2723	0.08	62
0.3	2.13392	0	15.2807	0	0	0.014943351049	0.020742624529000005	0.014806265761	0.000519634	0	0	15.2736	0.08	62
0.3	2.12898	0	15.2807	0	0	0.014953865796000002	0.020838366025000003	0.014795073224999998	0.000519634	0	0	15.2718	0.08	62
0.3	2.12405	0	15.2807	0	0	0.014964384240999998	0.020907424836	0.014789478544	0.000519634	0	0	15.273	0.08	62
0.3	2.11911	0	15.2807	0	0	0.014999390784	0.020951983503999995	0.014778049225000001	0.000519634	0	0	15.2761	0.08	62
0.3	2.11418	0	15.2807	0	0	0.014995716849	0.021006444096000002	0.014761278016000001	0.000519634	0	0	15.2796	0.08	62
0.3	2.10924	0	15.2807	0	0	0.014939928441	0.021070844964000003	0.014724851716	0.000519634	0	0	15.2827	0.08	62
0.3	2.10431	0	15.2807	0	0	0.014918912449	0.021147558083999998	0.014685804225	0.000519634	0	0	15.2858	0.08	62
0.3	2.09937	0	15.2807	0	0	0.014915492641	0.021232278369	0.014682895929000002	0.000519634	0	0	15.2915	0.08	62
0.3	2.09444	0	15.2807	0	0	0.014904991396	0.021364207224999997	0.0146773225	0.000519634	0	0	15.2924	0.08	62
0.3	2.0895	0	15.2807	0	0	0.014894493849	0.021399008655999998	0.014674657321	0.000519634	0	0	15.2932	0.08	62
0.3	2.08457	0	15.2807	0	0	0.014877168784	0.021444087844000002	0.014666178816	0.000519634	0	0	15.2937	0.08	62
0.3	2.07963	0	15.2807	0	0	0.014866681040999998	0.021471627024	0.014668843225	0.000519634	0	0	15.2938	0.08	62
0.3	2.0747	0	15.2807	0	0	0.014835240000000001	0.021514142329	0.014671750128999999	0.000519634	0	0	15.2938	0.08	62
0.3	2.06976	0	15.2807	0	0	0.014814297796	0.021579316201	0.014666178816	0.000519634	0	0	15.2938	0.08	62
0.3	2.06483	0	15.2807	0	0	0.014789964996	0.021662246761000002	0.014657702760999999	0.000519634	0	0	15.2939	0.08	62
0.3	2.05989	0	15.2807	0	0	0.014758848195999999	0.021704950276000005	0.014655039364	0.000519634	0	0	15.2939	0.08	62
0.3	2.05496	0	15.2807	0	0	0.014672234641	0.021730002920999997	0.014641	0.000519634	0	0	15.2939	0.08	62
0.3	2.05002	0	15.2807	0	0	0.014599647241000002	0.021765100899999997	0.014607623044	0.000519634	0	0	15.2939	0.08	62
0.3	2.04509	0	15.2807	0	0	0.014551355641	0.021790483455999998	0.014599163929	0.000519634	0	0	15.2939	0.08	62
0.3	2.04015	0	15.2807	0	0	0.014434340449	0.021820607523999995	0.014590707263999999	0.000519634	0	0	15.2939	0.08	62
0.3	2.03522	0	15.2807	0	0	0.014358989241000002	0.021838337283999996	0.014576940225	0.000519634	0	0	15.2939	0.08	62
0.3	2.03028	0	15.2807	0	0	0.014297224041	0.021883876624	0.014562938329000002	0.000519634	0	0	15.2939	0.08	62
