u,Iu,Iw
0.15548678771774882,0.041076159592928874,0.023318794067792532
0.12678741051696807,0.05313941104243048,0.016693618268573993
0.10081944793064032,0.057710658910963594,0.01939201684769377
0.11664096794407441,0.04477660315057405,0.03406714724286468
0.4595803127999313,0.04302608423018333,0.020976558369526874
0.08760080781315717,0.055210940136573454,0.022273127273745755
0.2104746010179784,0.05275220372694164,0.016726959332019214
0.13837160063520612,0.042539160170244276,0.033043018356146064
0.11114762773016026,0.045068851535913036,0.03326262435636673
0.11250007254055684,0.044915235834082384,0.03220868752368234
0.13473202457329067,0.04269167682826459,0.03197611514716109
0.1943972803739261,0.04332031827997893,0.020835233641677352
0.2104746010179784,0.05275220372694164,0.016726959332019214
0.09674243704743814,0.048724271388872774,0.02433551146477551
0.12633735702985216,0.04385204269239343,0.030063959719351125
0.10715912596492573,0.04538943454703951,0.03144287188179326
0.11664096794407441,0.04477660315057405,0.03406714724286468
0.11568060418480608,0.04524316701317777,0.028772587342465846
0.091120133227374,0.052461883531310496,0.030732905120757045
0.12363604822315609,0.04429805426705032,0.029127375600627805
0.13112458507334784,0.043965344452247285,0.02705016691421414
0.11083751685220716,0.0532857295771535,0.01851310409960773
0.17433575490760977,0.04226163217167426,0.021210120026896328
0.09929658434985157,0.05594112516485415,0.019972796195488324
0.1173995610003611,0.045040441809055844,0.029576963961158758
0.12139577609896719,0.044810621188167275,0.02823298033058192
0.11905476481068586,0.04516858540915673,0.025196950522592087
0.10404877951687255,0.046905508148533843,0.026001511561645985
0.12932012740779705,0.048251339808289904,0.021806848100019496
0.13607706744131812,0.0432164907011971,0.028876524517357314
0.09888072451405644,0.05644318284391124,0.020067447544366297
0.10160040041710763,0.04658348504606731,0.02733206192088821
0.15714929295015573,0.04808170977707546,0.019101572952354238
0.1336486955632655,0.050822722267141504,0.017495446873350334
0.13351318177708055,0.04355342981245484,0.027941577560292533
0.1177645682271769,0.04489412562928099,0.031253360012957955
0.11401233261544613,0.045763994276265374,0.025062002732199676
0.12390294707552454,0.045440488709364284,0.024143362855185303
0.09191359000745426,0.05296255295794484,0.02308497445308081
0.10668816992995929,0.05365895315728714,0.019520763635045093
0.08986744108503167,0.05428128003842127,0.02241572865875076
0.1156576686174681,0.045027614123181445,0.03040011876681001
0.14126923931459662,0.049826386744967865,0.017795632684721497
0.13941016813092744,0.04295783639834358,0.02985201952678936
0.14523234860341566,0.04862485247688277,0.018580882441353343
0.1090984977441269,0.0466505778073913,0.02381265629088881
0.12173811957192976,0.044562310130293055,0.02674913167914347
0.10479705566976331,0.04748376467867478,0.024752896985384597
0.10016555898716933,0.05622379364510356,0.01950434566744329
0.10985772700648763,0.04696279685432734,0.022658048058710363
0.09236311344482863,0.051188390036293545,0.022843777410329086
0.1329196319710755,0.05146571558031096,0.017031508462521456
0.13391628405033582,0.052184012879118315,0.016821853070741664
