x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress
-4.95	3.8324800000000003	0.0	15.003920517159424	0.0	0.0	0.026828826554932232	0.008500935538054805	0.028461879239848487	-0.005856453345756305	0.0	0.0
-4.95	3.8354599999999994	0.0	15.00392803231763	0.0	0.0	0.02691786055580316	0.008642300218377894	0.028539799309691586	-0.005795858515074783	0.0	0.0
-4.95	3.83844	0.0	15.003935815691584	0.0	0.0	0.0270142170182959	0.008784757612903505	0.02861910797427134	-0.005736919893527259	0.0	0.0
-4.95	3.8414199999999994	0.0	15.003943806973345	0.0	0.0	0.027117908849626574	0.008928257887214476	0.028699788125684765	-0.005679657366580248	0.0	0.0
-4.95	3.8443999999999994	0.0	15.003951947614135	0.0	0.0	0.027228946015837623	0.009072750875838934	0.02878182236799795	-0.0056240901850672965	0.0	0.0
-4.95	3.84738	0.0	15.003960177484124	0.0	0.0	0.02734733732271562	0.009218186100013912	0.028865193014149314	-0.005570236969848626	0.0	0.0
-4.95	3.8503599999999993	0.0	15.00396843578677	0.0	0.0	0.02747308885104995	0.009364512783183013	0.028949882098502258	-0.005518115718350446	0.0	0.0
-4.95	3.8533399999999993	0.0	15.003976662230002	0.0	0.0	0.027606205092399493	0.009511679867492006	0.029035871375918967	-0.005467743810847999	0.0	0.0
-4.95	3.8563199999999997	0.0	15.003984795183413	0.0	0.0	0.027746688221189152	0.009659636031864396	0.029123142331260402	-0.005419138017406408	0.0	0.0
-4.95	3.8593	0.0	15.003992774207019	0.0	0.0	0.027894538588704332	0.009808329707457535	0.029211676180853123	-0.0053723145044252425	0.0	0.0
-4.95	3.86228	0.0	15.004000536773102	0.0	0.0	0.02804975432536222	0.009957709097151601	0.029301453879073062	-0.005327288842462818	0.0	0.0
-4.95	3.8652599999999997	0.0	15.004008021587431	0.0	0.0	0.028212331377866454	0.010107722190205573	0.029392456123462356	-0.005284076012531367	0.0	0.0
-4.95	3.86824	0.0	15.004015167669746	0.0	0.0	0.028382263749871416	0.010258316781288962	0.029484663359397836	-0.005242690415568365	0.0	0.0
-4.95	3.87122	0.0	15.004021913356954	0.0	0.0	0.028559543027409352	0.010409440487642502	0.02957805578404104	-0.0052031458781751	0.0	0.0
-4.95	3.8741999999999996	0.0	15.004028197808427	0.0	0.0	0.02874415893030686	0.010561040767413491	0.029672613352712963	-0.005165455661042359	0.0	0.0
-4.95	3.877179999999999	0.0	15.004033958631636	0.0	0.0	0.028936099058854567	0.01071306493633863	0.029768315785012617	-0.005129632468009883	0.0	0.0
-4.95	3.880159999999999	0.0	15.004039136733667	0.0	0.0	0.02913534850367697	0.010865460186557194	0.02986514256490796	-0.0050956884524353836	0.0	0.0
-4.95	3.8831399999999996	0.0	15.0040436710941	0.0	0.0	0.029341890311861758	0.011018173604967454	0.029963072951582702	-0.005063635225501776	0.0	0.0
-4.95	3.88612	0.0	15.004047502596546	0.0	0.0	0.029555705253050416	0.01117115219074088	0.030062085981936257	-0.005033483865539011	0.0	0.0
-4.95	3.8891	0.0	15.004050572459443	0.0	0.0	0.02977677216481312	0.011324342873584485	0.030162160473440423	-0.00500524492357033	0.0	0.0
-4.95	3.8920799999999995	0.0	15.004052821800366	0.0	0.0	0.030005067241633144	0.011477692532356802	0.03026327503412049	-0.0049789284334862466	0.0	0.0
-4.95	3.89506	0.0	15.00405419347981	0.0	0.0	0.03024056458463486	0.011631148014349422	0.03036540806261455	-0.004954543917973892	0.0	0.0
-4.95	3.89804	0.0	15.004054630397416	0.0	0.0	0.0304832362066506	0.011784656152208622	0.030468537756342937	-0.004932100397012659	0.0	0.0
-4.95	3.9010199999999995	0.0	15.00405407688554	0.0	0.0	0.030733051344004586	0.011938163784089262	0.030572642114081956	-0.004911606395032049	0.0	0.0
-4.95	3.904	0.0	15.004052478436206	0.0	0.0	0.030989977116862806	0.012091617771169582	0.0306776989429821	-0.004893069948634112	0.0	0.0
-4.95	3.90698	0.0	15.004049780501594	0.0	0.0	0.031253978813807336	0.012244965018210537	0.030783685863250032	-0.0048764986122424355	0.0	0.0
-4.95	3.90996	0.0	15.004045931583219	0.0	0.0	0.03152501892073503	0.012398152488783459	0.030890580311650685	-0.0048618994664716315	0.0	0.0
-4.95	3.91294	0.0	15.004040878976333	0.0	0.0	0.03180305752365326	0.012551127229259561	0.030998359547297735	-0.0048492791238297995	0.0	0.0
-4.95	3.91592	0.0	15.004034573580128	0.0	0.0	0.032088052570455904	0.01270383638340383	0.031107000656830718	-0.004838643734431049	0.0	0.0
-4.95	3.9188999999999994	0.0	15.00402696587691	0.0	0.0	0.03237995960408031	0.012856227213900971	0.031216480559322038	-0.004829998993242534	0.0	0.0
-4.95	3.92188	0.0	15.00401800862148	0.0	0.0	0.03267873159108782	0.013008247119682657	0.03132677601022809	-0.004823350144221084	0.0	0.0
-4.95	3.92486	0.0	15.004007656381795	0.0	0.0	0.03298431962085659	0.013159843656455937	0.031437863605608574	-0.004818701985732997	0.0	0.0
-4.95	3.9278399999999993	0.0	15.003995864891653	0.0	0.0	0.03329667159163831	0.013310964554394454	0.031549719791597014	-0.0048160588760186	0.0	0.0
-4.95	3.9308199999999998	0.0	15.00398259010158	0.0	0.0	0.03361573364525608	0.013461557738541848	0.03166232086107999	-0.004815424737678226	0.0	0.0
-4.95	3.9337999999999997	0.0	15.003967792652354	0.0	0.0	0.03394144902542624	0.013611571346638127	0.031775642966085656	-0.0048168030599368	0.0	0.0
-4.95	3.9367799999999997	0.0	15.003951432322733	0.0	0.0	0.03427375907165983	0.01376095374929434	0.03188966211826287	-0.004820196904128904	0.0	0.0
-4.95	3.93976	0.0	15.003933470453225	0.0	0.0	0.034612602332605026	0.013909653568369977	0.03200435419467165	-0.004825608905841797	0.0	0.0
-4.95	3.9427399999999997	0.0	15.003913873059547	0.0	0.0	0.03495791479657721	0.01405761969647221	0.03211969494294471	-0.00483304127717756	0.0	0.0
-4.95	3.9457199999999997	0.0	15.00389260508178	0.0	0.0	0.03530963018542348	0.014204801315810924	0.03223565998348819	-0.004842495809603657	0.0	0.0
-4.95	3.9487	0.0	15.003869633793773	0.0	0.0	0.035667679630259415	0.014351147916471607	0.03235222481769503	-0.004853973875144457	0.0	0.0
