u,Iu,Iw
0.12227502344127938,0.1256489926448304,0.09448187734027211
0.21863681092540269,0.07798409168275765,0.039156518005245125
0.12075948240368578,0.12101838597531304,0.10274914643341143
0.12075948240368578,0.12101838597531304,0.10274914643341143
0.39560756866721236,0.07059648110979863,0.044298015021557835
0.23340450435721816,0.06557671482372066,0.05061226569547169
0.39560756866721236,0.07059648110979863,0.044298015021557835
0.24664334123568948,0.07418969653234272,0.041310040328826084
0.1254342965948097,0.12220635654570097,0.08562532893691052
0.22066690930839508,0.07033191815853061,0.06973332749328912
0.12472588483542303,0.11756688618984754,0.09153665464354398
0.12598552679289926,0.11328397284347895,0.05167494825131668
0.23607479792024108,0.07396602868731443,0.04226097373473223
0.16010024134422632,0.09433649003207144,0.04622349836445608
0.19400875940178958,0.09213051734784544,0.0414079991647348
0.12124031772668212,0.120014209090656,0.09989017129828398
0.24664334123568948,0.07418969653234272,0.041310040328826084
0.1772024792576061,0.09652981665644196,0.04366275508344009
0.1257436240952696,0.11267442519761099,0.05309567097365867
0.19174513294780562,0.09062502961495222,0.04263151872685009
0.13164529853194773,0.09520009664494418,0.050548096134409644
0.12286240391286864,0.1234064206907822,0.09253339403507156
0.12166358726316129,0.12051933142304547,0.09751344344284137
0.21074426629250262,0.082282842745083,0.04029747968196538
0.18242444881441663,0.07543919976430331,0.048421455872581044
0.16799054437276822,0.08914368802802143,0.04415245265099373
0.12218069725102151,0.11822015307781393,0.09658403124079247
0.19853811753801764,0.08497326979595708,0.04177067271148441
0.2326594414257452,0.06690810338896144,0.04648669440938047
0.16355593925246292,0.10469558285095826,0.04279137191974369
0.14090444509257283,0.07862192401018601,0.052136268011074044
0.2131082273546008,0.07141806163224491,0.0646669571998793
0.12352846909803655,0.12370373802640831,0.08880606308974565
0.12465011165027116,0.12322044360099532,0.08663147950287087
0.12595220464838588,0.11161615255082426,0.05245288453431999
0.15552471282228605,0.07653432400261224,0.0603187551802172
0.1743894009565052,0.09167958675357403,0.04400291218851454
0.13825735639503386,0.10633100861560615,0.04698862453412751
0.12997775277902668,0.09999128994636038,0.06348547232645066
0.12629111028589365,0.11008023504744606,0.054349354664224095
0.12752241508272943,0.10895963488316475,0.05497384744089222
0.20728229316414087,0.0895952173402535,0.03986114952772096
0.12278439220462845,0.12494981193032,0.09480769813976536
0.21705897125226514,0.07078507879388407,0.06736089801525885
0.12238136752626522,0.12530215170752015,0.09362483912665585
0.1446004442435566,0.0773629317152936,0.05659204231478511
0.15298341337720903,0.11192692438229372,0.04548867621235537
0.12678707217505003,0.11057085076058384,0.051851771049500735
0.16239535326685475,0.09597286457163764,0.04573639620377668
0.14838877990526775,0.08127519966573761,0.048061029630136635
0.16807601130127608,0.0876866328921849,0.04429821077027162
0.21645713679241338,0.07247973813084198,0.059265455151496046
0.12089827744477726,0.12032691722078463,0.10083304823249423
0.22160789325362515,0.06930897474092763,0.0446862681702261
0.1716980675067818,0.09898488018801978,0.043116973364168615
0.18124195789941921,0.07485801056686496,0.04919175050250618
0.16039702421855506,0.10814439722634675,0.043340083884569156
0.21205336912972686,0.07163833963466837,0.06346719445057615
0.17204110749292748,0.09748573560583705,0.04344989618343073
0.18247536088945943,0.07433381288828925,0.05001092220477548
0.22750086054425886,0.06657189218836963,0.04697357430946263
0.20600879483286244,0.08690096798089758,0.04054913000039296
0.22321539811526525,0.06820609699670444,0.04527195590542854
0.22864505644661354,0.06873411107084418,0.04495540819723331
0.1217922566560291,0.11950633172049654,0.09589469774632306
0.12502180409504393,0.12284894664133798,0.08759115339904948
0.21605105611919107,0.07090817285472367,0.06614716695355816
0.12845335061899021,0.08430604769883486,0.06545540268354738
0.199489520581725,0.085855521765951,0.041001327096517964
0.12623801785619876,0.10746528802017401,0.05561007682975349
0.21914830421461895,0.07129133369128147,0.06261230571145858
0.15717862493070928,0.10597461782095699,0.043634297299901335
0.1952988986399206,0.09033425292139667,0.04100260298348852
0.129089069865323,0.10085658577715811,0.06191457881607023
0.14155333466780762,0.07682167021743389,0.057987943713469096
0.1859972510599473,0.09140573182746133,0.042351415681810826
0.17073143056700385,0.08202097898124715,0.04441639326905536
0.13620631430382862,0.08031116163483618,0.04955511080692763
0.1284598700237647,0.08427996172904405,0.0667796987936894
0.13503201941116263,0.07960118273357397,0.05095563764916675
0.12618523763728615,0.1092868199061802,0.05459207446119151
0.1583906932429121,0.09768744205211474,0.0479880402071548
0.12697307352867018,0.10091663344713332,0.062249021400229324
0.2005444504347989,0.08637113127985258,0.04071568891363554
0.12599332426119678,0.10229805434807276,0.060950043971612855
0.1514747226102931,0.10405254039308884,0.04585698355900908
0.22881728514004646,0.0662842590414678,0.047497859644020674
0.12379942846042152,0.12298882782225944,0.08832580545145519
0.13433313564282975,0.08021780717564157,0.0501305073052329
0.19782054076964545,0.08828425022579119,0.04073809289029819
0.1429827768451652,0.08096467903678316,0.048623463492200744
0.21813387136423407,0.07071516655194855,0.06858587973926446
0.1466526447782109,0.07661578660299942,0.05957966634409218
0.2054687530216447,0.07282042515644867,0.05371050739077116
0.22321539811526525,0.06820609699670444,0.04527195590542854
0.16321483596275213,0.10176860280793701,0.0436626177118654
0.2042329627178622,0.07321477914500629,0.05870940618009483
0.12312246625527905,0.11879784059079834,0.0953370669172353
0.12178938011712988,0.11863393139513322,0.09838555911596727
0.12326230720692827,0.12280543165209208,0.09008822181470368
0.2206289901955075,0.07036086997450267,0.06851694395887992
0.21493746323945756,0.07131487301377666,0.06375892821162377
0.12579023337778109,0.10238171453725577,0.060343179114309475
0.1291296686999332,0.10340964888216679,0.05885909991786509
0.12336262951586875,0.11778337427685943,0.09398970491314963
0.1612213625870712,0.10697662287863333,0.043103585525741776
