x	y	z	x-velocity	y-velocity	z-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress	uv-reynolds-stress	uw-reynolds-stress	vw-reynolds-stress
-4.95	0.6268599999999999	0.0	32.28548730985836	0.0	0.0	25.386341874408316	9.770564469872655	12.939938435494263	-7.149979119094112	0.0	0.0
-4.95	0.6278533333333333	0.0	32.31670918384383	0.0	0.0	25.32008737216544	9.738366111046084	12.89149507700465	-7.134040369790946	0.0	0.0
-4.95	0.6288466666666667	0.0	32.34789255295812	0.0	0.0	25.253830487819243	9.706173939228723	12.843098394617966	-7.118071133825161	0.0	0.0
-4.95	0.6298400000000001	0.0	32.3790375942257	0.0	0.0	25.187571501676715	9.673988658588819	12.794749563774106	-7.10207112657809	0.0	0.0
-4.95	0.6308333333333332	0.0	32.410144451788646	0.0	0.0	25.12131069332953	9.641810976927811	12.746449755648145	-7.086040067570327	0.0	0.0
-4.95	0.6318266666666665	0.0	32.441213287158746	0.0	0.0	25.055048343987945	9.609641605737052	12.69820013706882	-7.069977680524159	0.0	0.0
-4.95	0.6328199999999999	0.0	32.47224425531142	0.0	0.0	24.988784727999892	9.577481260269684	12.650001870429357	-7.053883693407053	0.0	0.0
-4.95	0.6338133333333332	0.0	32.5032375145811	0.0	0.0	24.922520129927985	9.545330659594345	12.601856113631943	-7.037757838501125	0.0	0.0
-4.95	0.6348066666666665	0.0	32.534193211631745	0.0	0.0	24.856254827678626	9.513190526643358	12.553764019982143	-7.021599852440527	0.0	0.0
-4.95	0.6357999999999999	0.0	32.56511148448551	0.0	0.0	24.789989099509807	9.481061588260047	12.505726738128585	-7.005409476276435	0.0	0.0
-4.95	0.6367933333333333	0.0	32.59599248853905	0.0	0.0	24.723723228007902	9.448944575244447	12.457745411971482	-6.989186455522239	0.0	0.0
-4.95	0.6377866666666665	0.0	32.62683635649715	0.0	0.0	24.657457492734263	9.416840222380113	12.40982118059337	-6.9729305402085755	0.0	0.0
-4.95	0.6387799999999999	0.0	32.657643222564566	0.0	0.0	24.59119217157104	9.384749268470994	12.361955178181809	-6.956641484928284	0.0	0.0
-4.95	0.6397733333333332	0.0	32.688413214484996	0.0	0.0	24.524927547013675	9.352672456361212	12.314148533948496	-6.9403190488972415	0.0	0.0
-4.95	0.6407666666666666	0.0	32.71914646688455	0.0	0.0	24.458663899599518	9.320610532960636	12.266402372055332	-6.923962995986703	0.0	0.0
-4.95	0.6417599999999999	0.0	32.74984309802328	0.0	0.0	24.392401511005623	9.288564249256245	12.218717811533395	-6.907573094789149	0.0	0.0
-4.95	0.6427533333333333	0.0	32.780503224024315	0.0	0.0	24.32614066109645	9.25653436031525	12.171095966214876	-6.891149118650789	0.0	0.0
-4.95	0.6437466666666666	0.0	32.811126960492885	0.0	0.0	24.25988163193702	9.224521625300024	12.12353794465029	-6.874690845727332	0.0	0.0
-4.95	0.64474	0.0	32.84171441385502	0.0	0.0	24.19362470572572	9.192526807458584	12.076044850040006	-6.858198059025492	0.0	0.0
-4.95	0.6457333333333334	0.0	32.8722656841489	0.0	0.0	24.127370165546015	9.160550674121643	12.028617780162065	-6.841670546449024	0.0	0.0
-4.95	0.6467266666666666	0.0	32.90278087179374	0.0	0.0	24.06111829416007	9.128593996687767	11.981257827289637	-6.82510810084214	0.0	0.0
-4.95	0.6477199999999999	0.0	32.93326006854764	0.0	0.0	23.994869372547775	9.096657550607699	11.933966078122582	-6.808510520031724	0.0	0.0
