u,Iu,Iw
0.11566819752775606,0.2879674460013826,0.24243983068970212
0.20381553670804436,0.08489842788624156,0.03694749863866582
0.34895275327317754,0.0662953317846631,0.0534913228167406
0.11426436903776711,0.28480619899230825,0.24251210437001552
0.3133877314885273,0.06612905372626852,0.05449371370704297
0.12283998832308252,0.2515652354398691,0.21302987632037979
0.1416197027550782,0.08884939946830381,0.0649015549372242
0.13002835721154082,0.10953887615752836,0.04849455139078663
0.28061973674961527,0.070720110947067,0.042673016341298324
0.12077826906414957,0.2640704436568462,0.21939005234789674
0.26777997983938556,0.07260539135550143,0.04107142086425696
0.24675726092842162,0.0713816375975111,0.042447382461089006
0.1210201450480621,0.2624345485767087,0.2256819175718957
0.12283998832308252,0.2515652354398691,0.21302987632037979
0.22410709923411068,0.07378874409760734,0.03966405459433077
0.12147526443258935,0.26234142221751844,0.21784281726314797
0.23957650046801804,0.07909860657915467,0.03704404844469027
0.12077826906414957,0.2640704436568462,0.21939005234789674
0.1210201450480621,0.2624345485767087,0.2256819175718957
0.2084155060596109,0.07612365456009013,0.03705941560341363
0.18309997068490744,0.06969650231207611,0.05312331994838844
0.13413179830606684,0.10159962781575474,0.044542651235015135
0.21298513371385033,0.07482624396175742,0.037371179612150265
0.27722187623597844,0.0673232544395752,0.05191849377307086
0.27222293411005904,0.0713559898670536,0.04125604515709
0.1504141274226679,0.08850988592269818,0.0404371564244893
0.2047536400273416,0.07169152604543141,0.042070646744490924
0.14784452000389392,0.08987732645461194,0.058200933623693496
0.14002173977168939,0.08904500893903836,0.062369780567174196
0.1774204992962894,0.07660292591979508,0.04170139195307657
0.16570149473507992,0.07594877362937917,0.04210971462236082
0.1799608834076485,0.0721256842715044,0.046568919781006884
0.2446764113825845,0.07845446809149728,0.03703184291934894
0.2798215733353601,0.06669275242526719,0.05262875372830495
0.1306133445585817,0.10711083617181309,0.04706155907351544
0.19027760865899512,0.07879462572785242,0.03940681036299602
0.16087334510145854,0.07736097839079027,0.049221186897479084
0.13019966492700757,0.10770888508996018,0.04741320422422434
0.15269307440252686,0.08652823228355037,0.040055125056940324
0.26965132155081545,0.06818503475184698,0.051373946505330406
0.2180247669073883,0.07404534225815707,0.03825848697250078
0.12658538127911528,0.09840168079077324,0.049981440692025966
0.13696356984395824,0.08950221603721321,0.0594444093025396
0.17384551227797537,0.07164712703500575,0.04816590128968001
0.14306874370616052,0.09704148150359447,0.04531296134108527
0.13123343141439817,0.10478377823323852,0.045884365768265475
0.2705374922643839,0.06810844080054376,0.05296603242051414
0.16771160607660762,0.07531826829112204,0.05251033571632898
0.1316317031701202,0.09594750223884577,0.05034001049246622
0.12798497919932159,0.09401289284117566,0.05252883515817695
0.16972624818692167,0.08765910928135315,0.039156742439180256
0.1253444897849785,0.10051430365102623,0.05016979040614842
0.15693526942342195,0.08140011847158468,0.04157798215522077
0.21624193841773495,0.074370297255219,0.0377461456958856
0.22150327856213298,0.07385158106212987,0.038900379375358056
0.18712284154235595,0.07940355932294589,0.0391468716505238
0.18782388869274774,0.07161587866970943,0.04664655280172732
0.14297043492831416,0.08899953573032415,0.0640983256697726
0.2749307213274811,0.07097881981869271,0.041582224007811724
0.1444071875803638,0.0893460923476274,0.06008658577946964
0.12869248435570807,0.09379837034007116,0.052214392545342485
0.13002835721154082,0.10953887615752836,0.04849455139078663
0.13393838455800772,0.09546001462532298,0.05061969268253237
0.12586380121577107,0.10019948682003427,0.04977355143531449
0.19801184662092197,0.0861756496546886,0.037289357204720396
0.16176761806929213,0.08282491582214334,0.03987744143226987
0.13304964765831134,0.09059423224310156,0.05644949798005039
0.15614795939773451,0.0822544179391165,0.04142302185752016
0.17889824585008993,0.08244061721151609,0.03864610936269977
0.15947859235246176,0.07796599888442628,0.045012612924422456
0.13123343141439817,0.10478377823323852,0.045884365768265475
0.19319181555897358,0.07003651086695571,0.04635554371019826
0.18492749704505973,0.06984078770717282,0.0526288721481043
0.27562824139459824,0.06927572586663368,0.05100653517454019
0.15447532566308508,0.0855689395126661,0.03993779304398089
0.19558499773093305,0.08592267918983781,0.03739636932277359
0.20325064569971243,0.08391508443591383,0.03701823188798611
0.12147526443258935,0.26234142221751844,0.21784281726314797
0.22150583386973846,0.07018307604881018,0.04524672643144036
0.16415195190109977,0.07645650665381225,0.042416066259043955
0.19143193682403964,0.08315802095839965,0.03793235975394813
0.2424618780465237,0.07872844013408152,0.03697599113098035
0.23957650046801804,0.07909860657915467,0.03704404844469027
0.175546857562688,0.07239631063977435,0.045337065028852305
0.16336812382082078,0.07784446443918741,0.041689843484400115
0.14550450480370009,0.09312489848334518,0.047035929360556714
0.20035936080365627,0.08475578519082838,0.03721586689606775
