y,u,Iu,Iv,Iw,xLu,yLu,zLu
20.0,28.255783569024803,0.1567290728942989,0.07836453644714945,0.12538325831543914,252.38293779207734,126.19146889603867,75.7148813376232
25.0,29.305339825162168,0.15111589864154443,0.07555794932077221,0.12089271891323555,252.38293779207734,126.19146889603867,75.7148813376232
30.0,30.163242758358535,0.14681786033923822,0.07340893016961911,0.11745428827139058,252.38293779207734,126.19146889603867,75.7148813376232
35.0,30.8887948205523,0.14336923108857114,0.07168461554428557,0.11469538487085691,252.38293779207734,126.19146889603867,75.7148813376232
40.0,31.517426694193585,0.14050965536126966,0.07025482768063483,0.11240772428901574,252.38293779207734,126.19146889603867,75.7148813376232
45.0,32.07200686910114,0.13808000168962725,0.06904000084481363,0.11046400135170181,252.38293779207734,126.19146889603867,75.7148813376232
50.0,32.56815749371892,0.13597645993726543,0.06798822996863271,0.10878116794981235,252.38293779207734,126.19146889603867,75.7148813376232
55.0,33.01702550648753,0.13412785357678764,0.06706392678839382,0.10730228286143012,252.38293779207734,126.19146889603867,75.7148813376232
60.0,33.42684394453921,0.13248342469970714,0.06624171234985357,0.10598673975976572,252.38293779207734,126.19146889603867,75.7148813376232
65.0,33.80386665876682,0.1310058049683709,0.06550290248418544,0.10480464397469672,252.38293779207734,126.19146889603867,75.7148813376232
70.0,34.15295590174043,0.12966674906313294,0.06483337453156647,0.10373339925050636,252.38293779207734,126.19146889603867,75.7148813376232
75.0,34.47796684534883,0.12844442894615285,0.06422221447307642,0.10275554315692229,252.38293779207734,126.19146889603867,75.7148813376232
80.0,34.782007827723994,0.12732165390249142,0.06366082695124571,0.10185732312199314,252.38293779207734,126.19146889603867,75.7148813376232
85.0,35.067621612192035,0.1262846625770467,0.06314233128852335,0.10102773006163737,252.38293779207734,126.19146889603867,75.7148813376232
90.0,35.336914787723416,0.1253222809426971,0.06266114047134855,0.10025782475415768,252.38293779207734,126.19146889603867,75.7148813376232
95.0,35.591652155503056,0.12442532151434567,0.062212660757172834,0.09954025721147654,252.38293779207734,126.19146889603867,75.7148813376232
100.0,35.83332688939115,0.1235861458341544,0.0617930729170772,0.09886891666732353,252.38293779207734,126.19146889603867,75.7148813376232
105.0,36.06321356904991,0.12279834003689127,0.06139917001844564,0.09823867202951303,252.38293779207734,126.19146889603867,75.7148813376232
110.0,36.28240887031762,0.12205647035465025,0.06102823517732513,0.09764517628372021,252.38293779207734,126.19146889603867,75.7148813376232
115.0,36.49186320718491,0.1213558961769672,0.0606779480884836,0.09708471694157376,252.38293779207734,126.19146889603867,75.7148813376232
120.0,36.69240563744024,0.12069262523786287,0.06034631261893143,0.0965541001902903,252.38293779207734,126.19146889603867,75.7148813376232
125.0,36.88476368286564,0.12006320009940658,0.06003160004970329,0.09605056007952527,252.38293779207734,126.19146889603867,75.7148813376232
130.0,37.06957926131491,0.11946460820224958,0.05973230410112479,0.09557168656179967,252.38293779207734,126.19146889603867,75.7148813376232
135.0,37.24742161150033,0.11889420988291707,0.05944710494145854,0.09511536790633367,252.38293779207734,126.19146889603867,75.7148813376232
140.0,37.41879786695685,0.1183496802441606,0.0591748401220803,0.09467974419532849,252.38293779207734,126.19146889603867,75.7148813376232
145.0,37.58416177431954,0.1178289618181966,0.0589144809090983,0.09426316945455729,252.38293779207734,126.19146889603867,75.7148813376232
150.0,37.74392093349716,0.11733022571973947,0.058665112859869736,0.09386418057579159,252.38293779207734,126.19146889603867,75.7148813376232
