u,Iu,Iv,Iw
0.08522356119109513,0.7920049502750722,0.30672545388710387,0.5826175989938038
0.37862234518612203,0.1097131331570368,0.19754199006462192,0.10035231242875078
2.144923673357272,0.15059038259637159,0.14435159377648887,0.09160096449916715
0.26094134002432323,0.3188804874945669,0.06048320321753591,0.19110147477308506
0.08522356119109513,0.7920049502750722,0.30672545388710387,0.5826175989938038
0.2550875625971203,0.1532512494899881,0.1786743910704959,0.05970514194495694
0.19394956359587143,0.43651445519083404,0.0831982460482765,0.2902747990360536
0.1732326328924594,0.4834163994477717,0.11746538232214153,0.3384542551969149
0.12489976063837518,0.6454899239156184,0.20855535952421142,0.4694952514286006
0.13295785145384972,0.570617738870213,0.15549061531294603,0.4036440265456968
0.14454234769020063,0.5350491226052861,0.13107467422424188,0.3756183350650837
0.12772438754578666,0.6057438399906667,0.18026749968614528,0.43531439450498993
1.9463470727033552,0.12945111021642025,0.16529171422383734,0.08808805790169855
0.15700002246571373,0.5045858706153029,0.11385547121978269,0.3492164463938614
2.144923673357272,0.15059038259637159,0.14435159377648887,0.09160096449916715
0.20120072150857368,0.3794387320017413,0.07959129574490288,0.2367529838851605
0.10923676139709182,0.6957323759131597,0.2431770097140789,0.5096018515107449
1.3598951997036708,0.11616802318922413,0.19998826138701076,0.07944454493153168
0.17875848343773332,0.4186177441930068,0.09013508403037793,0.2734533629748423
0.13293806348476803,0.5944789162762172,0.1761761102256348,0.4263758909107962
0.714524304974421,0.19360653940316236,0.12449779482346507,0.10536511434428557
1.2931027379878715,0.1329408379538242,0.15621102382702687,0.07593777353502502
0.114533572039205,0.6729055687967275,0.22765186480193872,0.49172202137805787
0.7574769626416424,0.2035408020401908,0.11485044790964521,0.11164965667646287
1.0148672631539875,0.2075318134568085,0.11324326171866339,0.11532642283176725
0.8974505151806901,0.27161821453981927,0.07859469074903858,0.17447324881681192
1.8891865438511244,0.1476733980419311,0.14587423302747923,0.08873628902191753
1.182921957651153,0.13993714784819725,0.1557317847860536,0.07737467846200015
0.1355481350345797,0.5482197482781176,0.1403694582760518,0.3837788688876155
0.29976016563994484,0.3009283705844502,0.08529674470074576,0.18285274085890724
0.5795031209775435,0.21336695227260397,0.11023438644330415,0.12493653943803863
0.523967773218929,0.27280112762530506,0.0703259377788178,0.1617495980205898
1.4260966127848245,0.12444944171192938,0.16778066489424534,0.07151008105380936
0.11706132852961645,0.6651425639416509,0.22229300439957148,0.485524088006863
0.6536321346769469,0.13482768352183505,0.19826776264408627,0.06348015236997978
0.22443405769115726,0.3953984817416957,0.07056204742071708,0.25847697357264826
0.7901331284851201,0.21746890197745947,0.10835528323205659,0.1287588919518917
1.5086734459874278,0.163184968423366,0.14270239665165668,0.0787011163443374
0.10669034850211959,0.7031600497663466,0.24816046409513817,0.5153305807030495
0.1341324359599063,0.559286697865466,0.14774169245872854,0.39350825393676353
0.12213602999997031,0.6494427763442135,0.21133714423681998,0.4727614068013487
0.8354121883550213,0.26870444973133584,0.07923280852404932,0.17122630650391124
0.10093730441430157,0.7248086371744151,0.2625412677210923,0.53186338723734
0.14310767669412108,0.5390462214013458,0.1338474269735441,0.3790548416659728
0.2126193201770164,0.4069885768535949,0.0736005191943902,0.26632592689283
1.5380403575042267,0.24561756844452756,0.0887285111814935,0.16322091986411721
1.1014862384291724,0.14348200097383465,0.1622458587725136,0.07361973104548776
1.7829713178184532,0.15018071830896387,0.1604334033767895,0.07379027059237499
0.09425909912302717,0.745413787270607,0.2761047223986185,0.5474574218606081
0.10239673449119226,0.7177063734886726,0.2578442569423667,0.5264637672705644
1.717461439260065,0.1685378104302783,0.1363893142898919,0.08183548892924461
0.16132972962347292,0.4926008184313791,0.12005993957826731,0.34183444140247665
0.31196600919197454,0.2959101937790472,0.06550306946651285,0.1988576031146588
0.08919880993087297,0.7649048101697723,0.28890360371140905,0.5621532784677074
0.08814940463389763,0.7711487972318825,0.2930059847962948,0.5668601193523739
1.4078522313571358,0.1132909109601133,0.20778666070705507,0.08222203686552843
0.18897889225712863,0.3667076853883375,0.0837206242949867,0.21826913832959025
0.2788313114630843,0.3080005036786455,0.0708180227150911,0.20702922145230687
0.9271227901276977,0.19464543798818199,0.12231216887095928,0.10474932177206714
0.4840721026532156,0.22961210945666943,0.10257947092796549,0.12402676550172335
1.7386340316279667,0.13746103095002304,0.1714691831035651,0.06994301294789887
0.24983428775684716,0.33330796796940815,0.07513530326788688,0.19951912202109218
0.08676396343852771,0.777265714835545,0.2970275647554942,0.5714739848472911
0.10401285440813149,0.7141099586880009,0.2554586055305824,0.5237204697999853
0.47850099869030854,0.223482408456272,0.1051151957352148,0.11731172275921196
1.485752299435405,0.14550481358032402,0.1445808021396073,0.09564166208526133
0.08590278503978355,0.7832563348106415,0.3009677663156003,0.5759967779566765
1.6644466199903412,0.12530927420169194,0.17460437622469707,0.06718678952126991
0.11726483387257611,0.6612374340610804,0.2195825588788922,0.482379564723815
0.2317200351676359,0.34655339761954207,0.07763668476341427,0.21303794069198526
1.1713584205583396,0.13517560316222932,0.17308739182419447,0.06731352804146656
1.1184697720911656,0.14246925289763515,0.1613556536198337,0.06622732948406122
0.35010481604633276,0.1841674996597602,0.14988866385151187,0.08381126458240473
0.12850791045483775,0.6017841081816736,0.17744268728071738,0.4317820809004874
0.2351830904171247,0.3468058964890049,0.07617596206389263,0.20983046888927587
0.26094134002432323,0.3188804874945669,0.06048320321753591,0.19110147477308506
0.452934067987911,0.232725169878197,0.10141532556345571,0.12743010770659402
0.11263385653493355,0.6805975513197724,0.23292074674536006,0.4977989991519726
0.23872172788820825,0.3835483878778021,0.07273300612442368,0.2522004301964347
1.7384897125783192,0.18086364681917383,0.12749323731581763,0.0963240664038233
1.599107810247413,0.14210688184742004,0.14907188097273638,0.08332078118486293
0.35417779817754214,0.12171990305836274,0.18196513671431905,0.06817725177003589
0.11263385653493355,0.6805975513197724,0.23292074674536006,0.4977989991519726
0.1109856511314269,0.6882090587344282,0.2380961444384556,0.503758089886281
1.6479275065080865,0.13894432691864855,0.1649400862756814,0.06701960570715632
0.9216642149112657,0.2116934493949561,0.1107470483561462,0.12177845149677514
0.39161295985691735,0.11033128954243665,0.19161865633756817,0.0966865422688469
1.5660586207318843,0.24520451168475793,0.09168659149030665,0.15592426360615091
1.5821294559791614,0.2311472416670282,0.09090348403176353,0.14804713502937036
0.20472929407465934,0.32714739732174625,0.07866247866108676,0.2043354547281885
0.1109856511314269,0.6882090587344282,0.2380961444384556,0.503758089886281
1.9314849242305692,0.14554580936726014,0.1522767330046338,0.08293410786032272
0.10669034850211959,0.7031600497663466,0.24816046409513817,0.5153305807030495
0.342647812373489,0.13680960950348994,0.18717452950666508,0.06065938710628947
0.42789601884600503,0.2182432196858375,0.11942770714587551,0.15208304529703204
0.3976339488074454,0.11157626204672368,0.1877682800966244,0.09492317189718176
0.2172972114021378,0.36072391088354633,0.0782527750273095,0.2215430617871649
0.17656524108242905,0.417070271005551,0.09448151815247978,0.2665772740437159
0.10502094702228643,0.7159689658953723,0.2551480237160571,0.5252156485766114
1.8255763506688139,0.1770532423075047,0.12997023386363635,0.09302813634923236
0.13495246395140345,0.5555668353665801,0.14523954954310023,0.3902177561830304
